자치구,동,법정동코드,단지기본일련번호,아파트,면적일련번호,공급면적_㎡,전용면적_㎡,주택형,시작가격_만원,종료가격_만원,연평균상승률,준공연도,세대수
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,146037,118.76,84.99,D,144500,405000,0.108558758576545,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,35627,123.48,91.89,A,158500,425000,0.1036616865627491,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,191285,122.58,91.91,E,158500,425000,0.1036616865627491,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,81260,123.01,91.93,B,158500,425000,0.1036616865627491,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,118237,122.74,91.93,C,158500,425000,0.1036616865627491,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,180788,123.92,91.93,D,158500,425000,0.1036616865627491,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,204828,183.59,151.27,B,255000,595000,0.0884229198901702,2015,330
강남구,대치동,1168010600,36794,래미안대치팰리스2단지,199000,181.45,151.31,A,255000,595000,0.0884229198901702,2015,330
강남구,대치동,1168010600,193,래미안대치하이스턴(우성2차),49537,142.54,110.39,A,134500,343500,0.0982986397012541,2014,354
강남구,대치동,1168010600,193,래미안대치하이스턴(우성2차),93477,142.62,110.39,B,134500,343500,0.0982986397012541,2014,354
강남구,대치동,1168010600,203,롯데캐슬,199,110.72,84.75,,80000,252500,0.1218044011800956,2002,142
강남구,대치동,1168010600,203,롯데캐슬,49544,136.53,105.18,,95000,295000,0.1199789007056992,2002,142
강남구,대치동,1168010600,203,롯데캐슬,93481,139.4,107.91,,95000,287500,0.117098386092189,2002,142
강남구,대치동,1168010600,203,롯데캐슬,153146,161.03,123.04,,110000,305000,0.1073648025976059,2002,142
강남구,대치동,1168010600,203,롯데캐슬,171139,176.16,135.73,,131000,337500,0.0992595521198749,2002,142
강남구,대치동,1168010600,14665,롯데캐슬리베,14430,146.32,121.08,,127500,375000,0.1139151438721746,2006,144
강남구,대치동,1168010600,36403,"선경(1,2차)",145933,101.66,94.89,A,140500,410000,0.1130399516283635,1983,1034
강남구,대치동,1168010600,36403,"선경(1,2차)",35236,137.45,128.32,,170500,490000,0.1113405723351022,1983,1034
강남구,대치동,1168010600,36403,"선경(1,2차)",80921,157.36,146.75,,184000,515000,0.1084061852204352,1983,1034
강남구,대치동,1168010600,36403,"선경(1,2차)",118029,186.36,174.0,,205000,580000,0.1096024660018817,1983,1034
강남구,대치동,1168010600,195,선경(3차),191,85.48,76.6,,79000,225000,0.1103388677262438,1990,54
강남구,대치동,1168010600,199,세영팔레스타운,195,73.77,59.91,,58000,152500,0.1014991973260555,2002,67
강남구,대치동,1168010600,199,세영팔레스타운,49540,84.03,68.61,,62000,162500,0.1011491999374125,2002,67
강남구,대치동,1168010600,199,세영팔레스타운,93478,103.37,84.85,,76000,210000,0.106982028351374,2002,67
강남구,대치동,1168010600,201,쌍용2차.,197,102.47,95.48,,122500,365000,0.1153615722168241,1983,364
강남구,대치동,1168010600,201,쌍용2차.,49542,141.71,132.05,,145000,430000,0.1148335894311898,1983,364
강남구,대치동,1168010600,192,쌍용대치(1차),188,102.36,96.04,,122500,365000,0.1153615722168241,1983,630
강남구,대치동,1168010600,192,쌍용대치(1차),49536,150.54,141.21,,155250,440000,0.1097933209109893,1983,630
강남구,대치동,1168010600,192,쌍용대치(1차),93476,173.48,162.71,,167500,467500,0.1080941966586064,1983,630
강남구,대치동,1168010600,188,우성(1차),184,102.01,95.27,,110000,350000,0.1227098577832095,1984,476
강남구,대치동,1168010600,188,우성(1차),49532,133.98,125.17,,135000,405000,0.1161231740339043,1984,476
강남구,대치동,1168010600,186,은마,182,101.52,76.79,,110000,344333,0.1208786477483225,1979,4424
강남구,대치동,1168010600,186,은마,49530,115.54,84.43,,121500,382667,0.1215650653430449,1979,4424
강남구,대치동,1168010600,12845,포스코더샵,12636,168.38,139.54,,145000,380000,0.1011375160989167,2004,276
강남구,대치동,1168010600,12845,포스코더샵,60712,208.98,164.88,,162000,407500,0.0966328719078501,2004,276
강남구,대치동,1168010600,37047,풍림아이원,35878,93.22,83.65,B,71000,150000,0.0776637910574316,2003,90
강남구,대치동,1168010600,37047,풍림아이원,1707263,94.54,84.54,C,71000,161000,0.0853173674617204,2003,90
강남구,대치동,1168010600,37047,풍림아이원,81478,94.38,84.69,A,71000,161000,0.0853173674617204,2003,90
강남구,대치동,1168010600,37047,풍림아이원,1707264,94.58,84.87,D,71000,161000,0.0853173674617204,2003,90
강남구,대치동,1168010600,37047,풍림아이원,215340,170.3,156.21,,91000,240000,0.1018360687031278,2003,90
강남구,대치동,1168010600,345179,한보미도맨션,1215165,113.31,84.48,,131000,398333,0.1176285803109919,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215169,114.77,84.96,,131500,395000,0.116264553896058,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215170,135.89,115.05,,147500,446667,0.1171697939878342,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215171,148.17,126.33,,167500,473333,0.1094690645236393,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215166,152.72,128.01,,164000,475000,0.1122053406300784,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215172,183.8,159.15,,205000,550000,0.1037250080416516,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215167,188.85,161.36,,191500,546667,0.1105942176796677,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215173,217.81,190.47,,240000,663333,0.1070112544757437,1983,2436
강남구,대치동,1168010600,345179,한보미도맨션,1215168,220.92,191.06,,235000,666667,0.1099006598326075,1983,2436
강남구,대치동,1168010600,194,현대(1차),190,101.03,84.27,A,81000,250000,0.1192974103971149,1990,120
강남구,대치동,1168010600,194,현대(1차),49538,101.7,84.89,B,81000,250000,0.1192974103971149,1990,120
강남구,도곡동,1168011800,157,개포4차우성(양재우성),154,113.23,84.6,,117500,372500,0.1222996850641091,1985,459
강남구,도곡동,1168011800,157,개포4차우성(양재우성),49504,151.05,126.46,,155000,462500,0.1155216510755234,1985,459
강남구,도곡동,1168011800,157,개포4차우성(양재우성),93453,180.25,152.74,,181500,502500,0.1071996598035125,1985,459
강남구,도곡동,1168011800,160,개포5차우성,157,89.79,70.89,,81500,220000,0.1044002777971577,1986,180
강남구,도곡동,1168011800,160,개포5차우성,49507,98.96,78.99,,90000,250000,0.10756634324829,1986,180
강남구,도곡동,1168011800,156,개포럭키,153,102.41,79.89,,83500,237500,0.1101910294957488,1986,128
강남구,도곡동,1168011800,161,개포한신,158,73.65,52.72,A,82000,310000,0.1422332131150496,1985,620
강남구,도곡동,1168011800,161,개포한신,171129,73.66,52.73,B,82000,310000,0.1422332131150496,1985,620
강남구,도곡동,1168011800,161,개포한신,49508,84.54,59.48,,92000,325000,0.1345132003136517,1985,620
강남구,도곡동,1168011800,161,개포한신,93456,103.93,83.86,,116500,350000,0.1162827456061732,1985,620
강남구,도곡동,1168011800,175,경남,171,76.47,59.76,,63000,200000,0.1224550148970282,2005,348
강남구,도곡동,1168011800,175,경남,49519,81.86,59.76,,62000,200000,0.1242524188058074,2005,348
강남구,도곡동,1168011800,175,경남,127839,116.34,84.94,,75500,222500,0.1141362539074268,2005,348
강남구,도곡동,1168011800,175,경남,93462,106.33,84.94,,75500,222500,0.1141362539074268,2005,348
강남구,도곡동,1168011800,175,경남,153136,147.12,114.96,,100000,235000,0.0891978771492421,2005,348
강남구,도곡동,1168011800,162,대림,159,102.39,84.93,A,75000,255000,0.1301807132434793,1992,197
강남구,도곡동,1168011800,162,대림,49509,104.47,84.95,B,75000,255000,0.1301807132434793,1992,197
강남구,도곡동,1168011800,14799,도곡1차아이파크,14562,109.19,84.12,,95500,262500,0.1064010865805813,2007,321
