단지기본일련번호,면적일련번호,기준년월,KB일반가_만원,면적구분
39203,215405,202312,251667,84
39203,215405,202311,251667,84
39203,215405,202310,251667,84
39203,215405,202309,251667,84
39203,215405,202308,248333,84
39203,215405,202307,238333,84
39203,215405,202412,281667,84
39203,215405,202411,281667,84
39203,215405,202410,281667,84
39203,215405,202409,281667,84
39203,215405,202408,280000,84
39203,215405,202407,273333,84
39203,215405,202406,258333,84
39203,215405,202405,253333,84
39203,215405,202404,253333,84
39203,215405,202403,251667,84
39203,215405,202402,251667,84
39203,215405,202401,251667,84
39203,215405,202512,336667,84
39203,215405,202511,336667,84
39203,215405,202510,335000,84
39203,215405,202509,320000,84
39203,215405,202508,316667,84
39203,215405,202507,316667,84
39203,215405,202506,308333,84
39203,215405,202505,298333,84
39203,215405,202504,298333,84
39203,215405,202503,293333,84
39203,215405,202502,286667,84
39203,215405,202501,283333,84
39203,215405,202607,338333,84
39203,215405,202606,333333,84
39203,215405,202605,330000,84
39203,215405,202604,330000,84
39203,215405,202603,331667,84
39203,215405,202602,340000,84
39203,215405,202601,340000,84
39203,217538,202312,251667,84
39203,217538,202311,251667,84
39203,217538,202310,251667,84
39203,217538,202309,251667,84
39203,217538,202308,248333,84
39203,217538,202307,238333,84
39203,217538,202412,281667,84
39203,217538,202411,281667,84
39203,217538,202410,281667,84
39203,217538,202409,281667,84
39203,217538,202408,280000,84
39203,217538,202407,273333,84
39203,217538,202406,258333,84
39203,217538,202405,253333,84
39203,217538,202404,253333,84
39203,217538,202403,251667,84
39203,217538,202402,251667,84
39203,217538,202401,251667,84
39203,217538,202512,336667,84
39203,217538,202511,336667,84
39203,217538,202510,335000,84
39203,217538,202509,320000,84
39203,217538,202508,316667,84
39203,217538,202507,316667,84
39203,217538,202506,308333,84
39203,217538,202505,298333,84
39203,217538,202504,298333,84
39203,217538,202503,293333,84
39203,217538,202502,286667,84
39203,217538,202501,283333,84
39203,217538,202607,338333,84
39203,217538,202606,333333,84
39203,217538,202605,330000,84
39203,217538,202604,330000,84
39203,217538,202603,331667,84
39203,217538,202602,340000,84
39203,217538,202601,340000,84
39203,219312,202412,281667,84
39203,219312,202411,281667,84
39203,219312,202410,281667,84
39203,219312,202409,281667,84
39203,219312,202408,280000,84
39203,219312,202407,273333,84
39203,219312,202406,258333,84
39203,219312,202405,253333,84
39203,219312,202404,253333,84
39203,219312,202403,251667,84
39203,219312,202402,251667,84
39203,219312,202401,251667,84
39203,219312,202312,251667,84
39203,219312,202311,251667,84
39203,219312,202310,251667,84
39203,219312,202309,251667,84
39203,219312,202308,248333,84
39203,219312,202307,238333,84
39203,219312,202512,336667,84
39203,219312,202511,336667,84
39203,219312,202510,335000,84
39203,219312,202509,320000,84
39203,219312,202508,316667,84
39203,219312,202507,316667,84
39203,219312,202506,308333,84
39203,219312,202505,298333,84
39203,219312,202504,298333,84
39203,219312,202503,293333,84
39203,219312,202502,286667,84
39203,219312,202501,283333,84
39203,219312,202607,338333,84
39203,219312,202606,333333,84
39203,219312,202605,330000,84
39203,219312,202604,330000,84
39203,219312,202603,331667,84
39203,219312,202602,340000,84
39203,219312,202601,340000,84
39203,220764,202412,281667,84
39203,220764,202411,281667,84
39203,220764,202410,281667,84
39203,220764,202409,281667,84
39203,220764,202408,280000,84
39203,220764,202407,273333,84
39203,220764,202406,258333,84
39203,220764,202405,253333,84
39203,220764,202404,253333,84
39203,220764,202403,251667,84
39203,220764,202402,251667,84
39203,220764,202401,251667,84
39203,220764,202512,336667,84
39203,220764,202511,336667,84
39203,220764,202510,335000,84
39203,220764,202509,320000,84
39203,220764,202508,316667,84
39203,220764,202507,316667,84
39203,220764,202506,308333,84
39203,220764,202505,298333,84
39203,220764,202504,298333,84
39203,220764,202503,293333,84
39203,220764,202502,286667,84
39203,220764,202501,283333,84
39203,220764,202312,251667,84
39203,220764,202311,251667,84
39203,220764,202310,251667,84
39203,220764,202309,251667,84
39203,220764,202308,248333,84
39203,220764,202307,238333,84
39203,220764,202607,338333,84
39203,220764,202606,333333,84
39203,220764,202605,330000,84
39203,220764,202604,330000,84
39203,220764,202603,331667,84
39203,220764,202602,340000,84
39203,220764,202601,340000,84
36392,1249105,202112,235000,84
36392,1249105,202111,235000,84
36392,1249105,202110,235000,84
36392,1249105,202109,230000,84
36392,1249105,202108,228333,84
36392,1249105,202107,228333,84
36392,1249105,202212,238333,84
36392,1249105,202211,238333,84
36392,1249105,202210,238333,84
36392,1249105,202209,238333,84
36392,1249105,202208,238333,84
36392,1249105,202207,238333,84
36392,1249105,202206,238333,84
36392,1249105,202205,238333,84
36392,1249105,202204,236667,84
36392,1249105,202203,235000,84
36392,1249105,202202,235000,84
36392,1249105,202201,235000,84
36392,1249105,202312,230333,84
36392,1249105,202311,230333,84
36392,1249105,202310,230333,84
36392,1249105,202309,230333,84
36392,1249105,202308,228667,84
36392,1249105,202307,228333,84
36392,1249105,202306,228333,84
36392,1249105,202305,228333,84
36392,1249105,202304,230000,84
36392,1249105,202303,230000,84
36392,1249105,202302,233333,84
36392,1249105,202301,236667,84
36392,1249105,202412,245000,84
36392,1249105,202411,243333,84
36392,1249105,202410,241667,84
36392,1249105,202409,241667,84
36392,1249105,202408,240000,84
36392,1249105,202407,236667,84
36392,1249105,202406,236667,84
36392,1249105,202405,233333,84
36392,1249105,202404,230333,84
36392,1249105,202403,230333,84
36392,1249105,202402,230333,84
36392,1249105,202401,230333,84
36392,1249105,202607,298333,84
36392,1249105,202606,298333,84
36392,1249105,202605,298333,84
36392,1249105,202604,298333,84
36392,1249105,202603,298333,84
36392,1249105,202602,298333,84
36392,1249105,202601,295000,84
36392,1249105,202512,295000,84
36392,1249105,202511,293333,84
36392,1249105,202510,281667,84
36392,1249105,202509,275000,84
36392,1249105,202508,271667,84
36392,1249105,202507,268333,84
36392,1249105,202506,265000,84
36392,1249105,202505,258333,84
36392,1249105,202504,255000,84
36392,1249105,202503,255000,84
36392,1249105,202502,250000,84
36392,1249105,202501,248333,84
36392,1165914,201112,95000,84
36392,1165914,201111,95000,84
36392,1165914,201110,95000,84
36392,1165914,201109,95000,84
36392,1165914,201108,95000,84
36392,1165914,201107,97500,84
36392,1165914,201106,97500,84
36392,1165914,201105,100000,84
36392,1165914,201104,100000,84
36392,1165914,201103,100000,84
36392,1165914,201102,98500,84
36392,1165914,201101,101000,84
36392,1165914,201012,101000,84
36392,1165914,201011,101000,84
36392,1165914,201010,101000,84
36392,1165914,201009,104000,84
36392,1165914,201008,104000,84
36392,1165914,201007,104000,84
36392,1165914,201006,104000,84
36392,1165914,201005,104000,84
36392,1165914,201004,105000,84
36392,1165914,201003,105000,84
36392,1165914,201002,105000,84
36392,1165914,201001,105000,84
36392,1165914,200812,104500,84
36392,1165914,200811,109500,84
36392,1165914,200810,110000,84
36392,1165914,200809,116500,84
36392,1165914,200808,116500,84
36392,1165914,200807,116500,84
36392,1165914,200806,119000,84
36392,1165914,200805,119000,84
36392,1165914,200804,116500,84
36392,1165914,200803,116500,84
36392,1165914,200802,116500,84
36392,1165914,200801,116500,84
36392,1165914,200912,105000,84
36392,1165914,200911,105000,84
36392,1165914,200910,105000,84
36392,1165914,200909,105000,84
36392,1165914,200908,104000,84
36392,1165914,200907,104000,84
36392,1165914,200906,102000,84
36392,1165914,200905,102000,84
36392,1165914,200904,102000,84
36392,1165914,200903,101000,84
36392,1165914,200902,104500,84
36392,1165914,200901,104500,84
36392,1165914,201412,92500,84
36392,1165914,201411,91500,84
36392,1165914,201410,91500,84
36392,1165914,201409,91500,84
36392,1165914,201408,91000,84
36392,1165914,201407,84500,84
36392,1165914,201406,84500,84
36392,1165914,201405,84500,84
36392,1165914,201404,84500,84
36392,1165914,201403,82500,84
36392,1165914,201402,82000,84
36392,1165914,201401,82000,84
36392,1165914,201512,101000,84
36392,1165914,201511,101000,84
36392,1165914,201510,101000,84
36392,1165914,201509,100000,84
36392,1165914,201508,97500,84
36392,1165914,201507,96500,84
36392,1165914,201506,94000,84
36392,1165914,201505,94000,84
36392,1165914,201504,94000,84
36392,1165914,201503,94000,84
36392,1165914,201502,94000,84
36392,1165914,201501,94000,84
36392,1165914,201212,94000,84
36392,1165914,201211,94000,84
36392,1165914,201210,94000,84
36392,1165914,201209,94000,84
36392,1165914,201208,94000,84
36392,1165914,201207,94000,84
36392,1165914,201206,94000,84
36392,1165914,201205,94000,84
36392,1165914,201204,95000,84
36392,1165914,201203,95000,84
36392,1165914,201202,95000,84
36392,1165914,201201,95000,84
36392,1165914,201312,82000,84
36392,1165914,201311,82000,84
36392,1165914,201310,82000,84
36392,1165914,201309,82000,84
36392,1165914,201308,82000,84
36392,1165914,201307,82000,84
36392,1165914,201306,81500,84
36392,1165914,201305,82500,84
36392,1165914,201304,84000,84
36392,1165914,201303,84000,84
36392,1165914,201302,84000,84
36392,1165914,201301,85000,84
36392,1165914,201712,140000,84
36392,1165914,201711,135000,84
36392,1165914,201710,135000,84
36392,1165914,201709,125000,84
36392,1165914,201708,125000,84
36392,1165914,201707,125000,84
36392,1165914,201706,125000,84
36392,1165914,201705,122500,84
36392,1165914,201704,117500,84
36392,1165914,201703,117500,84
36392,1165914,201702,115000,84
36392,1165914,201701,115000,84
36392,1165914,201912,196500,84
36392,1165914,201911,195000,84
36392,1165914,201910,192500,84
36392,1165914,201909,185000,84
36392,1165914,201908,180000,84
36392,1165914,201907,170000,84
36392,1165914,201906,167500,84
36392,1165914,201905,167500,84
36392,1165914,201904,167500,84
36392,1165914,201903,170000,84
36392,1165914,201902,170000,84
36392,1165914,201901,172500,84
36392,1165914,201612,115000,84
36392,1165914,201611,115000,84
36392,1165914,201610,115000,84
36392,1165914,201609,115000,84
36392,1165914,201608,113500,84
36392,1165914,201607,111500,84
36392,1165914,201606,105000,84
36392,1165914,201605,105000,84
36392,1165914,201604,105000,84
36392,1165914,201603,101000,84
36392,1165914,201602,101000,84
36392,1165914,201601,101000,84
36392,1165914,201812,180000,84
36392,1165914,201811,180000,84
36392,1165914,201810,177500,84
36392,1165914,201809,175000,84
36392,1165914,201808,172500,84
36392,1165914,201807,162500,84
36392,1165914,201806,162500,84
36392,1165914,201805,162500,84
36392,1165914,201804,162500,84
36392,1165914,201803,160000,84
36392,1165914,201802,145000,84
36392,1165914,201801,145000,84
36392,1165914,202012,215000,84
36392,1165914,202011,212500,84
36392,1165914,202010,212500,84
36392,1165914,202009,212500,84
36392,1165914,202008,210000,84
36392,1165914,202007,207500,84
36392,1165914,202006,196500,84
36392,1165914,202005,196500,84
36392,1165914,202004,196500,84
36392,1165914,202003,196500,84
36392,1165914,202002,196500,84
36392,1165914,202001,196500,84
36392,1165914,202212,250000,84
36392,1165914,202211,250000,84
36392,1165914,202210,250000,84
36392,1165914,202209,250000,84
36392,1165914,202208,250000,84
36392,1165914,202207,250000,84
36392,1165914,202206,250000,84
36392,1165914,202205,250000,84
36392,1165914,202204,250000,84
36392,1165914,202203,248333,84
36392,1165914,202202,248333,84
36392,1165914,202201,248333,84
36392,1165914,202112,248333,84
36392,1165914,202111,248333,84
36392,1165914,202110,246667,84
36392,1165914,202109,246667,84
36392,1165914,202108,245000,84
36392,1165914,202107,243333,84
36392,1165914,202106,241667,84
36392,1165914,202105,238333,84
36392,1165914,202104,223333,84
36392,1165914,202103,216667,84
36392,1165914,202102,215000,84
36392,1165914,202101,215000,84
36392,1165914,202312,237333,84
36392,1165914,202311,237333,84
36392,1165914,202310,237000,84
36392,1165914,202309,237000,84
36392,1165914,202308,232000,84
36392,1165914,202307,231667,84
36392,1165914,202306,231667,84
36392,1165914,202305,231667,84
36392,1165914,202304,245000,84
36392,1165914,202303,245000,84
36392,1165914,202302,246667,84
36392,1165914,202301,250000,84
36392,1165914,202412,251667,84
36392,1165914,202411,250000,84
36392,1165914,202410,250000,84
36392,1165914,202409,250000,84
36392,1165914,202408,245000,84
36392,1165914,202407,243667,84
36392,1165914,202406,243667,84
36392,1165914,202405,240333,84
36392,1165914,202404,237333,84
36392,1165914,202403,237333,84
36392,1165914,202402,237333,84
36392,1165914,202401,237333,84
36392,1165914,202607,341667,84
36392,1165914,202606,341667,84
36392,1165914,202605,341667,84
36392,1165914,202604,341667,84
36392,1165914,202603,343333,84
36392,1165914,202602,341667,84
36392,1165914,202601,340000,84
36392,1165914,202512,340000,84
36392,1165914,202511,328333,84
36392,1165914,202510,315000,84
36392,1165914,202509,305000,84
36392,1165914,202508,293333,84
36392,1165914,202507,286667,84
36392,1165914,202506,286667,84
36392,1165914,202505,271667,84
36392,1165914,202504,267667,84
36392,1165914,202503,267667,84
36392,1165914,202502,261667,84
36392,1165914,202501,256667,84
50176,1108641,202512,325000,84
50176,1108641,202511,325000,84
50176,1108641,202510,325000,84
50176,1108641,202509,325000,84
50176,1108641,202508,325000,84
50176,1108641,202507,325000,84
50176,1108641,202506,325000,84
50176,1108641,202505,325000,84
50176,1108641,202504,325000,84
50176,1108641,202607,350000,84
50176,1108641,202606,350000,84
50176,1108641,202605,345000,84
50176,1108641,202604,340000,84
50176,1108641,202603,340000,84
50176,1108641,202602,340000,84
50176,1108641,202601,330000,84
50176,1108630,202512,325000,84
50176,1108630,202511,325000,84
50176,1108630,202510,325000,84
50176,1108630,202509,325000,84
50176,1108630,202508,325000,84
50176,1108630,202507,325000,84
50176,1108630,202506,325000,84
50176,1108630,202505,325000,84
50176,1108630,202504,325000,84
50176,1108630,202607,350000,84
50176,1108630,202606,350000,84
50176,1108630,202605,345000,84
50176,1108630,202604,340000,84
50176,1108630,202603,340000,84
50176,1108630,202602,340000,84
50176,1108630,202601,330000,84
50176,1108631,202607,350000,84
50176,1108631,202606,350000,84
50176,1108631,202605,345000,84
50176,1108631,202604,340000,84
50176,1108631,202603,340000,84
50176,1108631,202602,340000,84
50176,1108631,202601,330000,84
50176,1108631,202512,325000,84
50176,1108631,202511,325000,84
50176,1108631,202510,325000,84
50176,1108631,202509,325000,84
50176,1108631,202508,325000,84
50176,1108631,202507,325000,84
50176,1108631,202506,325000,84
50176,1108631,202505,325000,84
50176,1108631,202504,325000,84
50176,1108632,202607,350000,84
50176,1108632,202606,350000,84
50176,1108632,202605,345000,84
50176,1108632,202604,340000,84
50176,1108632,202603,340000,84
50176,1108632,202602,340000,84
50176,1108632,202601,330000,84
50176,1108632,202512,325000,84
50176,1108632,202511,325000,84
50176,1108632,202510,325000,84
50176,1108632,202509,325000,84
50176,1108632,202508,325000,84
50176,1108632,202507,325000,84
50176,1108632,202506,325000,84
50176,1108632,202505,325000,84
50176,1108632,202504,325000,84
32909,223737,201912,247500,84
32909,223737,201911,241000,84
32909,223737,201910,237500,84
32909,223737,201909,232500,84
32909,223737,201908,230000,84
32909,223737,201907,230000,84
32909,223737,201906,210000,84
32909,223737,201905,212500,84
32909,223737,201904,212500,84
32909,223737,201903,212500,84
32909,223737,201902,207500,84
32909,223737,201901,207500,84
32909,223737,202012,267500,84
32909,223737,202011,267500,84
32909,223737,202010,267500,84
32909,223737,202009,267500,84
32909,223737,202008,267500,84
32909,223737,202007,255000,84
32909,223737,202006,247500,84
32909,223737,202005,247500,84
32909,223737,202004,247500,84
32909,223737,202003,247500,84
32909,223737,202002,247500,84
32909,223737,202001,247500,84
32909,223737,202212,290000,84
32909,223737,202211,290000,84
32909,223737,202210,292500,84
32909,223737,202209,292500,84
32909,223737,202208,292500,84
32909,223737,202207,292500,84
32909,223737,202206,292500,84
32909,223737,202205,292500,84
32909,223737,202204,292500,84
32909,223737,202203,292500,84
32909,223737,202202,292500,84
32909,223737,202201,292500,84
32909,223737,202112,292500,84
32909,223737,202111,292500,84
32909,223737,202110,292500,84
32909,223737,202109,282500,84
32909,223737,202108,277500,84
32909,223737,202107,277500,84
32909,223737,202106,275000,84
32909,223737,202105,275000,84
32909,223737,202104,275000,84
32909,223737,202103,267500,84
32909,223737,202102,267500,84
32909,223737,202101,267500,84
32909,223737,202412,310000,84
32909,223737,202411,310000,84
32909,223737,202410,290000,84
32909,223737,202409,290000,84
32909,223737,202408,280000,84
32909,223737,202407,275000,84
32909,223737,202406,272500,84
32909,223737,202405,270000,84
32909,223737,202404,265000,84
32909,223737,202403,265000,84
32909,223737,202402,265000,84
32909,223737,202401,265000,84
32909,223737,202312,265000,84
32909,223737,202311,265000,84
32909,223737,202310,265000,84
32909,223737,202309,265000,84
32909,223737,202308,265000,84
32909,223737,202307,265000,84
32909,223737,202306,262500,84
32909,223737,202305,262500,84
32909,223737,202304,262500,84
32909,223737,202303,262500,84
32909,223737,202302,262500,84
32909,223737,202301,280000,84
32909,223737,202512,345000,84
32909,223737,202511,340000,84
32909,223737,202510,340000,84
32909,223737,202509,340000,84
32909,223737,202508,340000,84
32909,223737,202507,335000,84
32909,223737,202506,317500,84
32909,223737,202505,310000,84
32909,223737,202504,310000,84
32909,223737,202503,310000,84
32909,223737,202502,310000,84
32909,223737,202501,310000,84
32909,223737,202607,337500,84
32909,223737,202606,337500,84
32909,223737,202605,330000,84
32909,223737,202604,345000,84
32909,223737,202603,345000,84
32909,223737,202602,345000,84
32909,223737,202601,345000,84
32909,144121,201912,247500,84
32909,144121,201911,241000,84
32909,144121,201910,237500,84
32909,144121,201909,232500,84
32909,144121,201908,230000,84
32909,144121,201907,230000,84
32909,144121,201906,210000,84
32909,144121,201905,212500,84
32909,144121,201904,212500,84
32909,144121,201903,212500,84
32909,144121,201902,207500,84
32909,144121,201901,207500,84
32909,144121,202012,267500,84
32909,144121,202011,267500,84
32909,144121,202010,267500,84
32909,144121,202009,267500,84
32909,144121,202008,267500,84
32909,144121,202007,255000,84
32909,144121,202006,247500,84
32909,144121,202005,247500,84
32909,144121,202004,247500,84
32909,144121,202003,247500,84
32909,144121,202002,247500,84
32909,144121,202001,247500,84
32909,144121,202112,292500,84
32909,144121,202111,292500,84
32909,144121,202110,292500,84
32909,144121,202109,282500,84
32909,144121,202108,277500,84
32909,144121,202107,277500,84
32909,144121,202106,275000,84
32909,144121,202105,275000,84
32909,144121,202104,275000,84
32909,144121,202103,267500,84
32909,144121,202102,267500,84
32909,144121,202101,267500,84
32909,144121,202312,265000,84
32909,144121,202311,265000,84
32909,144121,202310,265000,84
32909,144121,202309,265000,84
32909,144121,202308,265000,84
32909,144121,202307,265000,84
32909,144121,202306,262500,84
32909,144121,202305,262500,84
32909,144121,202304,262500,84
32909,144121,202303,262500,84
32909,144121,202302,262500,84
32909,144121,202301,280000,84
32909,144121,202212,290000,84
32909,144121,202211,290000,84
32909,144121,202210,292500,84
32909,144121,202209,292500,84
32909,144121,202208,292500,84
32909,144121,202207,292500,84
32909,144121,202206,292500,84
32909,144121,202205,292500,84
32909,144121,202204,292500,84
32909,144121,202203,292500,84
32909,144121,202202,292500,84
32909,144121,202201,292500,84
32909,144121,202412,310000,84
32909,144121,202411,310000,84
32909,144121,202410,290000,84
32909,144121,202409,290000,84
32909,144121,202408,280000,84
32909,144121,202407,275000,84
32909,144121,202406,272500,84
32909,144121,202405,270000,84
32909,144121,202404,265000,84
32909,144121,202403,265000,84
32909,144121,202402,265000,84
32909,144121,202401,265000,84
32909,144121,202512,345000,84
32909,144121,202511,340000,84
32909,144121,202510,340000,84
32909,144121,202509,340000,84
32909,144121,202508,340000,84
32909,144121,202507,335000,84
32909,144121,202506,317500,84
32909,144121,202505,310000,84
32909,144121,202504,310000,84
32909,144121,202503,310000,84
32909,144121,202502,310000,84
32909,144121,202501,310000,84
32909,144121,202607,337500,84
32909,144121,202606,337500,84
32909,144121,202605,330000,84
32909,144121,202604,345000,84
32909,144121,202603,345000,84
32909,144121,202602,345000,84
32909,144121,202601,345000,84
32909,224484,201912,247500,84
32909,224484,201911,241000,84
32909,224484,201910,237500,84
32909,224484,201909,232500,84
32909,224484,201908,230000,84
32909,224484,201907,230000,84
32909,224484,201906,210000,84
32909,224484,201905,212500,84
32909,224484,201904,212500,84
32909,224484,201903,212500,84
32909,224484,201902,207500,84
32909,224484,201901,207500,84
32909,224484,202012,267500,84
32909,224484,202011,267500,84
32909,224484,202010,267500,84
32909,224484,202009,267500,84
32909,224484,202008,267500,84
32909,224484,202007,255000,84
32909,224484,202006,247500,84
32909,224484,202005,247500,84
32909,224484,202004,247500,84
32909,224484,202003,247500,84
32909,224484,202002,247500,84
32909,224484,202001,247500,84
32909,224484,202112,292500,84
32909,224484,202111,292500,84
32909,224484,202110,292500,84
32909,224484,202109,282500,84
32909,224484,202108,277500,84
32909,224484,202107,277500,84
32909,224484,202106,275000,84
32909,224484,202105,275000,84
32909,224484,202104,275000,84
32909,224484,202103,267500,84
32909,224484,202102,267500,84
32909,224484,202101,267500,84
32909,224484,202212,290000,84
32909,224484,202211,290000,84
32909,224484,202210,292500,84
32909,224484,202209,292500,84
32909,224484,202208,292500,84
32909,224484,202207,292500,84
32909,224484,202206,292500,84
32909,224484,202205,292500,84
32909,224484,202204,292500,84
32909,224484,202203,292500,84
32909,224484,202202,292500,84
32909,224484,202201,292500,84
32909,224484,202312,265000,84
32909,224484,202311,265000,84
32909,224484,202310,265000,84
32909,224484,202309,265000,84
32909,224484,202308,265000,84
32909,224484,202307,265000,84
32909,224484,202306,262500,84
32909,224484,202305,262500,84
32909,224484,202304,262500,84
32909,224484,202303,262500,84
32909,224484,202302,262500,84
32909,224484,202301,280000,84
32909,224484,202412,310000,84
32909,224484,202411,310000,84
32909,224484,202410,290000,84
32909,224484,202409,290000,84
32909,224484,202408,280000,84
32909,224484,202407,275000,84
32909,224484,202406,272500,84
32909,224484,202405,270000,84
32909,224484,202404,265000,84
32909,224484,202403,265000,84
32909,224484,202402,265000,84
32909,224484,202401,265000,84
32909,224484,202607,337500,84
32909,224484,202606,337500,84
32909,224484,202605,330000,84
32909,224484,202604,345000,84
32909,224484,202603,345000,84
32909,224484,202602,345000,84
32909,224484,202601,345000,84
32909,224484,202512,345000,84
32909,224484,202511,340000,84
32909,224484,202510,340000,84
32909,224484,202509,340000,84
32909,224484,202508,340000,84
32909,224484,202507,335000,84
32909,224484,202506,317500,84
32909,224484,202505,310000,84
32909,224484,202504,310000,84
32909,224484,202503,310000,84
32909,224484,202502,310000,84
32909,224484,202501,310000,84
32909,225112,201912,247500,84
32909,225112,201911,241000,84
32909,225112,201910,237500,84
32909,225112,201909,232500,84
32909,225112,201908,230000,84
32909,225112,201907,230000,84
32909,225112,201906,210000,84
32909,225112,201905,212500,84
32909,225112,201904,212500,84
32909,225112,201903,212500,84
32909,225112,201902,207500,84
32909,225112,201901,207500,84
32909,225112,202112,292500,84
32909,225112,202111,292500,84
32909,225112,202110,292500,84
32909,225112,202109,282500,84
32909,225112,202108,277500,84
32909,225112,202107,277500,84
32909,225112,202106,275000,84
32909,225112,202105,275000,84
32909,225112,202104,275000,84
32909,225112,202103,267500,84
32909,225112,202102,267500,84
32909,225112,202101,267500,84
32909,225112,202012,267500,84
32909,225112,202011,267500,84
32909,225112,202010,267500,84
32909,225112,202009,267500,84
32909,225112,202008,267500,84
32909,225112,202007,255000,84
32909,225112,202006,247500,84
32909,225112,202005,247500,84
32909,225112,202004,247500,84
32909,225112,202003,247500,84
32909,225112,202002,247500,84
32909,225112,202001,247500,84
32909,225112,202212,290000,84
32909,225112,202211,290000,84
32909,225112,202210,292500,84
32909,225112,202209,292500,84
32909,225112,202208,292500,84
32909,225112,202207,292500,84
32909,225112,202206,292500,84
32909,225112,202205,292500,84
32909,225112,202204,292500,84
32909,225112,202203,292500,84
32909,225112,202202,292500,84
32909,225112,202201,292500,84
32909,225112,202312,265000,84
32909,225112,202311,265000,84
32909,225112,202310,265000,84
32909,225112,202309,265000,84
32909,225112,202308,265000,84
32909,225112,202307,265000,84
32909,225112,202306,262500,84
32909,225112,202305,262500,84
32909,225112,202304,262500,84
32909,225112,202303,262500,84
32909,225112,202302,262500,84
32909,225112,202301,280000,84
32909,225112,202512,345000,84
32909,225112,202511,340000,84
32909,225112,202510,340000,84
32909,225112,202509,340000,84
32909,225112,202508,340000,84
32909,225112,202507,335000,84
32909,225112,202506,317500,84
32909,225112,202505,310000,84
32909,225112,202504,310000,84
32909,225112,202503,310000,84
32909,225112,202502,310000,84
32909,225112,202501,310000,84
32909,225112,202607,337500,84
32909,225112,202606,337500,84
32909,225112,202605,330000,84
32909,225112,202604,345000,84
32909,225112,202603,345000,84
32909,225112,202602,345000,84
32909,225112,202601,345000,84
32909,225112,202412,310000,84
32909,225112,202411,310000,84
32909,225112,202410,290000,84
32909,225112,202409,290000,84
32909,225112,202408,280000,84
32909,225112,202407,275000,84
32909,225112,202406,272500,84
32909,225112,202405,270000,84
32909,225112,202404,265000,84
32909,225112,202403,265000,84
32909,225112,202402,265000,84
32909,225112,202401,265000,84
32909,164817,201912,247500,84
32909,164817,201911,241000,84
32909,164817,201910,237500,84
32909,164817,201909,232500,84
32909,164817,201908,230000,84
32909,164817,201907,230000,84
32909,164817,201906,210000,84
32909,164817,201905,212500,84
32909,164817,201904,212500,84
32909,164817,201903,212500,84
32909,164817,201902,207500,84
32909,164817,201901,207500,84
32909,164817,202012,267500,84
32909,164817,202011,267500,84
32909,164817,202010,267500,84
32909,164817,202009,267500,84
32909,164817,202008,267500,84
32909,164817,202007,255000,84
32909,164817,202006,247500,84
32909,164817,202005,247500,84
32909,164817,202004,247500,84
32909,164817,202003,247500,84
32909,164817,202002,247500,84
32909,164817,202001,247500,84
32909,164817,202112,292500,84
32909,164817,202111,292500,84
32909,164817,202110,292500,84
32909,164817,202109,282500,84
32909,164817,202108,277500,84
32909,164817,202107,277500,84
32909,164817,202106,275000,84
32909,164817,202105,275000,84
32909,164817,202104,275000,84
32909,164817,202103,267500,84
32909,164817,202102,267500,84
32909,164817,202101,267500,84
32909,164817,202212,290000,84
32909,164817,202211,290000,84
32909,164817,202210,292500,84
32909,164817,202209,292500,84
32909,164817,202208,292500,84
32909,164817,202207,292500,84
32909,164817,202206,292500,84
32909,164817,202205,292500,84
32909,164817,202204,292500,84
32909,164817,202203,292500,84
32909,164817,202202,292500,84
32909,164817,202201,292500,84
32909,164817,202412,310000,84
32909,164817,202411,310000,84
32909,164817,202410,290000,84
32909,164817,202409,290000,84
32909,164817,202408,280000,84
32909,164817,202407,275000,84
32909,164817,202406,272500,84
32909,164817,202405,270000,84
32909,164817,202404,265000,84
32909,164817,202403,265000,84
32909,164817,202402,265000,84
32909,164817,202401,265000,84
32909,164817,202312,265000,84
32909,164817,202311,265000,84
32909,164817,202310,265000,84
32909,164817,202309,265000,84
32909,164817,202308,265000,84
32909,164817,202307,265000,84
32909,164817,202306,262500,84
32909,164817,202305,262500,84
32909,164817,202304,262500,84
32909,164817,202303,262500,84
32909,164817,202302,262500,84
32909,164817,202301,280000,84
32909,164817,202512,345000,84
32909,164817,202511,340000,84
32909,164817,202510,340000,84
32909,164817,202509,340000,84
32909,164817,202508,340000,84
32909,164817,202507,335000,84
32909,164817,202506,317500,84
32909,164817,202505,310000,84
32909,164817,202504,310000,84
32909,164817,202503,310000,84
32909,164817,202502,310000,84
32909,164817,202501,310000,84
32909,164817,202607,337500,84
32909,164817,202606,337500,84
32909,164817,202605,330000,84
32909,164817,202604,345000,84
32909,164817,202603,345000,84
32909,164817,202602,345000,84
32909,164817,202601,345000,84
32909,179797,201912,245000,84
32909,179797,201911,238500,84
32909,179797,201910,235000,84
32909,179797,201909,227500,84
32909,179797,201908,225000,84
32909,179797,201907,225000,84
32909,179797,201906,207500,84
32909,179797,201905,210000,84
32909,179797,201904,210000,84
32909,179797,201903,210000,84
32909,179797,201902,205000,84
32909,179797,201901,205000,84
32909,179797,202012,267500,84
32909,179797,202011,267500,84
32909,179797,202010,267500,84
32909,179797,202009,267500,84
32909,179797,202008,267500,84
32909,179797,202007,255000,84
32909,179797,202006,247500,84
32909,179797,202005,247500,84
32909,179797,202004,247500,84
