자치구,동,법정동코드,단지기본일련번호,아파트,매물종별구분,매물종별구분명,면적일련번호,공급면적_㎡,전용면적_㎡,주택형,KB일반가_만원,시세기준월,세대수
강남구,세곡동,1168011100,24586,강남신동아파밀리에2단지,1,아파트,70538,115.82,84.98,E,150000.0,202607,410.0
강남구,세곡동,1168011100,24586,강남신동아파밀리에2단지,1,아파트,23533,116.72,84.97,D,150000.0,202607,410.0
강남구,세곡동,1168011100,24587,세곡리엔파크3단지,1,아파트,23534,118.44,84.96,A,150000.0,202607,363.0
강남구,세곡동,1168011100,25358,강남엘에이치1단지(e편한세상),1,아파트,177334,115.95,84.82,A,182500.0,202607,809.0
강남구,세곡동,1168011100,25358,강남엘에이치1단지(e편한세상),1,아파트,188782,115.96,84.83,B,182500.0,202607,809.0
강남구,세곡동,1168011100,25358,강남엘에이치1단지(e편한세상),1,아파트,197120,115.97,84.84,C,182500.0,202607,809.0
강남구,세곡동,1168011100,25358,강남엘에이치1단지(e편한세상),1,아파트,203378,115.97,84.84,CN,182500.0,202607,809.0
강남구,수서동,1168011500,119,동익,1,아파트,49472,101.82,84.46,,240000.0,202607,330.0
강남구,세곡동,1168011100,24932,세곡푸르지오,1,아파트,177181,113.69,84.83,B,195000.0,202607,912.0
강남구,세곡동,1168011100,24932,세곡푸르지오,1,아파트,188667,113.69,84.83,BN,195000.0,202607,912.0
강남구,세곡동,1168011100,24932,세곡푸르지오,1,아파트,197026,113.7,84.84,C,195000.0,202607,912.0
강남구,세곡동,1168011100,24932,세곡푸르지오,1,아파트,203307,113.7,84.84,CN,195000.0,202607,912.0
강남구,세곡동,1168011100,24932,세곡푸르지오,1,아파트,211741,113.85,84.95,D,195000.0,202607,912.0
강남구,세곡동,1168011100,24932,세곡푸르지오,1,아파트,208078,113.83,84.94,E,195000.0,202607,912.0
강남구,수서동,1168011500,120,삼성,1,아파트,49473,104.74,84.97,,255000.0,202607,680.0
강남구,수서동,1168011500,115,삼익,1,아파트,93427,115.17,84.48,,266000.0,202607,645.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,203939,114.58,84.81,A,235000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,208560,114.91,84.86,C,235000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,212117,116.07,84.92,B,235000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,214898,116.07,84.92,BN,235000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,217135,116.87,84.6,DU2,225000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,220501,117.77,84.96,DU1,225000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,218980,117.68,84.94,T1,240000.0,202607,787.0
강남구,수서동,1168011500,28948,강남데시앙포레,1,아파트,221740,118.26,84.47,DU3,225000.0,202607,787.0
강남구,신사동,1168010700,21248,대성아트빌,1,아파트,196350,100.6,84.65,,105600.0,202607,19.0
강남구,신사동,1168010700,112,래미안신사,1,아파트,110,113.06,84.89,,,202607,
강남구,신사동,1168010700,104,대원칸타빌,1,아파트,127815,107.92,84.84,A,,202607,130.0
강남구,신사동,1168010700,104,대원칸타빌,1,아파트,153120,107.94,84.85,B,176500.0,202607,130.0
강남구,신사동,1168010700,110,로데오현대,1,아파트,49464,114.07,84.96,,168500.0,202607,139.0
강남구,신사동,1168010700,20380,신사아이빌,1,아파트,67123,94.27,84.93,,,202607,
강남구,신사동,1168010700,25624,루덴하우스,1,아파트,71430,101.87,84.05,A,121500.0,202607,19.0
강남구,신사동,1168010700,25624,루덴하우스,1,아파트,110363,102.27,84.39,B,123100.0,202607,19.0
강남구,신사동,1168010700,25624,루덴하우스,1,아파트,140035,102.28,84.4,C,123700.0,202607,19.0
강남구,신사동,1168010700,25624,루덴하우스,1,아파트,161742,102.33,84.44,D,127200.0,202607,19.0
강남구,신사동,1168010700,25624,루덴하우스,1,아파트,177429,102.44,84.53,E,128800.0,202607,19.0
강남구,신사동,1168010700,25624,루덴하우스,1,아파트,188856,102.99,84.98,F,115000.0,202607,19.0
강남구,신사동,1168010700,24970,압구정아인빌,1,아파트,23911,104.58,84.36,,130900.0,202607,14.0
강남구,신사동,1168010700,14305,장자울,1,아파트,14077,106.23,84.31,,128200.0,202607,18.0
강남구,신사동,1168010700,18757,유로미,1,아파트,195900,98.0,84.83,,115100.0,202607,38.0
강남구,신사동,1168010700,113,신성,1,아파트,49466,106.65,84.9,,216000.0,202607,55.0
강남구,신사동,1168010700,19702,청림쉐르빌,1,아파트,196064,99.26,84.93,A,102800.0,202607,11.0
강남구,신사동,1168010700,19702,청림쉐르빌,1,아파트,202558,99.28,84.95,B,105000.0,202607,11.0
강남구,신사동,1168010700,28982,한양,1,아파트,112770,92.58,83.24,,94400.0,202607,12.0
강남구,신사동,1168010700,28404,화이트빌,1,아파트,162940,97.32,84.87,,118900.0,202607,12.0
강남구,압구정동,1168011000,22306,현대(13차),1,아파트,21542,119.5,84.5,A,600000.0,202607,234.0
강남구,압구정동,1168011000,96,한양(1차),1,아파트,184212,115.49,83.04,,550000.0,202607,936.0
강남구,압구정동,1168011000,385556,현대(14차),1,아파트,1223348,96.49,84.94,,580000.0,202607,388.0
강남구,압구정동,1168011000,385556,현대(14차),1,아파트,1223347,99.48,84.98,,580000.0,202607,388.0
강남구,압구정동,1168011000,385556,현대(14차),1,아파트,1401363,99.14,84.56,,580000.0,202607,388.0
강남구,압구정동,1168011000,92,현대(신현대),1,아파트,5517299,116.54,83.3,,,202607,1924.0
강남구,압구정동,1168011000,92,현대(신현대),1,아파트,210169,118.1,84.88,A,640000.0,202607,1924.0
강남구,역삼동,1168010100,46957,강남센트럴아이파크,1,아파트,45688,110.9,84.99,A,,202607,
강남구,역삼동,1168010100,46957,강남센트럴아이파크,1,아파트,90140,110.94,84.91,B,,202607,
강남구,역삼동,1168010100,25248,개나리SK뷰,1,아파트,24186,112.96,84.99,A,340000.0,202607,240.0
강남구,역삼동,1168010100,25248,개나리SK뷰,1,아파트,71101,113.05,84.98,B,340000.0,202607,240.0
강남구,역삼동,1168010100,14176,개나리래미안,1,아파트,133735,109.27,84.93,A,325000.0,202607,438.0
강남구,역삼동,1168010100,14176,개나리래미안,1,아파트,156791,109.23,84.94,B,325000.0,202607,438.0
강남구,역삼동,1168010100,14175,개나리푸르지오,1,아파트,102449,109.39,84.68,A,327500.0,202607,332.0
강남구,역삼동,1168010100,14175,개나리푸르지오,1,아파트,133734,110.65,84.98,B,327500.0,202607,332.0
강남구,역삼동,1168010100,35,갤러리하우스,1,아파트,171096,93.82,84.95,A,96500.0,202607,17.0
강남구,역삼동,1168010100,35,갤러리하우스,1,아파트,93367,93.86,84.99,B,,202607,17.0
강남구,역삼동,1168010100,28,경남,1,아파트,93362,112.71,84.68,C,175000.0,202607,164.0
강남구,역삼동,1168010100,28,경남,1,아파트,49391,117.5,84.93,B,175000.0,202607,164.0
강남구,역삼동,1168010100,36,경일역삼.,1,아파트,127769,94.35,84.57,A,103900.0,202607,17.0
강남구,역삼동,1168010100,36,경일역삼.,1,아파트,35,94.8,84.96,B,111100.0,202607,17.0
강남구,역삼동,1168010100,12338,금호어울림,1,아파트,12140,103.7,84.95,,222500.0,202607,183.0
강남구,역삼동,1168010100,20958,노블스위트,1,아파트,207634,101.95,84.85,,,202607,
강남구,역삼동,1168010100,38657,동원스위트뷰역삼,1,아파트,146969,93.16,84.83,,126600.0,202607,28.0
강남구,역삼동,1168010100,18,동부센트레빌,1,아파트,49381,110.66,84.97,,242500.0,202607,206.0
강남구,역삼동,1168010100,22099,뜨라네(828-21).,1,아파트,188056,99.77,84.63,A,,202607,
강남구,역삼동,1168010100,22099,뜨라네(828-21).,1,아파트,196545,100.19,84.98,B,,202607,
강남구,역삼동,1168010100,19896,뜨라네(828-76).,1,아파트,202575,97.25,84.42,,,202607,
강남구,역삼동,1168010100,22,대림역삼,1,아파트,49385,111.09,84.96,,235000.0,202607,129.0
강남구,역삼동,1168010100,21222,래미안그레이튼(진달래2차),1,아파트,202783,109.57,84.81,A,307500.0,202607,464.0
강남구,역삼동,1168010100,21222,래미안그레이튼(진달래2차),1,아파트,137717,109.21,84.87,B,320000.0,202607,464.0
강남구,역삼동,1168010100,21221,래미안그레이튼,1,아파트,107442,113.47,84.97,,297500.0,202607,476.0
강남구,역삼동,1168010100,15501,로얄빌리지,1,아파트,186102,121.96,83.12,,,202607,19.0
강남구,역삼동,1168010100,15501,로얄빌리지,1,아파트,194989,124.64,84.94,,126600.0,202607,19.0
강남구,역삼동,1168010100,19154,명인갤러리1차.,1,아파트,66105,95.31,84.78,,114900.0,202607,14.0
강남구,역삼동,1168010100,47837,비에네스타,1,아파트,213216,106.53,83.69,A,,202607,
강남구,역삼동,1168010100,47837,비에네스타,1,아파트,215761,108.72,84.92,B,,202607,
강남구,역삼동,1168010100,20433,세연예지향,1,아파트,67169,124.49,84.6,A,125400.0,202607,19.0
강남구,역삼동,1168010100,20433,세연예지향,1,아파트,106902,124.74,84.78,B,129200.0,202607,19.0
강남구,역삼동,1168010100,20433,세연예지향,1,아파트,137302,124.98,84.93,C,124900.0,202607,19.0
강남구,역삼동,1168010100,36285,"세방하이빌1,2",1,아파트,117967,99.46,84.84,,140000.0,202607,67.0
강남구,역삼동,1168010100,15141,역삼2차아이파크,1,아파트,103117,106.26,84.58,A,290000.0,202607,150.0
강남구,역삼동,1168010100,15141,역삼2차아이파크,1,아파트,134231,106.95,84.89,B,290000.0,202607,150.0
강남구,역삼동,1168010100,13850,역삼e-편한세상,1,아파트,133550,106.62,84.99,B,325000.0,202607,840.0
강남구,역삼동,1168010100,13850,역삼e-편한세상,1,아파트,102214,108.2,84.67,A,325000.0,202607,840.0
강남구,역삼동,1168010100,13715,역삼동월드메르디앙,1,아파트,61460,104.5,83.27,B,152500.0,202607,93.0
강남구,역삼동,1168010100,13715,역삼동월드메르디앙,1,아파트,102130,105.48,84.53,C,152500.0,202607,93.0
강남구,역삼동,1168010100,21583,역삼엔스위트,1,아파트,20864,94.32,84.68,,122900.0,202607,24.0
강남구,역삼동,1168010100,22550,역삼이안애,1,아파트,21745,97.8,84.28,,117500.0,202607,30.0
강남구,역삼동,1168010100,29462,역삼자이,1,아파트,142173,113.08,84.99,A,300000.0,202607,408.0
강남구,역삼동,1168010100,29462,역삼자이,1,아파트,163402,113.21,84.99,B,300000.0,202607,408.0
강남구,역삼동,1168010100,29462,역삼자이,1,아파트,178736,115.06,84.99,C,300000.0,202607,408.0
강남구,역삼동,1168010100,29462,역삼자이,1,아파트,189840,115.56,84.48,D,300000.0,202607,408.0
강남구,역삼동,1168010100,22356,예지인,1,아파트,160492,97.22,84.23,A,102600.0,202607,14.0
강남구,역삼동,1168010100,22356,예지인,1,아파트,176467,97.27,84.28,B,102600.0,202607,14.0
강남구,역삼동,1168010100,22356,예지인,1,아파트,21576,97.33,84.33,C,102900.0,202607,14.0
강남구,역삼동,1168010100,13857,역삼푸르지오,1,아파트,102218,104.4,84.9,,315000.0,202607,738.0
강남구,역삼동,1168010100,14407,조이너스,1,아파트,14177,105.38,84.28,A,122900.0,202607,28.0
강남구,역삼동,1168010100,14407,조이너스,1,아파트,133847,106.43,84.95,B,,202607,28.0
강남구,역삼동,1168010100,14407,조이너스,1,아파트,156865,106.51,84.97,C,122100.0,202607,28.0
강남구,역삼동,1168010100,20981,탑팰리스,1,아파트,67624,93.62,84.97,C,121600.0,202607,19.0
강남구,역삼동,1168010100,25648,테헤란아이파크,1,아파트,140056,108.73,84.64,,325000.0,202607,411.0
강남구,역삼동,1168010100,15502,프리우스역삼,1,아파트,103380,96.51,84.18,,137000.0,202607,27.0
강남구,일원동,1168011400,132,가람,1,아파트,49483,100.94,84.95,,320000.0,202607,496.0
강남구,일원동,1168011400,123,개포한신,1,아파트,127823,91.41,84.5,,300000.0,202607,364.0
강남구,일원동,1168011400,123,개포한신,1,아파트,93433,114.51,84.5,B,300000.0,202607,364.0
강남구,율현동,1168011300,29886,강남한신휴플러스6단지,1,아파트,163600,119.95,84.83,A1,162500.0,202607,378.0
강남구,율현동,1168011300,29886,강남한신휴플러스6단지,1,아파트,142436,119.85,84.83,A2,162500.0,202607,378.0
강남구,율현동,1168011300,29886,강남한신휴플러스6단지,1,아파트,113428,119.62,84.83,A3,162500.0,202607,378.0
강남구,율현동,1168011300,29886,강남한신휴플러스6단지,1,아파트,178895,120.72,84.96,B,162500.0,202607,378.0
강남구,일원동,1168011400,45353,디에이치포레센트,1,아파트,88730,110.36,84.94,A,320000.0,202607,184.0
강남구,일원동,1168011400,45353,디에이치포레센트,1,아파트,124132,110.36,84.94,B,320000.0,202607,184.0
강남구,일원동,1168011400,33251,래미안개포루체하임,1,아파트,190656,112.95,84.99,B,315000.0,202607,850.0
강남구,일원동,1168011400,33251,래미안개포루체하임,1,아파트,198545,114.73,84.97,A,315000.0,202607,850.0
강남구,일원동,1168011400,33251,래미안개포루체하임,1,아파트,204475,116.68,84.99,C,315000.0,202607,850.0
강남구,일원동,1168011400,134,상록수,1,아파트,49485,101.4,84.95,,310000.0,202607,740.0
강남구,일원동,1168011400,129,삼성사원.,1,아파트,49480,103.57,84.67,,210000.0,202607,80.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,209521,107.49,84.92,D,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,212858,107.65,84.66,E,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,205200,107.33,84.64,I,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,215486,108.01,84.94,A,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,220815,108.3,84.73,B,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,219377,108.2,84.71,C,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,223006,108.96,84.81,F,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,222000,108.55,84.72,G,380000.0,202607,1996.0
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트,217609,108.18,84.75,H,380000.0,202607,1996.0
강남구,일원동,1168011400,121,우성7차(개포),1,아파트,127822,92.16,84.06,,327500.0,202607,802.0
강남구,일원동,1168011400,121,우성7차(개포),1,아파트,49474,100.17,83.69,A,327500.0,202607,802.0
강남구,일원동,1168011400,121,우성7차(개포),1,아파트,93431,105.58,83.69,B,327500.0,202607,802.0
강남구,일원동,1168011400,135,한솔마을,1,아파트,49486,110.26,84.73,,285000.0,202607,570.0
강남구,일원동,1168011400,130,푸른마을,1,아파트,49481,103.49,84.93,,245000.0,202607,930.0
강남구,자곡동,1168011200,27268,LH강남브리즈힐,1,아파트,140979,116.58,84.29,A,132500.0,202607,402.0
강남구,자곡동,1168011200,27268,LH강남브리즈힐,1,아파트,162497,117.53,84.98,B,132500.0,202607,402.0
강남구,자곡동,1168011200,27268,LH강남브리즈힐,1,아파트,178030,117.53,84.98,BN,132500.0,202607,402.0
강남구,일원동,1168011400,124,현대4차.,1,아파트,93434,106.62,84.96,A,260000.0,202607,142.0
강남구,일원동,1168011400,124,현대4차.,1,아파트,49477,106.65,84.98,B,260000.0,202607,142.0
강남구,자곡동,1168011200,429058,강남자곡힐스테이트,1,아파트,1264114,119.56,84.05,B,,202607,1339.0
강남구,자곡동,1168011200,429058,강남자곡힐스테이트,1,아파트,1264115,119.56,84.05,C,,202607,1339.0
강남구,자곡동,1168011200,429058,강남자곡힐스테이트,1,아파트,1264112,120.05,84.39,A,165000.0,202607,1339.0
강남구,자곡동,1168011200,429058,강남자곡힐스테이트,1,아파트,1264113,120.05,84.39,A-1,,202607,1339.0
강남구,자곡동,1168011200,31944,강남자곡아이파크,1,아파트,179535,115.47,84.92,A,227500.0,202607,716.0
강남구,자곡동,1168011200,31944,강남자곡아이파크,1,아파트,1068070,115.47,84.92,A-1,227500.0,202607,716.0
강남구,자곡동,1168011200,31944,강남자곡아이파크,1,아파트,1133017,115.35,84.83,B,227500.0,202607,716.0
강남구,자곡동,1168011200,31944,강남자곡아이파크,1,아파트,1107550,115.52,84.96,C,227500.0,202607,716.0
강남구,자곡동,1168011200,28602,강남한양수자인,1,아파트,112487,113.76,84.83,A1,215000.0,202607,1304.0
강남구,자곡동,1168011200,28602,강남한양수자인,1,아파트,223650,113.92,84.89,C,215000.0,202607,1304.0
강남구,자곡동,1168011200,28602,강남한양수자인,1,아파트,221728,114.76,84.99,B,215000.0,202607,1304.0
강남구,자곡동,1168011200,28602,강남한양수자인,1,아파트,222774,114.88,84.99,B1,215000.0,202607,1304.0
강남구,자곡동,1168011200,28601,래미안포레,1,아파트,112486,118.53,84.89,C,207500.0,202607,1070.0
강남구,자곡동,1168011200,28601,래미안포레,1,아파트,74066,119.49,84.99,B,207500.0,202607,1070.0
강남구,청담동,1168010400,65,건영,1,아파트,49423,104.51,84.6,A,370000.0,202607,240.0
강남구,청담동,1168010400,65,건영,1,아파트,63,105.06,84.59,B,370000.0,202607,240.0
강남구,청담동,1168010400,91,삼성청담(래미안),1,아파트,49447,107.6,84.98,A,250000.0,202607,217.0
강남구,청담동,1168010400,91,삼성청담(래미안),1,아파트,171114,107.45,84.86,B,250000.0,202607,217.0
강남구,청담동,1168010400,84,삼성청담공원,1,아파트,49441,106.46,84.96,,230000.0,202607,391.0
강남구,청담동,1168010400,83,삼환,1,아파트,213350,109.84,84.76,A,208000.0,202607,184.0
강남구,청담동,1168010400,83,삼환,1,아파트,215867,110.0,84.88,B,208000.0,202607,184.0
강남구,청담동,1168010400,83,삼환,1,아파트,217925,110.03,84.91,C,208000.0,202607,184.0
강남구,청담동,1168010400,83,삼환,1,아파트,219631,110.11,84.97,D,208000.0,202607,184.0
강남구,청담동,1168010400,83,삼환,1,아파트,193641,110.13,84.98,E,208000.0,202607,184.0
강남구,청담동,1168010400,85,씨티2차.,1,아파트,153109,97.87,84.33,,236400.0,202607,37.0
강남구,청담동,1168010400,85,씨티2차.,1,아파트,171110,108.53,84.37,,234700.0,202607,37.0
강남구,청담동,1168010400,74,신동아,1,아파트,72,103.81,84.94,,300000.0,202607,106.0
강남구,청담동,1168010400,23181,우성,1,아파트,176685,102.47,83.68,C,,202607,
강남구,청담동,1168010400,23181,우성,1,아파트,188293,103.7,84.7,,,202607,
강남구,청담동,1168010400,21435,청담2차 e-편한세상(205동),1,아파트,68024,103.17,84.77,A,238900.0,202607,41.0
강남구,청담동,1168010400,21435,청담2차 e-편한세상(205동),1,아파트,107597,103.59,84.79,B,236400.0,202607,41.0
강남구,청담동,1168010400,21434,청담3차 e-편한세상,1,아파트,68023,105.17,84.09,A,244900.0,202607,49.0
강남구,청담동,1168010400,21434,청담3차 e-편한세상,1,아파트,107596,106.34,84.97,B,247600.0,202607,49.0
강남구,청담동,1168010400,60,진흥,1,아파트,58,107.19,83.58,,340000.0,202607,375.0
강남구,청담동,1168010400,21791,청담4차e-편한세상,1,아파트,21063,106.23,84.57,A,247500.0,202607,94.0
강남구,청담동,1168010400,21791,청담4차e-편한세상,1,아파트,68337,107.21,84.51,B,247500.0,202607,94.0
강남구,청담동,1168010400,14186,청담2차e-편한세상,1,아파트,13960,103.39,84.97,A,217500.0,202607,142.0
강남구,청담동,1168010400,14186,청담2차e-편한세상,1,아파트,61883,103.57,84.41,B,217500.0,202607,142.0
강남구,청담동,1168010400,12508,청담대우유로카운티,1,아파트,12309,99.92,84.57,,,202607,
강남구,청담동,1168010400,39571,청담디에브스,1,아파트,220772,138.21,83.19,,,202607,
강남구,청담동,1168010400,72,청담동삼성1차,1,아파트,93396,108.15,84.57,,225000.0,202607,158.0
강남구,청담동,1168010400,72,청담동삼성1차,1,아파트,49430,112.37,84.3,,225000.0,202607,158.0
강남구,청담동,1168010400,2092593,청담르엘,1,아파트,5296647,112.72,84.5,C,,202607,
강남구,청담동,1168010400,2092593,청담르엘,1,아파트,5296645,113.68,84.74,A,,202607,
강남구,청담동,1168010400,2092593,청담르엘,1,아파트,5296646,115.25,84.91,B,,202607,
강남구,청담동,1168010400,21847,청담범신칼릭스빌,1,아파트,21118,104.55,84.78,,183900.0,202607,18.0
강남구,청담동,1168010400,31711,청담린든그로브,1,아파트,76835,114.69,84.99,A,310000.0,202607,114.0
강남구,청담동,1168010400,31711,청담린든그로브,1,아파트,30580,114.36,84.98,C,310000.0,202607,114.0
강남구,청담동,1168010400,31711,청담린든그로브,1,아파트,164358,115.42,84.94,B,310000.0,202607,114.0
강남구,청담동,1168010400,31711,청담린든그로브,1,아파트,114763,115.18,84.99,D,310000.0,202607,114.0
강남구,청담동,1168010400,31711,청담린든그로브,1,아파트,143474,115.18,84.99,E,310000.0,202607,114.0
강남구,청담동,1168010400,20418,청담영풍마드레빌,1,아파트,106893,103.39,84.82,A,,202607,
강남구,청담동,1168010400,20418,청담영풍마드레빌,1,아파트,19736,103.93,84.99,B,,202607,
강남구,청담동,1168010400,80,청담우방,1,아파트,49437,106.62,84.91,,245000.0,202607,100.0
강남구,청담동,1168010400,87,한신오페라하우스(1차),1,아파트,85,101.53,84.76,A,,202607,
강남구,청담동,1168010400,87,한신오페라하우스(1차),1,아파트,49444,101.8,84.89,B,,202607,
강남구,청담동,1168010400,64,청담현대3차,1,아파트,49422,108.28,85.0,,267500.0,202607,317.0
강남구,청담동,1168010400,69,현대(2차),1,아파트,93394,97.75,84.76,A,240000.0,202607,214.0
강남구,청담동,1168010400,69,현대(2차),1,아파트,67,97.8,84.78,B,240000.0,202607,214.0
강남구,청담동,1168010400,69,현대(2차),1,아파트,49427,97.9,84.92,C,240000.0,202607,214.0
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트,163492,123.95,84.41,B,172500.0,202607,1077.0
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트,178802,123.95,84.41,B2,172500.0,202607,1077.0
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트,212186,124.35,84.48,B1,172500.0,202607,1077.0
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트,214953,124.35,84.48,B4,172500.0,202607,1077.0
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트,189887,124.05,84.87,C,172500.0,202607,1077.0
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트,197973,124.05,84.87,C1,172500.0,202607,1077.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,163197,112.17,84.6,A,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,197847,112.56,84.41,B,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,178580,112.5,84.81,C,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,203944,113.35,84.3,B1,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,212120,113.56,84.93,F,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,208563,113.55,84.93,F1,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,214900,113.81,84.61,H,181500.0,202607,1264.0
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트,217136,114.82,84.81,E,181500.0,202607,1264.0
서초구,반포동,1165010700,1587,라인,1,아파트,50808,106.04,84.89,,202500.0,202607,85.0
서초구,반포동,1165010700,44454,디에이치반포라클라스,1,아파트,149891,111.35,84.96,A,420000.0,202607,848.0
서초구,반포동,1165010700,44454,디에이치반포라클라스,1,아파트,168889,112.19,84.98,B,420000.0,202607,848.0
서초구,반포동,1165010700,44454,디에이치반포라클라스,1,아파트,182628,112.57,84.98,C,420000.0,202607,848.0
서초구,반포동,1165010700,44454,디에이치반포라클라스,1,아파트,192565,112.73,84.97,D,420000.0,202607,848.0
서초구,반포동,1165010700,1095811,래미안원펜타스,1,아파트,1723248,110.65,84.72,A,,202607,
서초구,반포동,1165010700,1095811,래미안원펜타스,1,아파트,1723249,110.99,84.74,D,,202607,
서초구,반포동,1165010700,1095811,래미안원펜타스,1,아파트,1723250,111.16,84.72,C,,202607,
서초구,반포동,1165010700,1095811,래미안원펜타스,1,아파트,1723257,112.22,84.8,B,,202607,
서초구,반포동,1165010700,21363,래미안퍼스티지,1,아파트,67961,113.15,84.93,L1,515000.0,202607,2444.0
서초구,반포동,1165010700,21363,래미안퍼스티지,1,아파트,137790,113.73,84.85,T1,515000.0,202607,2444.0
서초구,반포동,1165010700,21363,래미안퍼스티지,1,아파트,160003,113.07,84.76,T2,515000.0,202607,2444.0
서초구,반포동,1165010700,21363,래미안퍼스티지,1,아파트,107542,114.01,84.93,L2,515000.0,202607,2444.0
서초구,반포동,1165010700,21363,래미안퍼스티지,1,아파트,223475,114.06,84.93,P,515000.0,202607,2444.0
서초구,반포동,1165010700,31983,반포래미안아이파크,1,아파트,143634,113.07,84.93,A,422500.0,202607,829.0
서초구,반포동,1165010700,31983,반포래미안아이파크,1,아파트,164465,113.19,84.88,B,422500.0,202607,829.0
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트,5491822,110.84,84.91,A,,202607,
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트,5498117,110.85,84.91,AT,,202607,
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트,5491821,110.56,84.96,B,,202607,
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트,5498227,110.58,84.96,BT,,202607,
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트,5491823,111.16,84.96,C,,202607,
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트,5498228,111.2,84.97,CT,,202607,
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252086,111.79,84.95,D,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252039,111.72,84.97,O,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252049,112.73,84.98,A,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252050,112.65,84.98,B,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252051,112.27,84.94,C,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1722809,112.73,84.98,D1,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252087,112.38,84.96,E,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1722810,112.96,84.98,E1,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1722811,112.38,84.96,F,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252088,112.96,84.98,F1,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252043,112.46,84.98,G,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252046,112.79,84.97,J,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252047,112.85,84.95,K,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252040,112.6,84.98,P,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252041,112.51,84.98,Q,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252042,112.18,84.96,R,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252031,112.21,84.96,S,595000.0,202607,2990.0
