자치구,동,법정동코드,단지기본일련번호,아파트,매물종별구분,매물종별구분명,면적일련번호,공급면적_㎡,전용면적_㎡,주택형,KB일반가_만원,시세기준월,세대수
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252044,113.43,84.97,H,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252045,113.73,84.92,I,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252048,113.31,84.99,L,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252037,113.76,84.93,M,595000.0,202607,2990.0
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트,1252038,113.4,84.98,N,595000.0,202607,2990.0
서초구,반포동,1165010700,1576,반포미도(1차),1,아파트,1485,110.46,84.96,,400000.0,202607,1260.0
서초구,반포동,1165010700,23387,반포리체,1,아파트,108916,113.42,84.97,A,427500.0,202607,1119.0
서초구,반포동,1165010700,23387,반포리체,1,아파트,138883,113.23,84.96,B,427500.0,202607,1119.0
서초구,반포동,1165010700,23387,반포리체,1,아파트,196760,113.41,84.96,C,427500.0,202607,1119.0
서초구,반포동,1165010700,18539,반포쎄레노,1,아파트,136383,93.89,84.4,,111200.0,202607,19.0
서초구,반포동,1165010700,18539,반포쎄레노,1,아파트,158912,94.43,84.89,,115400.0,202607,19.0
서초구,반포동,1165010700,31997,반포써밋,1,아파트,143641,108.87,84.97,A,375000.0,202607,764.0
서초구,반포동,1165010700,31997,반포써밋,1,아파트,164467,109.71,84.97,B,375000.0,202607,764.0
서초구,반포동,1165010700,31997,반포써밋,1,아파트,179544,110.47,84.68,C,375000.0,202607,764.0
서초구,반포동,1165010700,31997,반포써밋,1,아파트,190406,110.52,84.41,D,375000.0,202607,764.0
서초구,반포동,1165010700,15891,반포자이,1,아파트,103670,116.87,84.94,A,483333.0,202607,3410.0
서초구,반포동,1165010700,15891,반포자이,1,아파트,134664,116.71,84.99,B,483333.0,202607,3410.0
서초구,반포동,1165010700,15891,반포자이,1,아파트,157454,116.11,84.98,C,483333.0,202607,3410.0
서초구,반포동,1165010700,15891,반포자이,1,아파트,174024,116.7,84.98,D,483333.0,202607,3410.0
서초구,반포동,1165010700,23679,"반포훼밀리(101동,102동)",1,아파트,22721,104.08,84.12,,150000.0,202607,76.0
서초구,반포동,1165010700,23679,"반포훼밀리(101동,102동)",1,아파트,138975,106.92,84.63,A,150000.0,202607,76.0
서초구,반포동,1165010700,23679,"반포훼밀리(101동,102동)",1,아파트,160920,106.83,84.74,B,150000.0,202607,76.0
서초구,반포동,1165010700,1584,반포푸르지오,1,아파트,184434,108.81,84.82,,295000.0,202607,237.0
서초구,반포동,1165010700,22428,반포힐스테이트,1,아파트,21641,115.54,84.77,A,460000.0,202607,397.0
서초구,반포동,1165010700,22428,반포힐스테이트,1,아파트,68891,115.73,84.8,B,460000.0,202607,397.0
서초구,반포동,1165010700,1606,삼성에이스빌,1,아파트,50824,98.01,84.67,A,,202607,19.0
서초구,반포동,1165010700,1606,삼성에이스빌,1,아파트,94513,98.18,84.81,B,,202607,19.0
서초구,반포동,1165010700,1606,삼성에이스빌,1,아파트,128580,98.36,84.97,C,117700.0,202607,19.0
서초구,반포동,1165010700,26571,새티스,1,아파트,162180,96.83,83.89,B,95200.0,202607,10.0
서초구,반포동,1165010700,1601,삼창골든,1,아파트,153623,107.38,83.25,,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,1510,109.87,84.52,,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,193809,112.67,83.25,A,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,171455,112.81,84.38,C,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,200838,113.4,84.38,B,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,206157,117.2,84.52,,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,210241,138.79,84.38,A,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,213403,138.49,84.52,B,,202607,
서초구,반포동,1165010700,1601,삼창골든,1,아파트,215910,141.51,83.25,,,202607,
서초구,반포동,1165010700,323748,서초블랑빌.,1,아파트,1126269,93.47,84.42,,,202607,
서초구,반포동,1165010700,25793,써니힐.,1,아파트,161843,101.64,84.89,,124500.0,202607,10.0
서초구,반포동,1165010700,25486,예당하우스.,1,아파트,110277,94.93,84.49,,103200.0,202607,10.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,224414,110.68,84.98,E,520000.0,202607,1612.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,228560,110.66,84.97,G,555000.0,202607,1612.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,141797,112.74,84.97,A,555000.0,202607,1612.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,163102,112.83,84.95,B,555000.0,202607,1612.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,178504,113.69,84.95,D,555000.0,202607,1612.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,189670,114.05,84.99,C,555000.0,202607,1612.0
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트,197804,114.2,84.94,F,526000.0,202607,1612.0
서초구,반포동,1165010700,23082,정광,1,아파트,108733,96.02,83.95,,114600.0,202607,13.0
서초구,반포동,1165010700,1589,엠브이,1,아파트,94501,104.15,83.4,B,210000.0,202607,154.0
서초구,반포동,1165010700,1605,태평아트,1,아파트,1514,93.78,83.61,B,106800.0,202607,18.0
서초구,방배동,1165010100,12195,네스코뮤즈빌,1,아파트,12000,91.65,84.96,,,202607,
서초구,방배동,1165010100,29023,뉴캐슬,1,아파트,141944,93.84,84.97,,,202607,
서초구,방배동,1165010100,500534,더로드,1,아파트,1387795,107.62,84.2,,,202607,
서초구,방배동,1165010100,28139,덕산럭스,1,아파트,73659,95.93,84.71,,147700.0,202607,19.0
서초구,방배동,1165010100,1664,덕산홈타운,1,아파트,171477,94.09,84.45,,138100.0,202607,13.0
서초구,방배동,1165010100,1611,대우효령,1,아파트,1520,97.44,84.91,,197500.0,202607,364.0
서초구,방배동,1165010100,1620,두원,1,아파트,50837,114.3,84.87,,,202607,
서초구,방배동,1165010100,1089194,라파르오뜨서래,1,아파트,1709423,100.64,84.17,A,,202607,
서초구,방배동,1165010100,1089194,라파르오뜨서래,1,아파트,1709421,100.62,84.18,B,,202607,
서초구,방배동,1165010100,1682100,래미안원페를라,1,아파트,4868244,113.81,84.73,A,,202607,
서초구,방배동,1165010100,1682100,래미안원페를라,1,아파트,4868243,113.32,84.68,B,,202607,
서초구,방배동,1165010100,1682100,래미안원페를라,1,아파트,4868245,113.97,84.97,D,,202607,
서초구,방배동,1165010100,1682100,래미안원페를라,1,아파트,4868246,114.3,84.92,C,,202607,
서초구,방배동,1165010100,1682100,래미안원페를라,1,아파트,4868247,115.21,84.92,E,,202607,
서초구,방배동,1165010100,41873,멤버스빌,1,아파트,121764,96.14,84.86,A,106900.0,202607,12.0
서초구,방배동,1165010100,41873,멤버스빌,1,아파트,148638,96.19,84.9,B,115700.0,202607,12.0
서초구,방배동,1165010100,1089978,바흐하우스반포캐슬(민간임대),1,아파트,1710439,112.8,84.51,,,202607,
서초구,방배동,1165010100,1639,방배1차현대,1,아파트,50853,109.44,84.96,,260000.0,202607,644.0
서초구,방배동,1165010100,12622,방배3차현대홈타운,1,아파트,12421,106.36,84.98,,220000.0,202607,123.0
서초구,방배동,1165010100,20516,방배N스위트,1,아파트,137353,101.73,84.31,A,140300.0,202607,32.0
서초구,방배동,1165010100,20516,방배N스위트,1,아파트,19829,102.58,84.71,B,128500.0,202607,32.0
서초구,방배동,1165010100,1615,방배2차현대홈타운,1,아파트,94520,108.29,84.94,,260000.0,202607,384.0
서초구,방배동,1165010100,45354,방배그랑자이,1,아파트,169227,110.8,84.97,A,330000.0,202607,758.0
서초구,방배동,1165010100,45354,방배그랑자이,1,아파트,182843,110.91,84.97,B,330000.0,202607,758.0
서초구,방배동,1165010100,45354,방배그랑자이,1,아파트,192713,111.35,84.93,C,330000.0,202607,758.0
서초구,방배동,1165010100,12460,방배대성유니드,1,아파트,12261,102.85,84.93,,151300.0,202607,41.0
서초구,방배동,1165010100,14559,방배IPARK,1,아파트,14326,114.5,84.32,A,187500.0,202607,138.0
서초구,방배동,1165010100,14559,방배IPARK,1,아파트,62206,114.6,84.66,B,187500.0,202607,138.0
서초구,방배동,1165010100,1618,방배대우(대우사원),1,아파트,1527,111.83,84.55,A,170000.0,202607,95.0
서초구,방배동,1165010100,1618,방배대우(대우사원),1,아파트,50835,111.97,84.67,B,170000.0,202607,95.0
서초구,방배동,1165010100,1618,방배대우(대우사원),1,아파트,94522,111.98,84.68,C,170000.0,202607,95.0
서초구,방배동,1165010100,1618,방배대우(대우사원),1,아파트,128588,112.1,84.76,D,170000.0,202607,95.0
서초구,방배동,1165010100,1618,방배대우(대우사원),1,아파트,153633,112.28,84.91,E,170000.0,202607,95.0
서초구,방배동,1165010100,24745,방배동 아파트,1,아파트,70672,97.53,83.95,A,,202607,
서초구,방배동,1165010100,24745,방배동 아파트,1,아파트,109738,98.49,84.77,B,,202607,
서초구,방배동,1165010100,12327,방배래미안(1차),1,아파트,101213,106.49,84.91,,210000.0,202607,303.0
서초구,방배동,1165010100,26102,방배롯데캐슬아르떼,1,아파트,161962,109.67,84.91,C,300000.0,202607,744.0
서초구,방배동,1165010100,26102,방배롯데캐슬아르떼,1,아파트,110704,110.78,84.93,A,300000.0,202607,744.0
서초구,방배동,1165010100,26102,방배롯데캐슬아르떼,1,아파트,140307,110.09,84.97,B,300000.0,202607,744.0
서초구,방배동,1165010100,12016,방배브라운가,1,아파트,59999,105.93,84.94,B,180000.0,202607,161.0
서초구,방배동,1165010100,12016,방배브라운가,1,아파트,11825,106.41,84.85,A,180000.0,202607,161.0
서초구,방배동,1165010100,18320,방배삼성홈타운,1,아파트,216552,95.74,83.11,C,,202607,38.0
서초구,방배동,1165010100,18320,방배삼성홈타운,1,아파트,218493,97.56,84.69,A,,202607,38.0
서초구,방배동,1165010100,18320,방배삼성홈타운,1,아파트,211193,97.75,84.86,B,,202607,38.0
서초구,방배동,1165010100,18320,방배삼성홈타운,1,아파트,222503,97.06,83.62,D,76700.0,202607,38.0
서초구,방배동,1165010100,15209,방배서리풀힐스,1,아파트,62785,102.99,84.99,,150000.0,202607,66.0
서초구,방배동,1165010100,15968,방배서리풀e편한세상,1,아파트,103735,110.78,84.97,,290000.0,202607,496.0
서초구,방배동,1165010100,15968,방배서리풀e편한세상,1,아파트,206852,114.67,84.97,A,290000.0,202607,496.0
서초구,방배동,1165010100,15968,방배서리풀e편한세상,1,아파트,134721,114.72,84.97,B,290000.0,202607,496.0
서초구,방배동,1165010100,434179,방배센트레빌인더포레(도시형),1,아파트,1278434,102.83,84.63,,,202607,
서초구,방배동,1165010100,41236,방배서리풀그랑블,1,아파트,148306,106.99,84.99,C,225500.0,202607,99.0
서초구,방배동,1165010100,41236,방배서리풀그랑블,1,아파트,167786,107.67,84.99,A,225500.0,202607,99.0
서초구,방배동,1165010100,41236,방배서리풀그랑블,1,아파트,181883,107.76,84.97,B,225500.0,202607,99.0
서초구,방배동,1165010100,14009,방배아트e-편한세상,1,아파트,221185,98.58,84.68,,,202607,
서초구,방배동,1165010100,35419,방배아트자이,1,아파트,165809,108.8,84.93,A,285000.0,202607,353.0
서초구,방배동,1165010100,35419,방배아트자이,1,아파트,145461,108.77,84.93,C,285000.0,202607,353.0
서초구,방배동,1165010100,35419,방배아트자이,1,아파트,180505,109.43,84.91,B,285000.0,202607,353.0
서초구,방배동,1165010100,14116,방배이연아마빌레,1,아파트,61820,109.28,84.28,,167900.0,202607,46.0
서초구,방배동,1165010100,1627,방배우성,1,아파트,1219405,106.5,84.95,A,215000.0,202607,468.0
서초구,방배동,1165010100,1627,방배우성,1,아파트,50844,106.55,84.99,B,215000.0,202607,468.0
서초구,방배동,1165010100,1629,방배임광(3차),1,아파트,184443,107.1,84.0,B,210000.0,202607,316.0
서초구,방배동,1165010100,12017,방배트리플,1,아파트,185501,99.83,83.59,B,118500.0,202607,19.0
서초구,방배동,1165010100,12017,방배트리플,1,아파트,156091,101.41,84.91,,122000.0,202607,19.0
서초구,방배동,1165010100,1653,방배홈타운,1,아파트,50863,102.74,84.89,A,118600.0,202607,30.0
서초구,방배동,1165010100,13231,방배한진로즈힐,1,아파트,13019,106.36,84.95,,177500.0,202607,84.0
서초구,방배동,1165010100,13231,방배한진로즈힐,1,아파트,101800,110.49,84.37,A,190000.0,202607,84.0
서초구,방배동,1165010100,29318,보아스방배,1,아파트,74690,96.88,83.42,,101200.0,202607,15.0
서초구,방배동,1165010100,29318,보아스방배,1,아파트,112986,97.88,84.29,,106900.0,202607,15.0
서초구,방배동,1165010100,1641,방배한화,1,아파트,1222466,111.45,84.7,A,192500.0,202607,89.0
서초구,방배동,1165010100,1641,방배한화,1,아파트,1549,111.5,84.74,B,192500.0,202607,89.0
서초구,방배동,1165010100,1641,방배한화,1,아파트,1222467,111.55,84.78,C,192500.0,202607,89.0
서초구,방배동,1165010100,22599,비전힐,1,아파트,21793,99.07,84.97,A,132800.0,202607,18.0
서초구,방배동,1165010100,22599,비전힐,1,아파트,69025,99.09,84.98,B,125000.0,202607,18.0
서초구,방배동,1165010100,13621,브라운스톤방배,1,아파트,61375,106.08,84.96,A,207500.0,202607,145.0
서초구,방배동,1165010100,13621,브라운스톤방배,1,아파트,102064,106.71,84.9,B,207500.0,202607,145.0
서초구,방배동,1165010100,13621,브라운스톤방배,1,아파트,156604,106.64,84.98,D,205000.0,202607,145.0
서초구,방배동,1165010100,13621,브라운스톤방배,1,아파트,133442,107.03,84.95,C,207500.0,202607,145.0
서초구,방배동,1165010100,1647,삼환나띠르빌,1,아파트,1555,105.42,84.98,,155000.0,202607,126.0
서초구,방배동,1165010100,1610,삼호한숲,1,아파트,94516,106.34,84.87,A,175000.0,202607,116.0
서초구,방배동,1165010100,1610,삼호한숲,1,아파트,50828,107.19,84.88,B,175000.0,202607,116.0
서초구,방배동,1165010100,1610,삼호한숲,1,아파트,171458,113.42,84.87,,175000.0,202607,116.0
서초구,방배동,1165010100,49453,서리풀래디앙,1,아파트,200553,97.98,83.24,B,,202607,
서초구,방배동,1165010100,19430,설록,1,아파트,196019,95.16,84.74,,114000.0,202607,18.0
서초구,방배동,1165010100,28729,쉬크빌,1,아파트,27624,94.46,84.54,,,202607,
서초구,방배동,1165010100,20581,신호나이스.,1,아파트,19891,89.78,83.16,,108500.0,202607,12.0
서초구,방배동,1165010100,1661,아이리스,1,아파트,184451,93.81,83.11,B,,202607,16.0
서초구,방배동,1165010100,1661,아이리스,1,아파트,94554,95.71,84.79,,96800.0,202607,16.0
서초구,방배동,1165010100,25773,오필리아,1,아파트,161828,117.51,84.99,,122000.0,202607,12.0
서초구,방배동,1165010100,1609,임광(1차/2차),1,아파트,1518,116.28,84.78,,232500.0,202607,418.0
서초구,방배동,1165010100,48199,자현유하우스,1,아파트,220972,109.11,84.85,,,202607,
서초구,방배동,1165010100,647440,클래스원(도).,1,아파트,1419553,96.27,84.96,,,202607,
서초구,방배동,1165010100,24684,파라다이스,1,아파트,177098,102.66,83.86,A,112900.0,202607,34.0
서초구,방배동,1165010100,24684,파라다이스,1,아파트,188606,103.3,84.67,B,121100.0,202607,34.0
서초구,방배동,1165010100,24684,파라다이스,1,아파트,196979,103.28,84.82,C,118700.0,202607,34.0
서초구,방배동,1165010100,24684,파라다이스,1,아파트,203265,103.3,84.87,D,129500.0,202607,34.0
서초구,방배동,1165010100,24684,파라다이스,1,아파트,208049,103.18,84.91,E,122100.0,202607,34.0
서초구,방배동,1165010100,24684,파라다이스,1,아파트,211715,105.29,84.08,,117900.0,202607,34.0
서초구,방배동,1165010100,25618,퍼시픽56차,1,아파트,140032,95.25,83.88,A,,202607,
서초구,방배동,1165010100,25618,퍼시픽56차,1,아파트,161740,96.07,84.6,B,,202607,
서초구,방배동,1165010100,21020,푸른마을,1,아파트,211390,92.95,84.8,A,112100.0,202607,18.0
서초구,방배동,1165010100,20608,현대아르,1,아파트,19918,95.35,84.97,,197700.0,202607,10.0
서초구,서초동,1165010800,20850,JC라디앙,1,아파트,1222640,98.96,84.97,A,,202607,14.0
서초구,서초동,1165010800,20850,JC라디앙,1,아파트,20153,98.97,84.98,B,120100.0,202607,14.0
서초구,서초동,1165010800,14404,경남아너스빌(1608-28),1,아파트,14174,103.18,84.92,,186800.0,202607,32.0
서초구,서초동,1165010800,13765,경남아너스빌,1,아파트,194750,105.79,84.95,,210000.0,202607,141.0
서초구,서초동,1165010800,29209,다솔,1,아파트,112917,93.73,83.4,,100800.0,202607,12.0
서초구,서초동,1165010800,21056,다우월드,1,아파트,20355,93.21,83.42,B,101200.0,202607,17.0
서초구,서초동,1165010800,21056,다우월드,1,아파트,159856,93.04,83.27,C,107100.0,202607,17.0
서초구,서초동,1165010800,30829,대경벨로체,1,아파트,142999,97.57,83.11,A,106100.0,202607,11.0
서초구,서초동,1165010800,30829,대경벨로체,1,아파트,164018,97.58,83.12,B,113200.0,202607,11.0
서초구,서초동,1165010800,12446,대성유니드,1,아파트,12247,105.85,84.99,,197500.0,202607,83.0
서초구,서초동,1165010800,1706,동원베네스트,1,아파트,1614,105.53,84.9,A,182500.0,202607,126.0
서초구,서초동,1165010800,1706,동원베네스트,1,아파트,50914,105.68,84.9,B,182500.0,202607,126.0
서초구,서초동,1165010800,15999,두산위브트레지움,1,아파트,63496,105.77,84.96,B,240000.0,202607,98.0
서초구,서초동,1165010800,15999,두산위브트레지움,1,아파트,15731,106.22,84.62,A,240000.0,202607,98.0
서초구,서초동,1165010800,1678,두진한아름,1,아파트,50888,114.12,84.96,,139200.0,202607,42.0
서초구,서초동,1165010800,36741,래미안서초4차,1,아파트,35574,112.43,84.94,,175000.0,202607,56.0
서초구,서초동,1165010800,44285,래미안리더스원,1,아파트,149807,108.94,83.12,A,380000.0,202607,1317.0
서초구,서초동,1165010800,44285,래미안리더스원,1,아파트,168827,111.11,84.94,A,380000.0,202607,1317.0
서초구,서초동,1165010800,44285,래미안리더스원,1,아파트,182581,111.66,84.93,B,380000.0,202607,1317.0
서초구,서초동,1165010800,44285,래미안리더스원,1,아파트,192538,112.68,84.97,C,380000.0,202607,1317.0
서초구,서초동,1165010800,15998,래미안서초스위트,1,아파트,63495,112.74,84.95,A,302500.0,202607,392.0
서초구,서초동,1165010800,15998,래미안서초스위트,1,아파트,103763,114.81,84.97,B,300000.0,202607,392.0
서초구,서초동,1165010800,28803,로얄파크,1,아파트,27698,93.53,83.44,,111700.0,202607,13.0
서초구,서초동,1165010800,29879,래미안서초에스티지,1,아파트,189948,109.34,83.99,B,325000.0,202607,421.0
서초구,서초동,1165010800,29879,래미안서초에스티지,1,아파트,28771,110.37,83.6,C,325000.0,202607,421.0
서초구,서초동,1165010800,29879,래미안서초에스티지,1,아파트,178888,111.18,83.6,A,325000.0,202607,421.0
서초구,서초동,1165010800,32109,래미안서초에스티지S,1,아파트,164515,111.13,84.8,A,345000.0,202607,593.0
서초구,서초동,1165010800,32109,래미안서초에스티지S,1,아파트,30974,111.42,84.96,C,345000.0,202607,593.0
서초구,서초동,1165010800,32109,래미안서초에스티지S,1,아파트,77196,112.07,84.17,B,345000.0,202607,593.0
서초구,서초동,1165010800,14066,롯데캐슬클래식,1,아파트,61777,106.52,84.98,,302500.0,202607,990.0
서초구,서초동,1165010800,45666,루컴즈힐서리풀,1,아파트,192770,110.5,83.8,A,,202607,
서초구,서초동,1165010800,45666,루컴즈힐서리풀,1,아파트,200097,110.66,83.92,B,,202607,
서초구,서초동,1165010800,45666,루컴즈힐서리풀,1,아파트,182925,110.21,83.58,D,,202607,
서초구,서초동,1165010800,45666,루컴즈힐서리풀,1,아파트,205632,111.24,84.36,F,,202607,
서초구,서초동,1165010800,45666,루컴즈힐서리풀,1,아파트,213095,112.03,84.96,E,,202607,
서초구,서초동,1165010800,45666,루컴즈힐서리풀,1,아파트,209838,112.03,84.96,G,,202607,
서초구,서초동,1165010800,27449,보미리즌빌,1,아파트,26357,121.21,83.3,,129800.0,202607,10.0
서초구,서초동,1165010800,21421,새티스(1472-21).,1,아파트,107586,98.73,84.48,,102700.0,202607,19.0
서초구,서초동,1165010800,18715,서린,1,아파트,195889,101.62,84.84,A,,202607,
서초구,서초동,1165010800,21075,서초,1,아파트,196304,100.26,84.64,,114800.0,202607,18.0
서초구,서초동,1165010800,1686,서초3차현대,1,아파트,1108897,101.21,83.25,A,175000.0,202607,96.0
서초구,서초동,1165010800,1686,서초3차현대,1,아파트,1108898,102.16,84.04,B,175000.0,202607,96.0
서초구,서초동,1165010800,1686,서초3차현대,1,아파트,1594,102.63,84.49,C,175000.0,202607,96.0
서초구,서초동,1165010800,19833,서초SK뷰,1,아파트,19171,102.15,84.25,,188800.0,202607,47.0
서초구,서초동,1165010800,19833,서초SK뷰,1,아파트,66659,102.52,84.97,,184400.0,202607,47.0
서초구,서초동,1165010800,1670,서초4차현대,1,아파트,171481,103.75,84.33,,240000.0,202607,160.0
서초구,서초동,1165010800,1670,서초4차현대,1,아파트,184455,104.3,84.78,B,240000.0,202607,160.0
서초구,서초동,1165010800,1670,서초4차현대,1,아파트,210245,104.52,84.96,C,240000.0,202607,160.0
서초구,서초동,1165010800,1670,서초4차현대,1,아파트,200845,107.25,84.99,A,240000.0,202607,160.0
서초구,서초동,1165010800,1670,서초4차현대,1,아파트,213407,108.8,84.98,A,240000.0,202607,160.0
서초구,서초동,1165010800,1670,서초4차현대,1,아파트,206162,108.77,84.95,B,240000.0,202607,160.0
서초구,서초동,1165010800,47707,서초가람,1,아파트,151595,96.57,83.21,,108300.0,202607,10.0
서초구,서초동,1165010800,13243,서초2차e-편한세상,1,아파트,13031,107.2,84.67,,217500.0,202607,159.0
서초구,서초동,1165010800,12274,서초극동스타클래스1,1,아파트,60217,102.8,84.3,,165000.0,202607,90.0
서초구,서초동,1165010800,46168,서초그랑자이,1,아파트,205679,112.79,84.51,A,400000.0,202607,1446.0
서초구,서초동,1165010800,46168,서초그랑자이,1,아파트,169510,113.93,84.84,B,400000.0,202607,1446.0
서초구,서초동,1165010800,46168,서초그랑자이,1,아파트,209871,115.05,84.87,C,400000.0,202607,1446.0
서초구,서초동,1165010800,46168,서초그랑자이,1,아파트,222094,115.05,84.87,D,400000.0,202607,1446.0
서초구,서초동,1165010800,46168,서초그랑자이,1,아파트,215687,115.05,84.87,E,400000.0,202607,1446.0
서초구,서초동,1165010800,22976,서초교대e편한세상,1,아파트,108652,113.88,84.97,A,302500.0,202607,435.0
서초구,서초동,1165010800,22976,서초교대e편한세상,1,아파트,138671,113.35,84.68,B,302500.0,202607,435.0
서초구,서초동,1165010800,22976,서초교대e편한세상,1,아파트,160684,113.74,84.93,C,302500.0,202607,435.0
서초구,서초동,1165010800,22976,서초교대e편한세상,1,아파트,176608,114.1,84.94,D,302500.0,202607,435.0
서초구,서초동,1165010800,47386,서초노블레스(1560-7),1,아파트,183397,102.03,83.12,,,202607,
서초구,서초동,1165010800,19729,서초노빌리에,1,아파트,66577,105.47,83.58,B,119600.0,202607,19.0
서초구,서초동,1165010800,1698,서초녹원,1,아파트,50907,104.6,84.99,,146000.0,202607,35.0
서초구,서초동,1165010800,14301,서초극동스타클래스II,1,아파트,156831,105.31,84.99,,152500.0,202607,60.0
서초구,서초동,1165010800,15815,서초동동일하이빌,1,아파트,15552,119.85,84.98,,150000.0,202607,54.0
서초구,서초동,1165010800,13452,서초동롯데캐슬리버티,1,아파트,101944,106.8,84.99,,180000.0,202607,132.0
서초구,서초동,1165010800,1710,서초로얄,1,아파트,153675,107.74,84.83,,135700.0,202607,40.0
서초구,서초동,1165010800,12018,서초래미안,1,아파트,60001,112.73,84.95,B,270000.0,202607,1129.0
서초구,서초동,1165010800,12018,서초래미안,1,아파트,11827,113.66,84.97,A,265000.0,202607,1129.0
서초구,서초동,1165010800,37906,서초블레스.,1,아파트,204926,98.6,84.98,A,111700.0,202607,16.0
서초구,서초동,1165010800,37906,서초블레스.,1,아파트,209313,98.61,84.99,B,111700.0,202607,16.0
서초구,서초동,1165010800,15354,서초벽산블루밍,1,아파트,15103,105.25,84.39,,182500.0,202607,60.0
서초구,서초동,1165010800,1688,서초삼성래미안,1,아파트,1596,108.16,84.97,A,240000.0,202607,299.0
서초구,서초동,1165010800,1688,서초삼성래미안,1,아파트,50897,108.06,84.89,B,240000.0,202607,299.0
서초구,서초동,1165010800,26329,서초롯데캐슬프레지던트,1,아파트,25248,111.05,84.97,A,290000.0,202607,280.0
서초구,서초동,1165010800,26329,서초롯데캐슬프레지던트,1,아파트,72064,111.22,84.97,B,290000.0,202607,280.0
서초구,서초동,1165010800,21575,서초스위트빌,1,아파트,68146,100.96,84.47,A,117600.0,202607,17.0
서초구,서초동,1165010800,21575,서초스위트빌,1,아파트,20856,101.19,84.66,B,,202607,17.0
서초구,서초동,1165010800,1083486,서초아트빌.,1,아파트,1707178,98.21,84.93,,,202607,
서초구,서초동,1165010800,14557,서초신원아침도시2차,1,아파트,14324,105.8,84.34,,177500.0,202607,88.0
서초구,서초동,1165010800,30715,서초연우,1,아파트,163972,107.68,84.81,,119700.0,202607,19.0
서초구,서초동,1165010800,12021,서초예성그린,1,아파트,101003,95.8,84.62,,112500.0,202607,36.0
서초구,서초동,1165010800,12021,서초예성그린,1,아파트,132684,97.66,84.96,,124300.0,202607,36.0
서초구,서초동,1165010800,19801,서초우방유쉘,1,아파트,159372,104.39,84.85,A,147300.0,202607,49.0
서초구,서초동,1165010800,19801,서초우방유쉘,1,아파트,175574,104.48,84.94,B,139400.0,202607,49.0
서초구,서초동,1165010800,19801,서초우방유쉘,1,아파트,187465,104.79,84.95,C,153900.0,202607,49.0
서초구,서초동,1165010800,312975,서초자이르네,1,아파트,1108017,109.12,84.97,,,202607,
서초구,서초동,1165010800,312975,서초자이르네,1,아파트,1108015,109.12,84.97,C,,202607,
서초구,서초동,1165010800,312975,서초자이르네,1,아파트,1108016,109.91,84.9,P,,202607,
서초구,서초동,1165010800,14031,서초자이,1,아파트,13806,106.97,84.98,,200000.0,202607,184.0
서초구,서초동,1165010800,20962,서초지웰,1,아파트,20263,112.46,84.74,,190000.0,202607,60.0
서초구,서초동,1165010800,29882,서초푸르지오써밋,1,아파트,217189,112.91,84.95,A,345000.0,202607,907.0
서초구,서초동,1165010800,29882,서초푸르지오써밋,1,아파트,219026,113.9,84.93,B,345000.0,202607,907.0
서초구,서초동,1165010800,1689,서초한일,1,아파트,50898,108.87,84.98,,175000.0,202607,86.0
서초구,서초동,1165010800,25414,서초한양수자인,1,아파트,139918,102.73,84.32,D,128400.0,202607,24.0
서초구,서초동,1165010800,25414,서초한양수자인,1,아파트,161658,102.81,84.33,E,,202607,24.0
서초구,서초동,1165010800,25414,서초한양수자인,1,아파트,110222,103.08,84.88,C,,202607,24.0
서초구,서초동,1165010800,1696,서초현대,1,아파트,153668,110.36,84.78,A,215000.0,202607,299.0
서초구,서초동,1165010800,1696,서초현대,1,아파트,171490,110.42,84.81,B,215000.0,202607,299.0
서초구,서초동,1165010800,1696,서초현대,1,아파트,184462,110.23,84.69,C,215000.0,202607,299.0
서초구,서초동,1165010800,1696,서초현대,1,아파트,193821,110.64,84.99,D,215000.0,202607,299.0
서초구,서초동,1165010800,14555,서초현대홈타운,1,아파트,14322,110.27,84.97,,165000.0,202607,68.0
서초구,서초동,1165010800,12830,신원아침도시,1,아파트,60698,103.06,83.13,A,132800.0,202607,40.0
서초구,서초동,1165010800,12830,신원아침도시,1,아파트,101543,103.12,83.03,B,139400.0,202607,40.0
