단지기본일련번호,자치구,동,아파트,KB링크,준공연도,비교시작월,비교종료월,비교개월,시작가격_억원,현재가격_억원,단지_CAGR,리센츠_CAGR,초과상승률,기준행
15524,송파구,잠실동,리센츠,https://kbland.kr/se/c/15524,2008,200808,202607,215,6.65,29.75,0.08721692403864068,0.08721692403864068,0.0,True
1525,서초구,잠원동,동아,https://kbland.kr/se/c/1525,2002,200808,202607,215,6.075,30.75,0.09473676287194133,0.08721692403864068,0.007519838833300652,False
14992,강남구,대치동,대치아이파크,https://kbland.kr/se/c/14992,2007,200808,202607,215,7.375,30.5,0.08245889339347312,0.08721692403864068,-0.004758030645167555,False
33681,강남구,개포동,디에이치아너힐즈,https://kbland.kr/se/c/33681,2019,202010,202607,69,20.0,30.75,0.07767941371441234,0.08612775439538778,-0.008448340680975441,False
31997,서초구,반포동,반포써밋,https://kbland.kr/se/c/31997,2018,201809,202607,94,16.25,30.75,0.08482740925557697,0.09852312829767063,-0.013695719042093657,False
29879,서초구,서초동,래미안서초에스티지,https://kbland.kr/se/c/29879,2016,201611,202607,116,10.15,28.5,0.11271518708105854,0.1278252029621918,-0.015110015881133254,False
32909,강남구,개포동,래미안블레스티지,https://kbland.kr/se/c/32909,2019,201901,202607,90,16.0,28.5,0.08001548824905313,0.10572685602915066,-0.025711367780097527,False
31983,서초구,반포동,반포래미안아이파크,https://kbland.kr/se/c/31983,2018,201807,202607,96,17.5,31.0,0.0740894618660457,0.10483588450488157,-0.03074642263883587,False
31920,강남구,삼성동,삼성동센트럴아이파크,https://kbland.kr/se/c/31920,2018,201803,202607,100,17.0,28.6,0.0644127140475601,0.09561169736272879,-0.031198983315168682,False
