자치구,동,법정동코드,단지기본일련번호,아파트,매물종별구분,매물종별구분명
강남구,역삼동,1168010100,488837,루미하우스(도),1,아파트
강남구,역삼동,1168010100,2148665,리치웰빌라트(도시형),1,아파트
강남구,역삼동,1168010100,2148666,리치웰빌라트2차(도시형),1,아파트
강남구,역삼동,1168010100,25,리치타워,1,아파트
강남구,역삼동,1168010100,19154,명인갤러리1차.,1,아파트
강남구,역삼동,1168010100,24612,베르사이유,1,아파트
강남구,역삼동,1168010100,12489,베스젠빌,1,아파트
강남구,역삼동,1168010100,23141,불루밍코트,1,아파트
강남구,역삼동,1168010100,12607,브라운스톤역삼,1,아파트
강남구,역삼동,1168010100,47837,비에네스타,1,아파트
강남구,역삼동,1168010100,650101,빌라란떼(도),1,아파트
강남구,역삼동,1168010100,13658,상지리츠빌,1,아파트
강남구,역삼동,1168010100,21465,상지리츠빌역삼2차,1,아파트
강남구,역삼동,1168010100,19007,성영아파트포유,1,아파트
강남구,역삼동,1168010100,36285,"세방하이빌1,2",1,아파트
강남구,역삼동,1168010100,20433,세연예지향,1,아파트
강남구,역삼동,1168010100,21,세종빌라트,1,아파트
강남구,역삼동,1168010100,47645,스타힐스(도),1,아파트
강남구,역삼동,1168010100,50501,스톤엘리시온역삼,1,아파트
강남구,역삼동,1168010100,2144527,시티프라디움더강남,1,아파트
강남구,역삼동,1168010100,383102,시티프라디움더강남2차(도),1,아파트
강남구,역삼동,1168010100,24562,쎄비앙,1,아파트
강남구,역삼동,1168010100,722497,아이리스(도),1,아파트
강남구,역삼동,1168010100,491593,아이힐2(도),1,아파트
강남구,역삼동,1168010100,800354,아하바하우스(도),1,아파트
강남구,역삼동,1168010100,25867,에벤에셀빌라트,1,아파트
강남구,역삼동,1168010100,24584,역삼(리츠빌),1,아파트
강남구,역삼동,1168010100,15141,역삼2차아이파크,1,아파트
강남구,역삼동,1168010100,26277,역삼EG소울리더(도시형),1,아파트
강남구,역삼동,1168010100,13850,역삼e-편한세상,1,아파트
강남구,역삼동,1168010100,19083,역삼노블카운티,1,아파트
강남구,역삼동,1168010100,344218,역삼더하이브(도),1,아파트
강남구,역삼동,1168010100,20671,역삼동 명인갤러리2차,1,아파트
강남구,역삼동,1168010100,37,역삼동 칼라,1,아파트
강남구,역삼동,1168010100,14622,역삼동골든베리힐,1,아파트
강남구,역삼동,1168010100,25815,역삼동그린비,1,아파트
강남구,역삼동,1168010100,14789,역삼동롯데캐슬노블,1,아파트
강남구,역삼동,1168010100,23,역삼동우성빌라트,1,아파트
강남구,역삼동,1168010100,13715,역삼동월드메르디앙,1,아파트
강남구,역삼동,1168010100,31,역삼동트레벨,1,아파트
강남구,역삼동,1168010100,19712,역삼동프라임,1,아파트
강남구,역삼동,1168010100,13697,역삼래미안,1,아파트
강남구,역삼동,1168010100,1076002,역삼레전드힐스(도),1,아파트
강남구,역삼동,1168010100,2144796,역삼르비앙,1,아파트
강남구,역삼동,1168010100,2148667,역삼리치웰빌라트(도시형),1,아파트
강남구,역삼동,1168010100,31095,역삼미까사(도),1,아파트
강남구,역삼동,1168010100,2093603,역삼센트럴,1,아파트
강남구,역삼동,1168010100,321194,역삼센트럴2차아이파크(도시형),1,아파트
강남구,역삼동,1168010100,2104296,역삼아르떼(도시형),1,아파트
강남구,역삼동,1168010100,14324,역삼아이파크,1,아파트
강남구,역삼동,1168010100,21583,역삼엔스위트,1,아파트
강남구,역삼동,1168010100,13338,역삼예명,1,아파트
강남구,역삼동,1168010100,15503,역삼우성,1,아파트
강남구,역삼동,1168010100,2153197,역삼위너스하임(도시형),1,아파트
강남구,역삼동,1168010100,22550,역삼이안애,1,아파트
강남구,역삼동,1168010100,29462,역삼자이,1,아파트
강남구,역삼동,1168010100,33,역삼카이스,1,아파트
강남구,역삼동,1168010100,500737,역삼파크빌(도),1,아파트
강남구,역삼동,1168010100,13857,역삼푸르지오,1,아파트
강남구,역삼동,1168010100,19460,역삼프리마빌,1,아파트
강남구,역삼동,1168010100,26,역삼한스빌,1,아파트
강남구,역삼동,1168010100,22356,예지인,1,아파트
강남구,역삼동,1168010100,26761,요진와이시티미니(도시형),1,아파트
강남구,역삼동,1168010100,35763,우리집(도),1,아파트
강남구,역삼동,1168010100,24,은하수,1,아파트
강남구,역삼동,1168010100,490648,일성빌라(도),1,아파트
강남구,역삼동,1168010100,20744,정원,1,아파트
강남구,역삼동,1168010100,14407,조이너스,1,아파트
강남구,역삼동,1168010100,34,지석천평대,1,아파트
강남구,역삼동,1168010100,47971,코너스톤(도),1,아파트
강남구,역삼동,1168010100,20981,탑팰리스,1,아파트
강남구,역삼동,1168010100,23288,테라힐스,1,아파트
강남구,역삼동,1168010100,25648,테헤란아이파크,1,아파트
강남구,역삼동,1168010100,18309,파크앤스위트.,1,아파트
강남구,역삼동,1168010100,25415,포스틸빌라트,1,아파트
강남구,역삼동,1168010100,23552,풍림지오빌.,1,아파트
강남구,역삼동,1168010100,42996,풍성애뜨란(도),1,아파트
강남구,역삼동,1168010100,39681,프리빌리지(도).,1,아파트
강남구,역삼동,1168010100,15502,프리우스역삼,1,아파트
강남구,역삼동,1168010100,20259,플래티늄,1,아파트
강남구,역삼동,1168010100,41156,하우스템(도).,1,아파트
강남구,역삼동,1168010100,20746,한양럭스,1,아파트
강남구,역삼동,1168010100,17,현대까르띠에710,1,아파트
강남구,역삼동,1168010100,25891,현대이스트빌,1,아파트
강남구,역삼동,1168010100,24688,현대하이츠,1,아파트
강남구,역삼동,1168010100,391367,휴먼스빌(도),1,아파트
강남구,율현동,1168011300,29886,강남한신휴플러스6단지,1,아파트
강남구,율현동,1168011300,30186,강남한신휴플러스8단지,1,아파트
강남구,일원동,1168011400,132,가람,1,아파트
강남구,일원동,1168011400,123,개포한신,1,아파트
강남구,일원동,1168011400,380699,골든빌(도),1,아파트
강남구,일원동,1168011400,385933,꿈지을(도),1,아파트
강남구,일원동,1168011400,425225,꿈피엠(도),1,아파트
강남구,일원동,1168011400,40929,디에이치자이개포,1,아파트
강남구,일원동,1168011400,45353,디에이치포레센트,1,아파트
강남구,일원동,1168011400,33251,래미안개포루체하임,1,아파트
강남구,일원동,1168011400,133,목련타운,1,아파트
강남구,일원동,1168011400,129,삼성사원.,1,아파트
강남구,일원동,1168011400,134,상록수,1,아파트
강남구,일원동,1168011400,131,샘터마을,1,아파트
강남구,일원동,1168011400,126,수서,1,아파트
강남구,일원동,1168011400,121,우성7차(개포),1,아파트
강남구,일원동,1168011400,127,청솔빌리지,1,아파트
강남구,일원동,1168011400,130,푸른마을,1,아파트
강남구,일원동,1168011400,135,한솔마을,1,아파트
강남구,일원동,1168011400,124,현대4차.,1,아파트
강남구,일원동,1168011400,125,호정빌라트,1,아파트
강남구,자곡동,1168011200,27268,LH강남브리즈힐,1,아파트
강남구,자곡동,1168011200,353888,강남리브엘(도시형),1,아파트
강남구,자곡동,1168011200,31944,강남자곡아이파크,1,아파트
강남구,자곡동,1168011200,429058,강남자곡힐스테이트,1,아파트
강남구,자곡동,1168011200,28602,강남한양수자인,1,아파트
강남구,자곡동,1168011200,47865,디아크리온강남,1,아파트
강남구,자곡동,1168011200,26542,래미안강남힐즈,1,아파트
강남구,자곡동,1168011200,28601,래미안포레,1,아파트
강남구,청담동,1168010400,646439,J&M하우스(도).,1,아파트
강남구,청담동,1168010400,293575,PH129,1,아파트
강남구,청담동,1168010400,43765,T.S.,1,아파트
강남구,청담동,1168010400,25743,강변상지리츠빌,1,아파트
강남구,청담동,1168010400,65,건영,1,아파트
강남구,청담동,1168010400,70,구산,1,아파트
강남구,청담동,1168010400,20335,뉴현대리버빌,1,아파트
강남구,청담동,1168010400,86,대림(e-편한세상),1,아파트
강남구,청담동,1168010400,24805,대우로얄카운티II,1,아파트
강남구,청담동,1168010400,88,대우로얄카운티III,1,아파트
강남구,청담동,1168010400,12230,대우로얄카운티V,1,아파트
강남구,청담동,1168010400,24551,대우리츠카운티,1,아파트
강남구,청담동,1168010400,11959,대우멤버스카운티Ⅱ,1,아파트
강남구,청담동,1168010400,40098,"더헤리움(A동,도시형)",1,아파트
강남구,청담동,1168010400,39488,더헤리움(B동),1,아파트
강남구,청담동,1168010400,31059,동궁빌리지.,1,아파트
강남구,청담동,1168010400,43435,두산,1,아파트
강남구,청담동,1168010400,2095060,레이어청담(도시형),1,아파트
강남구,청담동,1168010400,1849065,루시아청담546더리버,1,아파트
강남구,청담동,1168010400,24310,"마크힐스1,2단지",1,아파트
강남구,청담동,1168010400,71,목화,1,아파트
강남구,청담동,1168010400,23267,빌폴라리스,1,아파트
강남구,청담동,1168010400,91,삼성청담(래미안),1,아파트
강남구,청담동,1168010400,84,삼성청담공원,1,아파트
강남구,청담동,1168010400,73,삼호빌라,1,아파트
강남구,청담동,1168010400,83,삼환,1,아파트
강남구,청담동,1168010400,24879,상지리츠빌10차.,1,아파트
강남구,청담동,1168010400,24327,상지리츠빌4차,1,아파트
강남구,청담동,1168010400,24243,상지리츠빌5차,1,아파트
강남구,청담동,1168010400,18012,상지리츠빌6차,1,아파트
강남구,청담동,1168010400,25547,상지리츠빌9차,1,아파트
강남구,청담동,1168010400,21756,상지리츠빌카일룸2차,1,아파트
강남구,청담동,1168010400,25246,상지리츠빌카일룸3차,1,아파트
강남구,청담동,1168010400,23542,상지카일룸,1,아파트
강남구,청담동,1168010400,74,신동아,1,아파트
강남구,청담동,1168010400,85,씨티2차.,1,아파트
강남구,청담동,1168010400,75,씨티3차,1,아파트
강남구,청담동,1168010400,380454,아노스카운티빌라트,1,아파트
강남구,청담동,1168010400,303522,에비뉴나인티(도),1,아파트
강남구,청담동,1168010400,48354,에테르노청담,1,아파트
강남구,청담동,1168010400,77,엘지빌라,1,아파트
강남구,청담동,1168010400,29304,연세2차,1,아파트
강남구,청담동,1168010400,78,연세리버빌,1,아파트
강남구,청담동,1168010400,25144,연세리버빌3차,1,아파트
강남구,청담동,1168010400,24824,연세리버테라스,1,아파트
강남구,청담동,1168010400,24994,연세힐하우스I,1,아파트
강남구,청담동,1168010400,25504,연세힐하우스II,1,아파트
강남구,청담동,1168010400,23181,우성,1,아파트
강남구,청담동,1168010400,2145818,워너청담,1,아파트
강남구,청담동,1168010400,27625,이니그마빌II,1,아파트
강남구,청담동,1168010400,29142,이니그마빌Ⅰ,1,아파트
강남구,청담동,1168010400,60,진흥,1,아파트
강남구,청담동,1168010400,15898,청담2차 e-편한세상(204동),1,아파트
강남구,청담동,1168010400,21435,청담2차 e-편한세상(205동),1,아파트
강남구,청담동,1168010400,14186,청담2차e-편한세상,1,아파트
강남구,청담동,1168010400,21434,청담3차 e-편한세상,1,아파트
강남구,청담동,1168010400,21791,청담4차e-편한세상,1,아파트
강남구,청담동,1168010400,22483,청담8차 상지리츠빌,1,아파트
강남구,청담동,1168010400,30909,청담CJ빌리지,1,아파트
강남구,청담동,1168010400,36037,청담갤러리파크,1,아파트
강남구,청담동,1168010400,20821,청담대우로얄카운티6차,1,아파트
강남구,청담동,1168010400,27415,청담대우로얄카운티Ⅰ,1,아파트
강남구,청담동,1168010400,13134,청담대우멤버스카운티10차,1,아파트
강남구,청담동,1168010400,12704,청담대우멤버스카운티11차,1,아파트
강남구,청담동,1168010400,13135,청담대우멤버스카운티8차,1,아파트
강남구,청담동,1168010400,13136,청담대우멤버스카운티9차,1,아파트
강남구,청담동,1168010400,11961,청담대우멤버스카운티V,1,아파트
강남구,청담동,1168010400,12706,청담대우멤버스카운티VI,1,아파트
강남구,청담동,1168010400,12705,청담대우멤버스카운티Vll,1,아파트
강남구,청담동,1168010400,14272,청담대우멤버스카운티XII,1,아파트
강남구,청담동,1168010400,11960,청담대우멤버스카운티Ⅲ,1,아파트
강남구,청담동,1168010400,12508,청담대우유로카운티,1,아파트
강남구,청담동,1168010400,34518,청담동빌라,1,아파트
강남구,청담동,1168010400,72,청담동삼성1차,1,아파트
강남구,청담동,1168010400,14265,청담동양파라곤,1,아파트
강남구,청담동,1168010400,39571,청담디에브스,1,아파트
강남구,청담동,1168010400,36781,청담래미안로이뷰,1,아파트
강남구,청담동,1168010400,2092593,청담르엘,1,아파트
강남구,청담동,1168010400,31711,청담린든그로브,1,아파트
강남구,청담동,1168010400,34201,청담마크노빌,1,아파트
강남구,청담동,1168010400,26434,청담매스터빌,1,아파트
강남구,청담동,1168010400,21847,청담범신칼릭스빌,1,아파트
강남구,청담동,1168010400,22865,청담범신칼릭스빌2차,1,아파트
강남구,청담동,1168010400,25968,청담범신칼릭스빌3차,1,아파트
강남구,청담동,1168010400,48144,청담브르넨,1,아파트
강남구,청담동,1168010400,24702,청담상지리츠빌3차,1,아파트
강남구,청담동,1168010400,30496,청담스위트(도시형),1,아파트
강남구,청담동,1168010400,41207,청담스테이,1,아파트
강남구,청담동,1168010400,29800,청담아르지움(도),1,아파트
강남구,청담동,1168010400,67,청담아이파크(청구),1,아파트
강남구,청담동,1168010400,48108,청담어퍼하우스,1,아파트
강남구,청담동,1168010400,29428,청담연세파크빌,1,아파트
강남구,청담동,1168010400,20418,청담영풍마드레빌,1,아파트
강남구,청담동,1168010400,80,청담우방,1,아파트
강남구,청담동,1168010400,62,청담자이,1,아파트
강남구,청담동,1168010400,615704,청담클래스(도),1,아파트
강남구,청담동,1168010400,24280,청담파라곤Ⅱ 1단지,1,아파트
강남구,청담동,1168010400,24281,청담파라곤Ⅱ2단지,1,아파트
강남구,청담동,1168010400,27685,청담파크빌,1,아파트
강남구,청담동,1168010400,31215,청담포레,1,아파트
강남구,청담동,1168010400,64,청담현대3차,1,아파트
강남구,청담동,1168010400,31227,청담현대빌라트,1,아파트
강남구,청담동,1168010400,21386,청담휴먼스타빌,1,아파트
강남구,청담동,1168010400,79,청담힐,1,아파트
강남구,청담동,1168010400,89,프레힐청담,1,아파트
강남구,청담동,1168010400,27042,하우스에딘브로우,1,아파트
강남구,청담동,1168010400,87,한신오페라하우스(1차),1,아파트
강남구,청담동,1168010400,13829,한신오페라하우스2차,1,아파트
강남구,청담동,1168010400,48138,헤스티아,1,아파트
강남구,청담동,1168010400,68,현대(1차),1,아파트
강남구,청담동,1168010400,69,현대(2차),1,아파트
강남구,청담동,1168010400,81,현대(43-1),1,아파트
강남구,청담동,1168010400,82,현대한강.,1,아파트
강남구,청담동,1168010400,20627,호원,1,아파트
강남구,청담동,1168010400,45225,효성청담101,1,아파트
강남구,청담동,1168010400,385925,효성청담101 2차,1,아파트
서초구,내곡동,1165010900,28957,서초더샵포레,1,아파트
서초구,내곡동,1165010900,29663,서초포레스타2단지,1,아파트
서초구,반포동,1165010700,48262,강남원효성,1,아파트
서초구,반포동,1165010700,27554,골드넛멤버스빌리지,1,아파트
서초구,반포동,1165010700,21906,그랑빌.,1,아파트
서초구,반포동,1165010700,1585,그레메빌.,1,아파트
서초구,반포동,1165010700,1059529,그린피아,1,아파트
서초구,반포동,1165010700,24875,금정노블,1,아파트
서초구,반포동,1165010700,614721,노바월드(도),1,아파트
서초구,반포동,1165010700,1024507,노블하우스,1,아파트
서초구,반포동,1165010700,345951,노블하우스2,1,아파트
서초구,반포동,1165010700,1586,다우탑스빌라트,1,아파트
서초구,반포동,1165010700,30585,대백세인트빌,1,아파트
서초구,반포동,1165010700,12909,대성유니드,1,아파트
서초구,반포동,1165010700,352766,더샵반포리버파크,1,아파트
서초구,반포동,1165010700,20826,덕동반포빌라트,1,아파트
서초구,반포동,1165010700,435722,동성라벨뷰,1,아파트
서초구,반포동,1165010700,37155,드림펠리스,1,아파트
서초구,반포동,1165010700,44454,디에이치반포라클라스,1,아파트
서초구,반포동,1165010700,1587,라인,1,아파트
서초구,반포동,1165010700,20993,랑쉐빌,1,아파트
서초구,반포동,1165010700,381587,래미안원베일리,1,아파트
서초구,반포동,1165010700,1095811,래미안원펜타스,1,아파트
서초구,반포동,1165010700,21363,래미안퍼스티지,1,아파트
서초구,반포동,1165010700,29839,레베빌,1,아파트
서초구,반포동,1165010700,800339,레이나(도),1,아파트
서초구,반포동,1165010700,1075803,리더스빌,1,아파트
서초구,반포동,1165010700,1602,몽마르뜨빌,1,아파트
서초구,반포동,1165010700,2099931,몽마르뜨파크,1,아파트
서초구,반포동,1165010700,12275,반포3차상지리츠빌,1,아파트
서초구,반포동,1165010700,14674,반포SK뷰,1,아파트
서초구,반포동,1165010700,20483,반포SK아펠바움,1,아파트
서초구,반포동,1165010700,34483,반포TS프리우스.,1,아파트
서초구,반포동,1165010700,24298,반포대우멤버스카운티1차,1,아파트
서초구,반포동,1165010700,24302,반포대우멤버스카운티2차,1,아파트
서초구,반포동,1165010700,1597,반포두산힐스빌,1,아파트
서초구,반포동,1165010700,31983,반포래미안아이파크,1,아파트
서초구,반포동,1165010700,2140518,반포래미안트리니원,1,아파트
서초구,반포동,1165010700,14748,반포롯데캐슬오스카,1,아파트
서초구,반포동,1165010700,30699,반포루이캐슬,1,아파트
서초구,반포동,1165010700,23387,반포리체,1,아파트
서초구,반포동,1165010700,1576,반포미도(1차),1,아파트
서초구,반포동,1165010700,1596,반포미도2차,1,아파트
서초구,반포동,1165010700,1588,반포빌라트.,1,아파트
서초구,반포동,1165010700,20392,반포샤인힐4차,1,아파트
서초구,반포동,1165010700,37156,반포서래빌,1,아파트
서초구,반포동,1165010700,20641,반포서래월드메르디앙라스칼라,1,아파트
서초구,반포동,1165010700,47483,반포센트레빌아스테리움,1,아파트
서초구,반포동,1165010700,31997,반포써밋,1,아파트
서초구,반포동,1165010700,18539,반포쎄레노,1,아파트
서초구,반포동,1165010700,26393,반포아펠바움2차,1,아파트
서초구,반포동,1165010700,36076,반포이안애1차,1,아파트
서초구,반포동,1165010700,15891,반포자이,1,아파트
서초구,반포동,1165010700,20237,반포파크아파트1동,1,아파트
서초구,반포동,1165010700,19756,반포팰리스,1,아파트
서초구,반포동,1165010700,1584,반포푸르지오,1,아파트
서초구,반포동,1165010700,43202,반포피카소빌,1,아파트
서초구,반포동,1165010700,23679,"반포훼밀리(101동,102동)",1,아파트
서초구,반포동,1165010700,12015,"반포훼밀리(103,104동)",1,아파트
서초구,반포동,1165010700,22577,반포훼밀리(49-6),1,아파트
서초구,반포동,1165010700,22428,반포힐스테이트,1,아파트
서초구,반포동,1165010700,29556,베로니스6차,1,아파트
서초구,반포동,1165010700,21459,보아스힐,1,아파트
서초구,반포동,1165010700,1603,브리앙뜨,1,아파트
서초구,반포동,1165010700,434159,브리앙뜨3차,1,아파트
서초구,반포동,1165010700,477458,비버리힐즈,1,아파트
서초구,반포동,1165010700,40715,비엥에뜨르,1,아파트
서초구,반포동,1165010700,18543,산호.,1,아파트
서초구,반포동,1165010700,20670,삼광,1,아파트
서초구,반포동,1165010700,1606,삼성에이스빌,1,아파트
서초구,반포동,1165010700,42263,삼정,1,아파트
서초구,반포동,1165010700,1601,삼창골든,1,아파트
서초구,반포동,1165010700,1580,삼호가든5차.,1,아파트
서초구,반포동,1165010700,26838,상지리츠빌2차,1,아파트
서초구,반포동,1165010700,28043,새서울,1,아파트
서초구,반포동,1165010700,26571,새티스,1,아파트
서초구,반포동,1165010700,864001,서래더하임(도),1,아파트
서초구,반포동,1165010700,29174,서래루체,1,아파트
서초구,반포동,1165010700,44678,서래마을더루첸티,1,아파트
서초구,반포동,1165010700,42923,서래아르드빌,1,아파트
서초구,반포동,1165010700,323748,서초블랑빌.,1,아파트
서초구,반포동,1165010700,26960,선데일,1,아파트
서초구,반포동,1165010700,12466,솔레뉴,1,아파트
서초구,반포동,1165010700,1604,신구노빌리티,1,아파트
서초구,반포동,1165010700,1578,신반포궁전,1,아파트
서초구,반포동,1165010700,23677,신성리더스카운티,1,아파트
서초구,반포동,1165010700,25793,써니힐.,1,아파트
서초구,반포동,1165010700,31874,아델스빌1,1,아파트
서초구,반포동,1165010700,28770,아크로리버파크,1,아파트
서초구,반포동,1165010700,36737,에이아이디차관,1,아파트
서초구,반포동,1165010700,22977,엘리제빌,1,아파트
서초구,반포동,1165010700,1589,엠브이,1,아파트
서초구,반포동,1165010700,25486,예당하우스.,1,아파트
서초구,반포동,1165010700,33409,오성,1,아파트
서초구,반포동,1165010700,424269,위더스하임(도),1,아파트
서초구,반포동,1165010700,1590,일신반포빌라트,1,아파트
서초구,반포동,1165010700,27316,장원빌라트,1,아파트
서초구,반포동,1165010700,23082,정광,1,아파트
서초구,반포동,1165010700,36337,주공1단지,1,아파트
서초구,반포동,1165010700,1591,청광아트12차.,1,아파트
서초구,반포동,1165010700,488974,타운빌,1,아파트
서초구,반포동,1165010700,1605,태평아트,1,아파트
서초구,반포동,1165010700,1599,테마하우스,1,아파트
서초구,반포동,1165010700,28303,팔라디오.,1,아파트
서초구,반포동,1165010700,38871,펠리체.,1,아파트
서초구,반포동,1165010700,38908,프라임빌라트,1,아파트
서초구,반포동,1165010700,26029,프레스턴클래식,1,아파트
서초구,반포동,1165010700,29840,하늘바람.,1,아파트
서초구,반포동,1165010700,1583,한신서래,1,아파트
서초구,반포동,1165010700,1593,현대동궁,1,아파트
서초구,반포동,1165010700,1594,현대반포빌라트,1,아파트
서초구,반포동,1165010700,39331,효성(551-42),1,아파트
서초구,반포동,1165010700,346382,효성(69-1).,1,아파트
서초구,방배동,1165010100,1622,(구)삼호2차.,1,아파트
서초구,방배동,1165010100,1623,(구)삼호3차.,1,아파트
서초구,방배동,1165010100,1663,강남아트빌,1,아파트
서초구,방배동,1165010100,16582,강임하이빌,1,아파트
서초구,방배동,1165010100,1616,공작빌라트.,1,아파트
서초구,방배동,1165010100,20520,광해리드빌,1,아파트
서초구,방배동,1165010100,33855,그랑시엘3차,1,아파트
서초구,방배동,1165010100,1657,그랑씨엘2000,1,아파트
서초구,방배동,1165010100,24865,그린,1,아파트
서초구,방배동,1165010100,28577,나스빌.,1,아파트
서초구,방배동,1165010100,28810,나스빌3차,1,아파트
서초구,방배동,1165010100,33781,나스빌Ⅱ,1,아파트
서초구,방배동,1165010100,35964,나인빌.,1,아파트
서초구,방배동,1165010100,26793,네스코,1,아파트
서초구,방배동,1165010100,12195,네스코뮤즈빌,1,아파트
서초구,방배동,1165010100,41461,노블씨티,1,아파트
서초구,방배동,1165010100,18279,노블하우스3차,1,아파트
서초구,방배동,1165010100,21523,노블하임.,1,아파트
서초구,방배동,1165010100,33932,노블힐스,1,아파트
서초구,방배동,1165010100,29023,뉴캐슬,1,아파트
서초구,방배동,1165010100,18761,다솔,1,아파트
서초구,방배동,1165010100,24262,다움7차샤인힐,1,아파트
서초구,방배동,1165010100,545724,다원하이빌(도),1,아파트
서초구,방배동,1165010100,25287,다이너스티힐,1,아파트
서초구,방배동,1165010100,2136766,대건딜라이트,1,아파트
서초구,방배동,1165010100,1655,대우로얄빌라트,1,아파트
서초구,방배동,1165010100,1611,대우효령,1,아파트
서초구,방배동,1165010100,500534,더로드,1,아파트
서초구,방배동,1165010100,38622,더헤렌,1,아파트
서초구,방배동,1165010100,28139,덕산럭스,1,아파트
서초구,방배동,1165010100,1664,덕산홈타운,1,아파트
서초구,방배동,1165010100,340032,동광(라파예트),1,아파트
서초구,방배동,1165010100,1619,동광빌라트.,1,아파트
서초구,방배동,1165010100,12990,동부센트레빌,1,아파트
서초구,방배동,1165010100,1508443,두오모,1,아파트
서초구,방배동,1165010100,1620,두원,1,아파트
서초구,방배동,1165010100,384211,드림캐쳐(도),1,아파트
서초구,방배동,1165010100,26156,라온채,1,아파트
서초구,방배동,1165010100,1089194,라파르오뜨서래,1,아파트
서초구,방배동,1165010100,13069,래미안방배아트힐,1,아파트
서초구,방배동,1165010100,14117,래미안방배에버뉴,1,아파트
서초구,방배동,1165010100,1682100,래미안원페를라,1,아파트
서초구,방배동,1165010100,1077794,레베빌,1,아파트
서초구,방배동,1165010100,2145815,레베빌(799-6),1,아파트
서초구,방배동,1165010100,23285,레베빌2,1,아파트
서초구,방배동,1165010100,29159,렉스빌,1,아파트
서초구,방배동,1165010100,600803,로얄캐슬(도),1,아파트
서초구,방배동,1165010100,2146458,롯데(987-1),1,아파트
서초구,방배동,1165010100,2148455,롯데빌라트2차,1,아파트
서초구,방배동,1165010100,1660,롯데캐슬파크,1,아파트
서초구,방배동,1165010100,432610,루바토(도),1,아파트
서초구,방배동,1165010100,24673,루이스캐슬,1,아파트
서초구,방배동,1165010100,34155,르가든5차,1,아파트
서초구,방배동,1165010100,31936,르가든6차,1,아파트
서초구,방배동,1165010100,31945,리가든1차.,1,아파트
서초구,방배동,1165010100,42722,리가든7차,1,아파트
서초구,방배동,1165010100,36882,리베하임,1,아파트
서초구,방배동,1165010100,43904,리벨루스,1,아파트
서초구,방배동,1165010100,29072,리전트가든,1,아파트
서초구,방배동,1165010100,42281,리치팰리스,1,아파트
서초구,방배동,1165010100,41873,멤버스빌,1,아파트
서초구,방배동,1165010100,1649,멤피스빌,1,아파트
서초구,방배동,1165010100,1089978,바흐하우스반포캐슬(민간임대),1,아파트
서초구,방배동,1165010100,27928,방배(명지해드는터),1,아파트
서초구,방배동,1165010100,1639,방배1차현대,1,아파트
서초구,방배동,1165010100,12427,방배2차e-편한세상,1,아파트
서초구,방배동,1165010100,20223,방배2차상지리츠빌,1,아파트
서초구,방배동,1165010100,1615,방배2차현대홈타운,1,아파트
서초구,방배동,1165010100,13993,방배3차e-편한세상,1,아파트
서초구,방배동,1165010100,12622,방배3차현대홈타운,1,아파트
서초구,방배동,1165010100,26733,방배CJ나인빌리지,1,아파트
서초구,방배동,1165010100,30529,방배CJ나인빌리지2차,1,아파트
서초구,방배동,1165010100,14559,방배IPARK,1,아파트
서초구,방배동,1165010100,20516,방배N스위트,1,아파트
서초구,방배동,1165010100,12303,방배e-편한세상(1차),1,아파트
서초구,방배동,1165010100,35220,방배갤러리하우스,1,아파트
서초구,방배동,1165010100,29040,방배그랑씨엘,1,아파트
서초구,방배동,1165010100,45354,방배그랑자이,1,아파트
서초구,방배동,1165010100,1642,방배금강(프리빌),1,아파트
서초구,방배동,1165010100,46099,방배노블루체서리풀(도),1,아파트
서초구,방배동,1165010100,43165,방배다움샤인힐,1,아파트
서초구,방배동,1165010100,12460,방배대성유니드,1,아파트
서초구,방배동,1165010100,1618,방배대우(대우사원),1,아파트
서초구,방배동,1165010100,20153,방배대우멤버스카운티,1,아파트
서초구,방배동,1165010100,18073,방배대우멤버스카운티201,1,아파트
서초구,방배동,1165010100,12720,방배대우멤버스카운티301,1,아파트
서초구,방배동,1165010100,12719,방배대우멤버스카운티V,1,아파트
서초구,방배동,1165010100,20486,방배대우멤버스카운티Ⅵ,1,아파트
서초구,방배동,1165010100,1644,방배대우유로카운티,1,아파트
서초구,방배동,1165010100,2144447,방배더유엘포레,1,아파트
서초구,방배동,1165010100,13141,방배동 동양파라곤,1,아파트
서초구,방배동,1165010100,1636,방배동 빌라트,1,아파트
서초구,방배동,1165010100,24745,방배동 아파트,1,아파트
서초구,방배동,1165010100,12718,방배동롯데캐슬포레스트,1,아파트
서초구,방배동,1165010100,1621,방배동빌라트,1,아파트
서초구,방배동,1165010100,12327,방배래미안(1차),1,아파트
서초구,방배동,1165010100,13180,방배래미안타워,1,아파트
서초구,방배동,1165010100,30121,방배렉슬,1,아파트
서초구,방배동,1165010100,41360,방배렉슬Ⅱ.,1,아파트
서초구,방배동,1165010100,21667,방배롯데캐슬로제,1,아파트
서초구,방배동,1165010100,26102,방배롯데캐슬아르떼,1,아파트
서초구,방배동,1165010100,14684,방배롯데캐슬오스카,1,아파트
서초구,방배동,1165010100,20176,방배리치빌,1,아파트
서초구,방배동,1165010100,29524,방배베벌리힐즈2차,1,아파트
서초구,방배동,1165010100,12016,방배브라운가,1,아파트
서초구,방배동,1165010100,12236,방배블레스밸리,1,아파트
서초구,방배동,1165010100,40267,방배비젼21빌라트,1,아파트
서초구,방배동,1165010100,427729,방배빌리지5차(도),1,아파트
