시작연도,매수기간(개월),매수전략,경과개월,날짜,월봉종가(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2013,24,24개월,50,2017-02-28,121.99009704589844,1129.17,분할매수,0.0,797.3373482795105,1000000.0,1000000.0,7.259656834436199,0.0,0.0,790.0776914450743,108831272.5330678,108831272.5330678
2013,24,24개월,51,2017-03-31,124.46268463134766,1117.48,분할매수,0.0,790.0776914450743,1000000.0,1000000.0,7.189870637625688,0.0,0.0,782.8878208074486,108887608.7297701,108887608.7297701
2013,24,24개월,52,2017-04-30,127.85678100585938,1136.99,분할매수,0.0,782.8878208074486,1000000.0,1000000.0,6.878909388273054,0.0,0.0,776.0089114191755,112809875.46399301,112809875.46399301
2013,24,24개월,53,2017-05-31,132.83982849121094,1119.58,분할매수,0.0,776.0089114191755,1000000.0,1000000.0,6.723827484841628,0.0,0.0,769.2850839343339,114411781.93054928,114411781.93054928
2013,24,24개월,54,2017-06-30,129.7606201171875,1143.75,분할매수,0.0,769.2850839343339,1000000.0,1000000.0,6.737922022113567,0.0,0.0,762.5471619122203,113172452.78434119,113172452.78434119
2013,24,24개월,55,2017-07-31,135.03062438964844,1121.86,분할매수,0.0,762.5471619122203,1000000.0,1000000.0,6.601293778106013,0.0,0.0,755.9458681341143,114514804.755592,114514804.755592
2013,24,24개월,56,2017-08-31,137.83058166503906,1122.36,분할매수,0.0,755.9458681341143,1000000.0,1000000.0,6.464310826655544,0.0,0.0,749.4815573074588,115941447.96023364,115941447.96023364
2013,24,24개월,57,2017-09-30,137.42367553710938,1142.57,분할매수,0.0,749.4815573074588,1000000.0,1000000.0,6.368770851011641,0.0,0.0,743.1127864564472,116680722.833419,116680722.833419
2013,24,24개월,58,2017-10-31,143.75393676757812,1115.68,분할매수,0.0,743.1127864564472,1000000.0,1000000.0,6.235059543585786,0.0,0.0,736.8777269128615,118182949.45890489,118182949.45890489
2013,24,24개월,59,2017-11-30,146.58836364746094,1084.79,분할매수,0.0,736.8777269128615,1000000.0,1000000.0,6.288612434035044,0.0,0.0,730.5891144788264,116176520.99607114,116176520.99607114
2013,24,24개월,60,2017-12-31,147.4724578857422,1067.42,분할매수,0.0,730.5891144788264,1000000.0,1000000.0,6.352632697256352,0.0,0.0,724.2364817815701,114005722.7130984,114005722.7130984
2013,24,24개월,61,2018-01-31,160.3867645263672,1068.33,분할매수,0.0,724.2364817815701,1000000.0,1000000.0,5.836144677053632,0.0,0.0,718.4003371045164,123095018.51952027,123095018.51952027
2013,24,24개월,62,2018-02-28,158.31326293945312,1082.12,분할매수,0.0,718.4003371045164,1000000.0,1000000.0,5.837236320435129,0.0,0.0,712.5631007840813,122071998.06002787,122071998.06002787
2013,24,24개월,63,2018-03-31,151.85598754882812,1060.99,분할매수,0.0,712.5631007840813,1000000.0,1000000.0,6.206643328959487,0.0,0.0,706.3564574551218,113806516.66567394,113806516.66567394
2013,24,24개월,64,2018-04-30,152.62405395507812,1069.07,분할매수,0.0,706.3564574551218,1000000.0,1000000.0,6.1287354100497975,0.0,0.0,700.227722045072,114253214.60228978,114253214.60228978
2013,24,24개월,65,2018-05-31,161.28231811523438,1080.75,분할매수,0.0,700.227722045072,1000000.0,1000000.0,5.737041597891439,0.0,0.0,694.4906804471806,121053799.00024255,121053799.00024255
2013,24,24개월,66,2018-06-30,163.12913513183594,1111.79,분할매수,0.0,694.4906804471806,1000000.0,1000000.0,5.51373263308745,0.0,0.0,688.9769478140931,124956539.18356504,124956539.18356504
2013,24,24개월,67,2018-07-31,167.69081115722656,1112.75,분할매수,0.0,688.9769478140931,1000000.0,1000000.0,5.359115678294478,0.0,0.0,683.6178321357986,127561686.13873954,127561686.13873954
2013,24,24개월,68,2018-08-31,177.38446044921875,1116.5,분할매수,0.0,683.6178321357986,1000000.0,1000000.0,5.049236363780962,0.0,0.0,678.5685957720176,134390340.81262395,134390340.81262395
2013,24,24개월,69,2018-09-30,176.88490295410156,1109.76,분할매수,0.0,678.5685957720176,1000000.0,1000000.0,5.094248957156222,0.0,0.0,673.4743468148614,132202872.78437549,132202872.78437549
2013,24,24개월,70,2018-10-31,161.68040466308594,1140.78,분할매수,0.0,673.4743468148614,1000000.0,1000000.0,5.421765302867049,0.0,0.0,668.0525815119944,123216801.94432719,123216801.94432719
2013,24,24개월,71,2018-11-30,161.25192260742188,1118.61,분할매수,0.0,668.0525815119944,1000000.0,1000000.0,5.543912933446721,0.0,0.0,662.5086685785477,119501997.33145116,119501997.33145116
2013,24,24개월,72,2018-12-31,147.28639221191406,1112.85,분할매수,0.0,662.5086685785477,1000000.0,1000000.0,6.10099607549128,0.0,0.0,656.4076725030565,107590246.63857034,107590246.63857034
2013,24,24개월,73,2019-01-31,160.5579376220703,1111.82,분할매수,0.0,656.4076725030565,1000000.0,1000000.0,5.6018791685225855,0.0,0.0,650.8057933345339,116176335.43248567,116176335.43248567
2013,24,24개월,74,2019-02-28,165.360595703125,1124.65,분할매수,0.0,650.8057933345339,1000000.0,1000000.0,5.372013,24,24개월,71,2018-11-30,161.25198364257812,1118.61,분할매수,0.0,668.0526739983944,1000000.0,1000000.0,5.543910835031654,0.0,0.0,662.5087631633628,119502059.62495068,119502059.62495068
2013,24,24개월,72,2018-12-31,147.2863311767578,1112.85,분할매수,0.0,6622013,24,24개월,76,2019-04-30,181.30079650878906,1165.1,분할매수,0.0,640.3076404032976,1000000.0,1000000.0,4.7340962743303505,0.0,0.0,635.5735441289672,134254461.1049066,134254461.1049066
2013,24,24개월,77,2019-05-31,166.38853454589844,1190.5,분할매수,0.0,635.5735441289672,1000000.0,1000000.0,5.04832380805832,0.0,0.0,630.5252203209089,124897935.29377839,124897935.29377839
2013,24,24개월,78,2019-06-30,179.01747131347656,1154.58,분할매수,0.0,630.5252203209089,1000000.0,1000000.0,4.838163619741893,0.0,0.0,625.6870567011671,129323252.76228386,129323252.76228386
2013,24,24개월,79,2019-07-31,183.19715881347656,1182.74,분할매수,0.0,625.6870567011671,1000000.0,1000000.0,4.615215465287106,0.0,0.0,621.07184123588,134570497.50054172,134570497.50054172
2013,24,24개월,80,2019-08-31,179.71726989746094,1211.32,분할매수,0.0,621.07184123588,1000000.0,1000000.0,4.593580161601987,0.0,0.0,616.4782610742781,134204311.10083959,134204311.10083959
2013,24,24개월,81,2019-09-30,181.36688232421875,1195.85,분할매수,0.0,616.4782610742781,1000000.0,1000000.0,4.610683430039432,0.0,0.0,611.8675776442386,132706482.00607556,132706482.00607556
2013,24,24개월,82,2019-10-31,189.31085205078125,1169.1,분할매수,0.0,611.8675776442386,1000000.0,1000000.0,4.51827675888763,0.0,0.0,607.349300885351,134420561.93009222,134420561.93009222
2013,24,24개월,83,2019-11-30,197.01467895507812,1181.33,분할매수,0.0,607.349300885351,1000000.0,1000000.0,4.296652014518815,0.0,0.0,603.0526488708322,140354081.9300835,140354081.9300835
2013,24,24개월,84,2019-12-31,204.6714324951172,1155.46,분할매수,0.0,603.0526488708322,1000000.0,1000000.0,4.228514802495237,0.0,0.0,598.8241340683369,141615711.9078718,141615711.9078718
2013,24,24개월,85,2020-01-31,210.8902587890625,1191.3,분할매수,0.0,598.8241340683369,1000000.0,1000000.0,3.9803598648300094,0.0,0.0,594.8437742035069,149444722.18692496,149444722.18692496
2013,24,24개월,86,2020-02-29,198.11570739746094,1214.92,분할매수,0.0,594.8437742035069,1000000.0,1000000.0,4.154640104773938,0.0,0.0,590.6891340987329,142175764.7359141,142175764.7359141
2013,24,24개월,87,2020-03-31,183.68133544921875,1218.92,분할매수,0.0,590.6891340987329,1000000.0,1000000.0,4.466422151437308,0.0,0.0,586.2227119472956,131251075.70914394,131251075.70914394
2013,24,24개월,88,2020-04-30,211.185302734375,1203.95,분할매수,0.0,586.2227119472956,1000000.0,1000000.0,3.933035427296478,0.0,0.0,582.2896765199991,148050961.47335193,148050961.47335193
2013,24,24개월,89,2020-05-31,225.12539672851562,1236.61,분할매수,0.0,582.2896765199991,1000000.0,1000000.0,3.5920531547728625,0.0,0.0,578.6976233652263,161104972.12333685,161104972.12333685
2013,24,24개월,90,2020-06-30,239.27828979492188,1200.5,분할매수,0.0,578.6976233652263,1000000.0,1000000.0,3.4812446061893354,0.0,0.0,575.216378759037,165232968.04147422,165232968.04147422
2013,24,24개월,91,2020-07-31,256.85699462890625,1192.68,분할매수,0.0,575.216378759037,1000000.0,1000000.0,3.264259423898816,0.0,0.0,571.9521193351381,175216502.44697806,175216502.44697806
2013,24,24개월,92,2020-08-31,284.9692077636719,1187.48,분할매수,0.0,571.9521193351381,1000000.0,1000000.0,2.9551243547710992,0.0,0.0,568.996994980367,192545871.7369073,192545871.7369073
2013,24,24개월,93,2020-09-30,268.5018615722656,1165.97,분할매수,0.0,568.996994980367,1000000.0,1000000.0,3.194223662650429,0.0,0.0,565.8027713177166,177133109.9739703,177133109.9739703
2013,24,24개월,94,2020-10-31,260.3262634277344,1133.99,분할매수,0.0,565.8027713177166,1000000.0,1000000.0,3.3874491952547454,0.0,0.0,562.4153221224619,166029153.41440764,166029153.41440764
2013,24,24개월,95,2020-11-30,289.5498352050781,1105.79,분할매수,0.0,562.4153221224619,1000000.0,1000000.0,3.123230375020396,0.0,0.0,559.2920917474415,179074875.87872514,179074875.87872514
2013,24,24개월,96,2020-12-31,303.74481201171875,1086.11,분할매수,0.0,559.2920917474415,1000000.0,1000000.0,3.0312190300273425,0.0,0.0,556.2608727174141,183510616.4243092,183510616.4243092
2013,24,24개월,97,2021-01-31,304.5387268066406,1118.35,분할매수,0.0,556.2608727174141,1000000.0,1000000.0,2.9361600831923074,0.0,0.0,553.3247126342218,188451820.39006048,188451820.39006048
2013,24,24개월,98,2021-02-28,304.1322326660156,1123.36,분할매수,0.0,553.3247126342218,1000000.0,1000000.0,2.9269721768865664,0.0,0.0,550.3977404573352,188043379.70947018,188043379.70947018
2013,24,24개월,99,2021-03-31,309.3534240722656,1126.72,분할매수,0.0,550.3977404573352,1000000.0,1000000.0,2.8689902295793304,0.0,0.0,547.5287502277558,190843713.785682,190843713.785682
2013,24,24개월,100,2021-04-30,327.6356201171875,1115.58,분할매수,0.0,547.5287502277558,1000000.0,1000000.0,2.7359500783031816,0.0,0.0,544.7928001494527,199123808.75287372,199123808.75287372
2013,24,24개월,101,2021-05-31,323.699951171875,1114.48,분할매수,0.0,544.7928001494527,1000000.0,1000000.0,2.7719480508511976,0.0,0.0,542.0208520986015,195537882.44053137,195537882.44053137
2013,24,24개월,102,2021-06-30,343.9704895019531,1130.42,분할매수,0.0,542.0208520986015,1000000.0,1000000.0,2.5718106053076837,0.0,0.0,539.4490414932939,209754575.3874655,209754575.3874655
2013,24,24개월,103,2021-07-31,353.8113098144531,1151.86,분할매수,0.0,539.4490414932939,1000000.0,1000000.0,2.4537402766897563,0.0,0.0,536.9953012166042,218847653.24105254,218847653.24105254
2013,24,24개월,104,2021-08-31,368.7373352050781,1158.32,분할매수,0.0,536.9953012166042,1000000.0,1000000.0,2.341285266180246,0.0,0.0,534.654015950424,228359193.846848,228359193.846848
2013,24,24개월,105,2021-09-30,347.78155517578125,1183.7,분할매수,0.0,534.654015950424,1000000.0,1000000.0,2.4291358706863795,0.0,0.0,532.2248800797375,219100498.45394257,219100498.45394257
2013,24,24개월,106,2021-10-31,375.1310119628906,1174.94,분할매수,0.0,532.2248800797375,1000000.0,1000000.0,2.2688267923560685,0.0,0.0,529.9560532873815,233581538.7374932,233581538.7374932
