start_year,date,usdkrw,monthly_return,balance_before_withdrawal_usd,requested_withdrawal_krw,withdrawal_usd,withdrawal_krw,ending_balance_usd,ending_balance_krw
2003,2004-05-31,1165.0,0.05119402108986293,110749.14402455183,1000000,858.3690987124463,1000000.0,109890.77492583939,128022752.78860289
2003,2004-06-30,1156.0,0.032557891622640556,113468.58686620285,1000000,865.0519031141869,1000000.0,112603.53496308866,130169686.41733049
2003,2004-07-31,1170.0,-0.07551656300902898,104100.10302000918,1000000,854.7008547008547,1000000.0,103245.40216530832,120797120.53341073
2003,2004-08-31,1152.0,-0.024936358022585647,100670.83785272835,1000000,868.0555555555555,1000000.0,99802.78229717279,114972805.20634305
2003,2004-09-30,1152.0,0.03292263646333482,103088.55301677196,1000000,868.0555555555555,1000000.0,102220.4974612164,117758013.07532129
2003,2004-10-31,1120.0,0.0500852460299972,107340.23622587012,1000000,892.8571428571429,1000000.0,106447.37908301297,119221064.57297453
2003,2004-11-30,1048.0,0.06016225106132311,112851.49302822503,1000000,954.1984732824427,1000000.0,111897.29455494258,117268364.69357982
2003,2004-12-31,1035.1,0.030223860741775743,115279.26280295262,1000000,966.0902328277461,1000000.0,114313.17257012488,118325564.92733625
2003,2005-01-31,1026.85,-0.06312655549361179,107096.97573822607,1000000,973.852071870283,1000000.0,106123.1236663558,108972529.53679743
2003,2005-02-28,1000.85,-0.004812473647889504,105612.40893027974,1000000,999.1507218863966,1000000.0,104613.25820839334,104702179.47787048
2003,2005-03-31,1015.4,-0.017463792725547322,102786.31395069779,1000000,984.8335631278314,1000000.0,101801.48038756996,103369223.18553853
2003,2005-04-30,997.0,-0.04347840209213183,97375.31468970492,1000000,1003.0090270812437,1000000.0,96372.30566262366,96083188.7456358
2003,2005-05-31,1005.0,0.08862187384131648,104912.99997685349,1000000,995.0248756218906,1000000.0,103917.9751012316,104437564.97673775
2003,2005-06-30,1034.5,-0.033245372398692075,100463.18332007315,1000000,966.6505558240696,1000000.0,99496.53276424907,102929163.14461567
2003,2005-07-31,1026.5,0.07612768726278474,107070.97369425725,1000000,974.184120798831,1000000.0,106096.78957345842,108908354.49715507
2003,2005-08-31,1039.0,-0.015158898699413115,104488.47908798141,1000000,962.4639076034649,1000000.0,103526.01518037794,107563529.77241269
2003,2005-09-30,1042.4,0.012314310815286778,104800.86670877722,1000000,959.3246354566385,1000000.0,103841.54207332058,108244423.45722939
2003,2005-10-31,1043.5,-0.014951795674945645,102288.92455366903,1000000,958.3133684714902,1000000.0,101330.61118519754,105738492.77175364
2003,2005-11-30,1037.4,0.06097201713007916,107508.9429461828,1000000,963.948332369385,1000000.0,106544.99461381341,110529777.41237004
2003,2005-12-31,1010.0,-0.01776201383831899,104652.54094507924,1000000,990.0990099009902,1000000.0,103662.44193517824,104699066.35453002
2003,2006-01-31,958.9,0.039346612564484795,107741.2078754901,1000000,1042.8616122640526,1000000.0,106698.34626322605,102313044.23180746
2003,2006-02-28,970.9,-0.021428623853172013,104411.94753539587,1000000,1029.9721907508497,999999.9999999999,103381.97534464502,100373559.86211585
2003,2006-03-31,971.4,0.020910234906168057,105543.71673416522,1000000,1029.4420424130121,1000000.0,104514.27469175222,101525166.4355681
2003,2006-04-30,942.8,-0.0019081850192037564,104314.84211849247,1000000,1060.6703436571913,999999.9999999999,103254.17177483528,97348033.1493147
2003,2006-05-31,945.3,-0.07240153317881781,95778.41143122819,1000000,1057.8652279699568,1000000.0000000001,94720.54620325823,89539332.32594
2003,2006-06-30,948.5,-0.0006157180135699658,94662.22505670569,1000000,1054.2962572482868,1000000.0,93607.9287994574,88787120.46628535
2003,2006-07-31,954.9,-0.04307416930709762,89575.84502586283,1000000,1047.2300764477957,1000000.0000000001,88528.61494941503,84535974.4151964
2003,2006-08-31,961.1,0.04770840066198789,92752.17358147257,1000000,1040.4744563520965,999999.9999999999,91711.69912512047,88144114.02915329
2003,2006-09-30,946.0,0.04639545559252767,95966.70518919526,1000000,1057.0824524312895,999999.9999999999,94909.62273676397,89784503.10897872
2003,2006-10-31,942.2,0.04747958280208109,99415.89202820843,1000000,1061.3457864572276,999999.9999999999,98354.5462417512,92669653.46897799
2003,2006-11-30,929.0,0.03428813949609033,101726.94064336304,1000000,1076.4262648008612,1000000.0,100650.51437856218,93504327.85768427
2003,2006-12-31,930.0,-0.018788356291423947,98759.45665350267,1000000,1075.268817204301,1000000.0,97684.18783629837,90846294.68775748
2003,2007-01-31,941.0,0.021084443329154823,99743.80455888732,1000000,1062.6992561105208,1000000.0,98681.1053027768,92858920.08991298
2003,2007-02-28,942.3,-0.016791307586762727,97024.12051063616,1000000,1061.2331529236974,1000000.0,95962.88735771246,90425828.75717245
2003,2007-03-31,941.1,0.005248758726990266,96466.57340019844,1000000,1062.5863351397302,1000000.0000000001,95403.98706505871,89784692.22692676
2003,2007-04-30,931.0,0.05582274575142021,100729.69957866326,1000000,1074.1138560687432,999999.9999999999,99655.58572259452,92779350.3077355
2003,2007-05-31,927.4,0.03154988448006435,102799.70793993553,1000000,1078.2833728703904,1000000.0,101721.42456706514,94336449.14349622
2003,2007-06-30,922.6,0.004792539810476226,102208.92854388116,1000000,1083.8933448948624,1000000.0,101125.0351989863,93297957.47458476
2003,2007-07-31,919.0,-0.0014709934021578386,100976.2809394156,1000000,1088.139281828074,1000000.0,99888.14165758753,91797202.18332294
2003,2007-08-31,938.1,0.028193455294236225,102704.33351383507,1000000,1065.9844366272253,1000000.0,101638.34907720784,95346935.26932867
2003,2007-09-30,913.6,0.05252121735498427,106976.51890069364,1000000,1094.5709281961472,1000000.0000000001,105881.9479724975,96733747.6676737
2003,2007-10-31,903.2,0.07041411232169592,113337.5313498729,1000000,1107.1744906997342,1000000.0,112230.35685917316,101366458.3152052
2003,2007-11-30,920.9,-0.06759928505664514,104643.6649738409,1000000,1085.894233901618,1000000.0,103557.77073993928,95366351.07441008
2003,2007-12-31,935.8,-0.0007136233362974309,103483.86949808433,1000000,1068.604402650139,1000000.0000000001,102415.2650954342,95840205.07630731
2003,2008-01-31,943.4,-0.11889880316413437,90238.21264984952,1000000,1059.99576001696,1000000.0000000001,89178.21688983256,84130729.81386803
2003,2008-02-29,942.8,-0.048304570305851335,84870.50144232718,1000000,1060.6703436571913,999999.9999999999,83809.83109867,79015908.75982606
2003,2008-03-31,988.6,0.01872312526322939,85379.01306462049,1000000,1011.5314586283633,1000000.0,84367.48160599213,83405692.31568383
2003,2008-04-30,1005.0,0.07982582909327562,91102.18577370213,1000000,995.0248756218906,1000000.0,90107.16089808024,90557696.70257065
2003,2008-05-31,1028.5,0.0593094480883154,95451.36687975042,1000000,972.2897423432182,999999.9999999999,94479.0771374072,97171730.83582331
2003,2008-06-30,1046.8,-0.09615041012410097,85394.87512249894,1000000,955.2923194497516,1000000.0,84439.58280304918,88391355.27823187
2003,2008-07-31,1011.5,0.006420301387366489,84981.71037366825,1000000,988.6307464162136,1000000.0,83993.07962725204,84959000.04296544
2003,2008-08-31,1089.0,0.01451817426958546,85212.50579471965,1000000,918.2736455463728,1000000.0,84294.23214917327,91796418.81044969
2003,2008-09-30,1206.3,-0.1557623342634049,71164.36578467669,1000000,828.9811821271658,1000000.0,70335.38460254951,84845574.44605547
2003,2008-10-31,1277.5,-0.15471630480069787,59453.35380010715,1000000,782.7788649706458,1000000.0,58670.5749351365,74951659.47963688
2003,2008-11-30,1468.0,-0.1146243720180371,51945.49712725929,1000000,681.1989100817439,1000000.0,51264.298217177544,75255989.78281663
2003,2008-12-31,1262.0,0.022773970531525967,52431.7898340949,1000000,792.3930269413629,1000000.0,51639.39680715354,65168918.77062777
2003,2009-01-31,1380.0,-0.02286518491146372,50458.65245044153,1000000,724.6376811594203,1000000.0,49734.014769282105,68632940.3816093
2003,2009-02-28,1532.8,-0.052649331247303865,47115.55215143587,1000000,652.400835073069,1000000.0,46463.151316362804,71218718.3377209
2003,2009-03-31,1372.3,0.10316482512350666,51256.5141966024,1000000,728.7036362311449,1000000.0,50527.810560371254,69339314.43199746
2003,2009-04-30,1277.0,0.13060718908036995,57127.105868046776,1000000,783.0853563038371,1000000.0,56344.020511742936,71951314.19349574
2003,2009-05-31,1249.0,0.0320885811283409,58152.0201850309,1000000,800.640512409928,1000000.0,57351.37967262098,71631873.2111036
2003,2009-06-30,1273.5,0.029529034290150857,59044.91052956126,1000000,785.2375343541421,1000000.0,58259.67299520712,74193693.55939627
2003,2009-07-31,1222.2,0.08438788710852752,63176.083702906384,1000000,818.1966944853542,1000000.0,62357.88700842103,76213809.50169219
2003,2009-08-31,1248.0,0.014701667591261236,63274.65193491226,1000000,801.2820512820513,1000000.0,62473.36988363021,77966765.6147705
2003,2009-09-30,1175.0,0.05647956812613786,66001.83883404211,1000000,851.063829787234,1000000.0,65150.77500425487,76552160.62999947
2003,2009-10-31,1182.0,-0.030532823095155148,63161.5379165377,1000000,846.0236886632825,1000000.0,62315.51422787442,73656937.81734756
2003,2009-11-30,1164.4,0.06347758057492814,66271.1523033424,1000000,858.8114050154585,1000000.0,65412.34089832694,76166129.74201189
2003,2009-12-31,1163.65,0.05202752804742827,68815.58329906258,1000000,859.3649293172344,999999.9999999999,67956.21836974534,79077253.50595418
