시작연도,종목,경과개월,날짜,월봉종가(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,QQQ,23,2003-11-30,29.81243324279785,1202.1,분할매수,0.0,2575.7819336076614,1000000.0,1000000.0,27.90371187920249,0.0,0.0,2547.878221728459,91309652.01900153,91309652.01900153
2002,QQQ,24,2003-12-31,30.7344970703125,1192.0,분할매수,0.0,2547.878221728459,1000000.0,1000000.0,27.29591353251691,0.0,0.0,2520.582308195942,92342844.84354179,92342844.84354179
2002,QQQ,25,2004-01-31,31.248689651489258,1174.0,분할매수,0.0,2520.582308195942,1000000.0,1000000.0,27.25838317984706,0.0,0.0,2493.323925016095,91469985.89628325,91469985.89628325
2002,QQQ,26,2004-02-29,30.82721519470215,1179.0,분할매수,0.0,2493.323925016095,1000000.0,1000000.0,27.513883928161928,0.0,0.0,2465.8100410879333,89620572.9269667,89620572.9269667
2002,QQQ,27,2004-03-31,30.211830139160156,1146.7,분할매수,0.0,2465.8100410879333,1000000.0,1000000.0,28.8651057693132,0.0,0.0,2436.94493531862,84425290.34171641,84425290.34171641
2002,QQQ,28,2004-04-30,29.30988311767578,1173.6,분할매수,0.0,2436.94493531862,1000000.0,1000000.0,29.071391022508347,0.0,0.0,2407.873544296112,82826223.98191509,82826223.98191509
2002,QQQ,29,2004-05-31,30.81033706665039,1165.0,분할매수,0.0,2407.873544296112,1000000.0,1000000.0,27.859776309995617,0.0,0.0,2380.0137679861164,85428315.77338286,85428315.77338286
2002,QQQ,30,2004-06-30,31.81346321105957,1156.0,분할매수,0.0,2380.0137679861164,1000000.0,1000000.0,27.19137798281144,0.0,0.0,2352.822390003305,86528251.39978567,86528251.39978567
2002,QQQ,31,2004-07-31,29.411022186279297,1170.0,분할매수,0.0,2352.822390003305,1000000.0,1000000.0,29.06056271310373,0.0,0.0,2323.7618272902014,79962726.46993141,79962726.46993141
2002,QQQ,32,2004-08-31,28.67765235900879,1152.0,분할매수,0.0,2323.7618272902014,1000000.0,1000000.0,30.269407854191552,0.0,0.0,2293.4924194360096,75769318.99308425,75769318.99308425
2002,QQQ,33,2004-09-30,29.621768951416016,1152.0,분할매수,0.0,2293.4924194360096,1000000.0,1000000.0,29.304649461660855,0.0,0.0,2264.1877699743486,77263772.52649194,77263772.52649194
2002,QQQ,34,2004-10-31,31.105388641357422,1120.0,분할매수,0.0,2264.1877699743486,1000000.0,1000000.0,28.70425935363523,0.0,0.0,2235.4835106207133,77879853.40710774,77879853.40710774
2002,QQQ,35,2004-11-30,32.976768493652344,1048.0,분할매수,0.0,2235.4835106207133,1000000.0,1000000.0,28.935475392809188,0.0,0.0,2206.548035227904,76257535.26677006,76257535.26677006
2002,QQQ,36,2004-12-31,33.973453521728516,1035.1,분할매수,0.0,2206.548035227904,1000000.0,1000000.0,28.436621322876718,0.0,0.0,2178.1114139050273,76595295.52312808,76595295.52312808
2002,QQQ,37,2005-01-31,31.828842163085938,1026.85,분할매수,0.0,2178.1114139050273,1000000.0,1000000.0,30.59652835878916,0.0,0.0,2147.514885546238,70188188.0311216,70188188.0311216
2002,QQQ,38,2005-02-28,31.675628662109375,1000.85,분할매수,0.0,2147.514885546238,1000000.0,1000000.0,31.54320100619149,0.0,0.0,2115.9716845400467,67081704.36236674,67081704.36236674
2002,QQQ,39,2005-03-31,31.122459411621094,1015.4,분할매수,0.0,2115.9716845400467,1000000.0,1000000.0,31.643821913383093,0.0,0.0,2084.327862626664,65868398.208407976,65868398.208407976
2002,QQQ,40,2005-04-30,29.769311904907227,997.0,분할매수,0.0,2084.327862626664,1000000.0,1000000.0,33.69271786614275,0.0,0.0,2050.635144760521,60862859.23585792,60862859.23585792
2002,QQQ,41,2005-05-31,32.40752410888672,1005.0,분할매수,0.0,2050.635144760521,1000000.0,1000000.0,30.703514167842187,0.0,0.0,2019.9316305926789,65788287.931818776,65788287.931818776
2002,QQQ,42,2005-06-30,31.33010482788086,1034.5,분할매수,0.0,2019.9316305926789,1000000.0,1000000.0,30.85372874219818,0.0,0.0,1989.0779018504807,64467990.837361865,64467990.837361865
2002,QQQ,43,2005-07-31,33.715232849121094,1026.5,분할매수,0.0,1989.0779018504807,1000000.0,1000000.0,28.894479986491522,0.0,0.0,1960.1834218639892,67839373.56825234,67839373.56825234
2002,QQQ,44,2005-08-31,33.204139709472656,1039.0,분할매수,0.0,1960.1834218639892,1000000.0,1000000.0,28.986262436695146,0.0,0.0,1931.197159427294,66624566.159398876,66624566.159398876
2002,QQQ,45,2005-09-30,33.61299514770508,1042.4,분할매수,0.0,1931.197159427294,1000000.0,1000000.0,28.540290183635605,0.0,0.0,1902.6568692436585,66665645.54885295,66665645.54885295
2002,QQQ,46,2005-10-31,33.110443115234375,1043.5,분할매수,0.0,1902.6568692436585,1000000.0,1000000.0,28.942933960027936,0.0,0.0,1873.7139352836307,64738216.86050733,64738216.86050733
2002,QQQ,47,2005-11-30,35.12925338745117,1037.4,분할매수,0.0,1873.7139352836307,1000000.0,1000000.0,27.44004609883697,0.0,0.0,1846.2738891847937,67283920.82632276,67283920.82632276
2002,QQQ,48,2005-12-31,34.505287170410156,1010.0,분할매수,0.0,1846.2738891847937,1000000.0,1000000.0,28.694124613750347,0.0,0.0,1817.5797645710434,63343272.84896684,63343272.84896684
2002,QQQ,49,2006-01-31,35.86294174194336,958.9,분할매수,0.0,1817.5797645710434,1000000.0,1000000.0,29.079087258599813,0.0,0.0,1788.5006773124435,61504704.78689163,61504704.78689163
2002,QQQ,50,2006-02-28,35.094444274902344,970.9,분할매수,0.0,1788.5006773124435,1000000.0,1000000.0,29.348582433243728,0.0,0.0,1759.1520948791997,59939934.02851965,59939934.02851965
2002,QQQ,51,2006-03-31,35.82830047607422,971.4,분할매수,0.0,1759.1520948791997,1000000.0,1000000.0,28.732650690491536,0.0,0.0,1730.4194441887082,60224845.3450678,60224845.3450678
2002,QQQ,52,2006-04-30,35.759910583496094,942.8,분할매수,0.0,1730.4194441887082,1000000.0,1000000.0,29.66087795942957,0.0,0.0,1700.7585662292786,57340128.92523251,57340128.92523251
2002,QQQ,53,2006-05-31,33.17084884643555,945.3,분할매수,0.0,1700.7585662292786,1000000.0,1000000.0,31.891412633645402,0.0,0.0,1668.8671535956332,52329671.713412285,52329671.713412285
2002,QQQ,54,2006-06-30,33.15043258666992,948.5,분할매수,0.0,1668.8671535956332,1000000.0,1000000.0,31.803393650803475,0.0,0.0,1637.0637599448298,51474499.16570371,51474499.16570371
2002,QQQ,55,2006-07-31,31.722484588623047,954.9,분할매수,0.0,1637.0637599448298,1000000.0,1000000.0,33.01223375243988,0.0,0.0,1604.05152619239,48589608.87715868,48589608.87715868
2002,QQQ,56,2006-08-31,33.235958099365234,961.1,분할매수,0.0,1604.05152619239,1000000.0,1000000.0,31.30568564448781,0.0,0.0,1572.7458405479022,50238345.149448134,50238345.149448134
2002,QQQ,57,2006-09-30,34.77792739868164,946.0,분할매수,0.0,1572.7458405479022,1000000.0,1000000.0,30.395211316455892,0.0,0.0,1542.3506292314462,50743211.263559185,50743211.263559185
2002,QQQ,58,2006-10-31,36.42913818359375,942.2,분할매수,0.0,1542.3506292314462,1000000.0,1000000.0,29.134529098885356,0.0,0.0,1513.2161001325608,51938924.25707523,51938924.25707523
2002,QQQ,59,2006-11-30,37.67823791503906,929.0,분할매수,0.0,1513.2161001325608,1000000.0,1000000.0,28.568912039573153,0.0,0.0,1484.6471880929876,51967228.78478818,51967228.78478818
2002,QQQ,60,2006-12-31,36.970340728759766,930.0,분할매수,0.0,1484.6471880929876,1000000.0,1000000.0,29.084633682259625,0.0,0.0,1455.562554410728,50045758.53738734,50045758.53738734
2002,QQQ,61,2007-01-31,37.74984359741211,941.0,분할매수,0.0,1455.562554410728,1000000.0,1000000.0,28.151090305003876,0.0,0.0,1427.411464105724,50705370.50751461,50705370.50751461
2002,QQQ,62,2007-02-28,37.115970611572266,942.3,분할매수,0.0,1427.411464105724,1000000.0,1000000.0,28.592358907429976,0.0,0.0,1398.819105198294,48922829.687717676,48922829.687717676
2002,QQQ,63,2007-03-31,37.31077575683594,941.1,분할매수,0.0,1398.819105198294,1000000.0,1000000.0,28.47934178760802,0.0,0.0,1370.339763410686,48116974.52947983,48116974.52947983
2002,QQQ,64,2007-04-30,39.39360427856445,931.0,분할매수,0.0,1370.339763410686,1000000.0,1000000.0,27.266199063009047,0.0,0.0,1343.073564347677,49257821.42366043,49257821.42366043
2002,QQQ,65,2007-05-31,40.636444091796875,927.4,분할매수,0.0,1343.073564347677,1000000.0,1000000.0,26.534885051324146,0.0,0.0,1316.5386792963527,49615390.33426695,49615390.33426695
2002,QQQ,66,2007-06-30,40.83119201660156,922.6,분할매수,0.0,1316.5386792963527,1000000.0,1000000.0,26.54571888212722,0.0,0.0,1289.9929604142255,48595141.31609206,48595141.31609206
2002,QQQ,67,2007-07-31,40.77113723754883,919.0,분할매수,0.0,1289.9929604142255,1000000.0,1000000.0,26.68896075888545,0.0,0.0,1263.30399965534,47334327.14253414,47334327.14253414
2002,QQQ,68,2007-08-31,41.920589447021484,938.1,분할매수,0.0,1263.30399965534,1000000.0,1000000.0,25.42866049091218,0.0,0.0,1237.875339164428,48680320.36555076,48680320.36555076
2002,QQQ,69,2007-09-30,44.12232208251953,913.6,분할매수,0.0,1237.875339164428,1000000.0,1000000.0,24.807645575612085,0.0,0.0,1213.067693588816,48898944.87937055,48898944.87937055
2002,QQQ,70,2007-10-31,47.22918701171875,903.2,분할매수,0.0,1213.067693588816,1000000.0,1000000.0,23.442590498646872,0.0,0.0,1189.625103090169,50746315.90560929,50746315.90560929
2002,QQQ,71,2007-11-30,44.036495208740234,920.9,분할매수,0.0,1189.625103090169,1000000.0,1000000.0,24.658961362712922,0.0,0.0,1164.966141727456,47243114.76837033,47243114.76837033
2002,QQQ,72,2007-12-31,44.005069732666016,935.8,분할매수,0.0,1164.966141727456,1000000.0,1000000.0,24.283665703565248,0.0,0.0,1140.6824760238908,46973240.77626466,46973240.77626466
2002,QQQ,73,2008-01-31,38.77291488647461,943.4,분할매수,0.0,1140.6824760238908,1000000.0,1000000.0,27.338562579588896,0.0,0.0,1113.343913444302,40724303.269533634,40724303.269533634
2002,QQQ,74,2008-02-29,36.900001525878906,942.8,분할매수,0.0,1113.343913444302,1000000.0,1000000.0,28.74445256901457,0.0,0.0,1084.5994608752874,37732479.276521154,37732479.276521154
2002,QQQ,75,2008-03-31,37.59089279174805,988.6,분할매수,0.0,1084.5994608752874,1000000.0,1000000.0,26.908950107468975,0.0,0.0,1057.6905107678183,39306271.9483151,39306271.9483151
2002,QQQ,76,2008-04-30,40.59163284301758,1005.0,분할매수,0.0,1057.6905107678183,1000000.0,1000000.0,24.513053699268742,0.0,0.0,1033.1774570685495,42148051.79900416,42148051.79900416
2002,QQQ,77,2008-05-31,42.99911880493164,1028.5,분할매수,0.0,1033.1774570685495,1000000.0,1000000.0,22.611852739449738,0.0,0.0,1010.5656043290998,44691853.24942515,44691853.24942515
2002,QQQ,78,2008-06-30,38.86471939086914,1046.8,분할매수,0.0,1010.5656043290998,1000000.0,1000000.0,24.57993610714677,0.0,0.0,985.985668221953,40113434.954587676,40113434.954587676
2002,QQQ,79,2008-07-31,39.11423873901367,1011.5,분할매수,0.0,985.985668221953,1000000.0,1000000.0,25.275469452767968,0.0,0.0,960.710198769185,38009588.72651031,38009588.72651031
2002,QQQ,80,2008-08-31,39.682106018066406,1089.0,분할매수,0.0,960.710198769185,1000000.0,1000000.0,23.14074875784825,0.0,0.0,937.5694500113368,40515951.31265394,40515951.31265394
2002,QQQ,81,2008-09-30,33.50111389160156,1206.3,분할매수,0.0,937.5694500113368,1000000.0,1000000.0,24.74488414950836,0.0,0.0,912.8245658618284,36889425.72317377,36889425.72317377
