자치구,동,법정동코드,단지기본일련번호,아파트,매물종별구분,매물종별구분명,면적일련번호,공급면적_㎡,전용면적_㎡,주택형,KB일반가_만원,시세기준월
서초구,방배동,1165010100,44275,서초라임스(도),01,아파트,168821,66.55,59.85,,,202607
서초구,방배동,1165010100,1610,삼호한숲,01,아파트,1519,80.16,59.98,,137500.0,202607
서초구,방배동,1165010100,39724,서초훼미리하우스,01,아파트,83826,73.4,59.49,A,118900.0,202607
서초구,방배동,1165010100,39724,서초훼미리하우스,01,아파트,120247,73.5,59.57,B,124600.0,202607
서초구,방배동,1165010100,1648,서초ESA3차,01,아파트,1556,78.99,59.4,,132500.0,202607
서초구,방배동,1165010100,1661,아이리스,01,아파트,1569,67.55,59.84,,78800.0,202607
서초구,방배동,1165010100,20608,현대아르,01,아파트,107016,67.36,60.0,,104500.0,202607
서초구,서초동,1165010800,2151056,PH1603(도시형),01,아파트,5521302,84.74,59.69,A,,202607
서초구,서초동,1165010800,2151056,PH1603(도시형),01,아파트,5521303,84.38,59.79,B,,202607
서초구,서초동,1165010800,2151056,PH1603(도시형),01,아파트,5521300,84.71,59.57,GA,,202607
서초구,서초동,1165010800,2151056,PH1603(도시형),01,아파트,5521301,84.73,59.62,PA,,202607
서초구,서초동,1165010800,2151056,PH1603(도시형),01,아파트,5521306,84.73,59.62,PB,,202607
서초구,서초동,1165010800,2151056,PH1603(도시형),01,아파트,5521304,87.2,59.96,C,,202607
서초구,서초동,1165010800,44285,래미안리더스원,01,아파트,43036,84.03,59.97,A,307500.0,202607
서초구,서초동,1165010800,44285,래미안리더스원,01,아파트,220892,85.49,59.96,B,307500.0,202607
서초구,서초동,1165010800,1678,두진한아름,01,아파트,1586,80.54,59.97,,114200.0,202607
서초구,서초동,1165010800,1678,두진한아름,01,아파트,94570,80.07,59.61,A,,202607
서초구,서초동,1165010800,1678,두진한아름,01,아파트,128628,80.3,59.79,B,110800.0,202607
서초구,서초동,1165010800,29879,래미안서초에스티지,01,아파트,142429,85.16,59.99,A,285000.0,202607
서초구,서초동,1165010800,29879,래미안서초에스티지,01,아파트,163593,85.76,59.99,B,285000.0,202607
서초구,서초동,1165010800,15998,래미안서초스위트,01,아파트,15730,80.1,59.99,,257500.0,202607
서초구,서초동,1165010800,49918,비버리캐슬,01,아파트,127224,81.03,59.49,A,,202607
서초구,서초동,1165010800,49918,비버리캐슬,01,아파트,152692,81.03,59.49,T,,202607
서초구,서초동,1165010800,29961,마제스타시티힐스테이트서리풀,01,아파트,75282,88.47,59.97,A,197500.0,202607
서초구,서초동,1165010800,29961,마제스타시티힐스테이트서리풀,01,아파트,28852,88.02,59.95,B,197500.0,202607
서초구,서초동,1165010800,21075,서초,01,아파트,107331,68.97,58.22,,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,32126,65.99,59.04,A,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,78204,65.58,59.01,B,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,115863,65.92,59.36,C,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,179892,65.96,59.01,F,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,190657,65.97,59.4,G,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,198546,65.99,59.42,H,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,144294,66.05,59.47,D,,202607
서초구,서초동,1165010800,33265,서리풀월드메르디앙레브,01,아파트,164953,66.01,59.06,E,,202607
서초구,서초동,1165010800,46168,서초그랑자이,01,아파트,217783,83.85,59.98,A,320000.0,202607
서초구,서초동,1165010800,46168,서초그랑자이,01,아파트,89442,84.77,59.98,B,320000.0,202607
서초구,서초동,1165010800,46168,서초그랑자이,01,아파트,44903,84.5,59.99,C,320000.0,202607
서초구,서초동,1165010800,46168,서초그랑자이,01,아파트,224630,85.04,59.99,D,320000.0,202607
서초구,서초동,1165010800,14301,서초극동스타클래스II,01,아파트,14074,74.92,59.97,,112500.0,202607
서초구,서초동,1165010800,1698,서초녹원,01,아파트,128641,78.41,59.78,A,118700.0,202607
서초구,서초동,1165010800,1698,서초녹원,01,아파트,1606,78.61,59.94,B,122100.0,202607
서초구,서초동,1165010800,22976,서초교대e편한세상,01,아파트,22156,81.47,59.9,A,255000.0,202607
서초구,서초동,1165010800,22976,서초교대e편한세상,01,아파트,69327,82.34,59.93,B,255000.0,202607
서초구,서초동,1165010800,35987,서초드림하이츠.,01,아파트,80553,69.23,59.85,,80200.0,202607
서초구,서초동,1165010800,1710,서초로얄,01,아파트,1618,75.35,59.34,A,92000.0,202607
서초구,서초동,1165010800,1710,서초로얄,01,아파트,50918,75.77,59.66,B,84600.0,202607
서초구,서초동,1165010800,48740,서초블리스,01,아파트,215794,75.22,58.15,,86900.0,202607
서초구,서초동,1165010800,12021,서초예성그린,01,아파트,60004,67.16,58.42,,94300.0,202607
서초구,서초동,1165010800,312975,서초자이르네,01,아파트,1082743,77.55,59.67,A,,202607
서초구,서초동,1165010800,312975,서초자이르네,01,아파트,1082742,77.5,59.69,B,,202607
서초구,서초동,1165010800,312975,서초자이르네,01,아파트,1082744,77.69,59.97,C,,202607
서초구,서초동,1165010800,346219,서초프라임헤센,01,아파트,1218278,73.95,59.06,B,,202607
서초구,서초동,1165010800,29882,서초푸르지오써밋,01,아파트,28774,80.96,59.92,A,312500.0,202607
서초구,서초동,1165010800,29882,서초푸르지오써밋,01,아파트,113424,81.56,59.95,B,312500.0,202607
서초구,서초동,1165010800,29882,서초푸르지오써밋,01,아파트,75209,81.52,59.62,C,312500.0,202607
서초구,서초동,1165010800,1689,서초한일,01,아파트,1597,76.82,59.96,,137000.0,202607
서초구,서초동,1165010800,1669,서초한빛삼성,01,아파트,1577,84.96,59.52,,149000.0,202607
서초구,서초동,1165010800,426723,스타시드(도),01,아파트,1260025,69.57,59.72,,,202607
서초구,서초동,1165010800,1696,서초현대,01,아파트,94583,77.01,59.4,B,175000.0,202607
서초구,서초동,1165010800,1673,우성(5차),01,아파트,50883,79.88,59.93,,222500.0,202607
서초구,서초동,1165010800,1695,초원현대,01,아파트,1603,87.93,59.76,,140600.0,202607
서초구,신원동,1165011100,28960,서초포레스타5단지,01,아파트,27855,80.4,59.93,C,157500.0,202607
서초구,신원동,1165011100,28959,서초포레스타3단지,01,아파트,74388,82.11,59.96,A,157500.0,202607
서초구,신원동,1165011100,28959,서초포레스타3단지,01,아파트,197848,82.11,59.96,A1,157500.0,202607
서초구,신원동,1165011100,28959,서초포레스타3단지,01,아파트,27854,82.02,59.93,C,157500.0,202607
서초구,신원동,1165011100,27988,서초포레스타7단지,01,아파트,26891,87.67,59.94,A,160000.0,202607
서초구,신원동,1165011100,27988,서초포레스타7단지,01,아파트,73528,87.67,59.94,A1,160000.0,202607
서초구,신원동,1165011100,27988,서초포레스타7단지,01,아파트,112032,87.72,59.81,B,160000.0,202607
서초구,신원동,1165011100,27988,서초포레스타7단지,01,아파트,162743,87.89,59.92,B1,160000.0,202607
서초구,신원동,1165011100,29664,서초포레스타6단지,01,아파트,28558,86.35,59.98,A,170000.0,202607
서초구,신원동,1165011100,29664,서초포레스타6단지,01,아파트,75008,86.35,59.98,A1,170000.0,202607
서초구,신원동,1165011100,29664,서초포레스타6단지,01,아파트,1085245,86.35,59.98,AS,170000.0,202607
서초구,신원동,1165011100,29664,서초포레스타6단지,01,아파트,113251,86.52,59.93,C,170000.0,202607
서초구,양재동,1165010200,42606,노블하우스.,01,아파트,41374,63.36,58.38,,,202607
서초구,양재동,1165010200,48716,리시본하우스,01,아파트,213254,66.46,58.7,A,85600.0,202607
서초구,양재동,1165010200,48716,리시본하우스,01,아파트,215792,66.33,58.58,B,90500.0,202607
서초구,양재동,1165010200,48716,리시본하우스,01,아파트,217869,66.48,58.71,C,84900.0,202607
서초구,양재동,1165010200,48716,리시본하우스,01,아파트,220979,67.67,59.76,,,202607
서초구,양재동,1165010200,48716,리시본하우스,01,아파트,219581,67.32,59.45,D,84100.0,202607
서초구,양재동,1165010200,18421,미영,01,아파트,220111,65.79,58.55,,,202607
서초구,양재동,1165010200,38076,비버리하임(도시형),01,아파트,199153,68.24,58.01,,,202607
서초구,양재동,1165010200,39327,선경에버빌,01,아파트,83471,64.43,58.28,,,202607
서초구,양재동,1165010200,1726,성영,01,아파트,153684,66.88,59.72,,,202607
서초구,양재동,1165010200,18423,양재테크노5차,01,아파트,65494,65.74,59.99,A,77300.0,202607
서초구,양재동,1165010200,1723,신영체르니,01,아파트,153681,78.38,58.21,,115000.0,202607
서초구,양재동,1165010200,18720,우면파크.,01,아파트,175282,67.59,59.48,,,202607
서초구,양재동,1165010200,30174,월드빌,01,아파트,75478,69.22,58.53,,,202607
서초구,양재동,1165010200,18013,휴먼시티,01,아파트,17428,67.77,58.26,A,,202607
서초구,양재동,1165010200,18013,휴먼시티,01,아파트,65152,69.53,59.75,B,,202607
서초구,우면동,1165010300,25639,서초네이처힐2단지,01,아파트,24568,78.72,59.99,A,,202607
서초구,우면동,1165010300,26689,서초네이처힐6단지,01,아파트,25605,81.93,59.99,A,152500.0,202607
서초구,우면동,1165010300,25075,서초네이처힐7단지,01,아파트,24015,85.73,59.99,A,150000.0,202607
서초구,우면동,1165010300,1740,우면한라,01,아파트,1647,78.93,59.98,,155000.0,202607
서초구,우면동,1165010300,25666,호반써밋서초파크,01,아파트,71472,82.17,59.93,A,162500.0,202607
서초구,우면동,1165010300,24933,서초힐스,01,아파트,70831,81.98,59.91,B,165000.0,202607
서초구,우면동,1165010300,24933,서초힐스,01,아파트,23875,81.96,59.89,C,165000.0,202607
서초구,우면동,1165010300,24933,서초힐스,01,아파트,109866,82.07,59.97,A,165000.0,202607
서초구,우면동,1165010300,24933,서초힐스,01,아파트,139615,82.07,59.97,AN,165000.0,202607
서초구,우면동,1165010300,25652,호반써밋서초파크뷰,01,아파트,24581,81.97,59.93,A,129500.0,202607
서초구,우면동,1165010300,25652,호반써밋서초파크뷰,01,아파트,71458,82.05,59.99,B,129500.0,202607
서초구,우면동,1165010300,25652,호반써밋서초파크뷰,01,아파트,110390,82.05,59.99,BN,129500.0,202607
서초구,잠원동,1165010600,34969,래미안신반포리오센트,01,아파트,33811,85.91,59.92,B,320000.0,202607
서초구,잠원동,1165010600,34969,래미안신반포리오센트,01,아파트,79686,86.21,59.95,A,320000.0,202607
서초구,잠원동,1165010600,1092721,메이플자이,01,아파트,1717089,83.78,59.16,A,,202607
서초구,잠원동,1165010600,1092721,메이플자이,01,아파트,1717090,85.01,59.53,B,,202607
서초구,잠원동,1165010600,47515,반포르엘,01,아파트,46227,79.34,59.94,,,202607
서초구,잠원동,1165010600,1525,동아,01,아파트,1434,81.33,59.8,,305000.0,202607
서초구,잠원동,1165010600,1525,동아,01,아파트,50759,86.94,59.92,,310000.0,202607
서초구,잠원동,1165010600,48900,반포르엘2차,01,아파트,91799,79.88,59.88,,,202607
서초구,잠원동,1165010600,39123,반포센트럴자이,01,아파트,37933,82.17,59.98,A,380000.0,202607
서초구,잠원동,1165010600,39123,반포센트럴자이,01,아파트,83290,82.79,59.97,C,380000.0,202607
서초구,잠원동,1165010600,39123,반포센트럴자이,01,아파트,119812,83.02,59.97,B,380000.0,202607
서초구,잠원동,1165010600,1562,미주파스텔,01,아파트,153605,70.91,59.76,,220000.0,202607
서초구,잠원동,1165010600,1562,미주파스텔,01,아파트,50788,77.2,59.57,,220000.0,202607
서초구,잠원동,1165010600,35347,세인트빌,01,아파트,34186,72.79,59.21,,,202607
서초구,잠원동,1165010600,1544,반포한신타워,01,아파트,206151,83.77,59.4,,250000.0,202607
서초구,잠원동,1165010600,1544,반포한신타워,01,아파트,1453,84.91,59.81,,250000.0,202607
서초구,잠원동,1165010600,1565,블루힐하우스(청구2차),01,아파트,1474,80.07,59.85,,210000.0,202607
서초구,잠원동,1165010600,49604,신반포르엘,01,아파트,92408,80.65,59.99,,352500.0,202607
서초구,잠원동,1165010600,2150671,오티에르반포,01,아파트,5519689,81.87,59.58,A,,202607
서초구,잠원동,1165010600,2150671,오티에르반포,01,아파트,5519690,81.88,59.34,B,,202607
서초구,잠원동,1165010600,32368,신반포자이,01,아파트,31233,85.34,59.35,B,380000.0,202607
서초구,잠원동,1165010600,32368,신반포자이,01,아파트,77429,86.02,59.93,A,380000.0,202607
서초구,잠원동,1165010600,32368,신반포자이,01,아파트,115255,86.25,59.86,C,380000.0,202607
서초구,잠원동,1165010600,387334,잠원2차중앙하이츠,01,아파트,1378994,83.33,59.93,,237500.0,202607
서초구,잠원동,1165010600,1556,신반포청구(1차),01,아파트,1465,80.09,59.55,A,280000.0,202607
서초구,잠원동,1165010600,1556,신반포청구(1차),01,아파트,94480,80.55,59.91,B,280000.0,202607
서초구,잠원동,1165010600,1555,현대훼밀리,01,아파트,1464,73.43,59.56,,240000.0,202607
송파구,잠실동,1171010100,15524,리센츠,01,아파트,134447,82.1,59.99,A,297500.0,202607
송파구,잠실동,1171010100,15524,리센츠,01,아파트,157294,82.32,59.99,B,297500.0,202607
송파구,잠실동,1171010100,15524,리센츠,01,아파트,173907,82.1,59.99,C,297500.0,202607
송파구,잠실동,1171010100,15524,리센츠,01,아파트,186105,82.13,59.99,D,297500.0,202607
송파구,잠실동,1171010100,15524,리센츠,01,아파트,194991,82.47,59.99,E,297500.0,202607
송파구,잠실동,1171010100,15524,리센츠,01,아파트,201699,82.16,59.99,F,297500.0,202607
