시작연도,매수기간(개월),매수전략,경과개월,날짜,월봉종가(달러),원달러환율,한국CD91일물금리(%),매수신호,월초대기자금(원),대기자금이자(원),인출전대기자금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,0,일시매수,14,2003-02-28,21.200695037841797,1193.7,4.54,전액매수,0.0,0.0,0.0,1859.5049095039928,1000000.0,1000000.0,39.514337704985365,0.0,0.0,1819.9905717990075,46058992.1913176,46058992.1913176
2002,0,일시매수,15,2003-03-31,21.276531219482422,1252.0,4.76,전액매수,0.0,0.0,0.0,1819.9905717990075,1000000.0,1000000.0,37.54004994935751,0.0,0.0,1782.45052184965,47481303.947496645,47481303.947496645
2002,0,일시매수,16,2003-04-30,23.130342483520508,1215.5,4.62,전액매수,0.0,0.0,0.0,1782.45052184965,1000000.0,1000000.0,35.568288954034884,0.0,0.0,1746.882232895615,49113473.94734455,49113473.94734455
2002,0,일시매수,17,2003-05-31,25.10209846496582,1210.0,4.39,전액매수,0.0,0.0,0.0,1746.882232895615,1000000.0,1000000.0,32.92339411962628,0.0,0.0,1713.9588387759889,52058995.87838255,52058995.87838255
2002,0,일시매수,18,2003-06-30,25.23692512512207,1196.0,4.28,전액매수,0.0,0.0,0.0,1713.9588387759889,1000000.0,1000000.0,33.130834964734966,0.0,0.0,1680.828003811254,50733040.854550034,50733040.854550034
2002,0,일시매수,19,2003-07-31,26.795799255371094,1181.0,4.15,전액매수,0.0,0.0,0.0,1680.828003811254,1000000.0,1000000.0,31.59973108974079,0.0,0.0,1649.2282727215131,52191212.26183326,52191212.26183326
2002,0,일시매수,20,2003-08-31,28.13558006286621,1175.0,3.9,전액매수,0.0,0.0,0.0,1649.2282727215131,1000000.0,1000000.0,30.24866833687505,0.0,0.0,1618.9796043846382,53522343.07819095,53522343.07819095
2002,0,일시매수,21,2003-09-30,27.3182315826416,1150.2,3.83,전액매수,0.0,0.0,0.0,1618.9796043846382,1000000.0,1000000.0,31.825413454154887,0.0,0.0,1587.1541909304833,49870654.25612801,49870654.25612801
2002,0,일시매수,22,2003-10-31,29.643901824951172,1184.0,3.93,전액매수,0.0,0.0,0.0,1587.1541909304833,1000000.0,1000000.0,28.49134366933108,0.0,0.0,1558.6628472611521,54706540.53213162,54706540.53213162
2002,0,일시매수,23,2003-11-30,29.81243896484375,1202.1,4.23,전액매수,0.0,0.0,0.0,1558.6628472611521,1000000.0,1000000.0,27.903706523507836,0.0,0.0,1530.7591407376442,54858631.03699276,54858631.03699276
2002,0,일시매수,24,2003-12-31,30.734472274780273,1192.0,4.34,전액매수,0.0,0.0,0.0,1530.7591407376442,1000000.0,1000000.0,27.2959355539363,0.0,0.0,1503.463205183708,55080112.64947818,55080112.64947818
2002,0,일시매수,25,2004-01-31,31.248689651489258,1174.0,4.26,전액매수,0.0,0.0,0.0,1503.463205183708,1000000.0,1000000.0,27.25838317984706,0.0,0.0,1476.204822003861,54155993.48883112,54155993.48883112
2002,0,일시매수,26,2004-02-29,30.827199935913086,1179.0,4.08,전액매수,0.0,0.0,0.0,1476.204822003861,1000000.0,1000000.0,27.513897546932107,0.0,0.0,1448.6909244569288,52653060.9480467,52653060.9480467
2002,0,일시매수,27,2004-03-31,30.211856842041016,1146.7,3.93,전액매수,0.0,0.0,0.0,1448.6909244569288,1000000.0,1000000.0,28.865080256764124,0.0,0.0,1419.8258442001647,49188356.01946572,49188356.01946572
2002,0,일시매수,28,2004-04-30,29.309879302978516,1173.6,3.91,전액매수,0.0,0.0,0.0,1419.8258442001647,1000000.0,1000000.0,29.07139480616623,0.0,0.0,1390.7544493939986,47839274.95281412,47839274.95281412
2002,0,일시매수,29,2004-05-31,30.81035041809082,1165.0,3.9,전액매수,0.0,0.0,0.0,1390.7544493939986,1000000.0,1000000.0,27.859764237164935,0.0,0.0,1362.8946851568337,48919821.200020485,48919821.200020485
2002,0,일시매수,30,2004-06-30,31.813478469848633,1156.0,3.91,전액매수,0.0,0.0,0.0,1362.8946851568337,1000000.0,1000000.0,27.191364940933564,0.0,0.0,1335.7033202159002,49122334.35568172,49122334.35568172
2002,0,일시매수,31,2004-07-31,29.41103172302246,1170.0,3.91,전액매수,0.0,0.0,0.0,1335.7033202159002,1000000.0,1000000.0,29.06055329000272,0.0,0.0,1306.6427669258976,44962762.88639704,44962762.88639704
2002,0,일시매수,32,2004-08-31,28.677644729614258,1152.0,3.7,전액매수,0.0,0.0,0.0,1306.6427669258976,1000000.0,1000000.0,30.26941590705841,0.0,0.0,1276.3733510188392,42167095.49130106,42167095.49130106
