시작연도,종목,경과개월,날짜,월봉종가(달러),원달러환율,한국CD91일물금리(%),매수신호,월초대기자금(원),대기자금이자(원),인출전대기자금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,QQQ,10,2002-10-31,20.686697006225586,1224.0,4.91,분할매수,9644716.40364236,38659.23825126646,9683375.641893627,2731.778814730926,1000000.0,1000000.0,0.0,8333333.333333333,350042.3085602941,3060.892682694162,77503385.62245175,77853427.93101205
2002,QQQ,11,2002-11-30,23.357851028442383,1198.7,4.91,분할매수,350042.3085602941,1432.2564458592035,351474.5650061533,3060.892682694162,1000000.0,1000000.0,23.162403559251192,0.0,0.0,3037.7302791349107,85053580.28282432,85053580.28282432
2002,QQQ,12,2002-12-31,20.535022735595703,1186.3,4.9,분할매수,0.0,0.0,0.0,3037.7302791349107,1000000.0,1000000.0,41.049727791279615,0.0,0.0,2996.680551343631,73001228.32922244,73001228.32922244
2002,QQQ,13,2003-01-31,20.59400749206543,1165.0,4.7,분할매수,0.0,0.0,0.0,2996.680551343631,1000000.0,1000000.0,41.68052765073352,0.0,0.0,2955.0000236928977,70896415.9104376,70896415.9104376
2002,QQQ,14,2003-02-28,21.200693130493164,1193.7,4.54,분할매수,0.0,0.0,0.0,2955.0000236928977,1000000.0,1000000.0,39.51434125994545,0.0,0.0,2915.485682432952,73782975.73666744,73782975.73666744
2002,QQQ,15,2003-03-31,21.276540756225586,1252.0,4.76,분할매수,0.0,0.0,0.0,2915.485682432952,1000000.0,1000000.0,37.540033122852726,0.0,0.0,2877.9456493100993,76663375.33298904,76663375.33298904
2002,QQQ,16,2003-04-30,23.13032341003418,1215.5,4.62,분할매수,0.0,0.0,0.0,2877.9456493100993,1000000.0,1000000.0,35.568318283986784,0.0,0.0,2842.3773310261126,79913177.46124026,79913177.46124026
2002,QQQ,17,2003-05-31,25.10210418701172,1210.0,4.39,분할매수,0.0,0.0,0.0,2842.3773310261126,1000000.0,1000000.0,32.92338661471072,0.0,0.0,2809.453944411402,85333078.80168352,85333078.80168352
2002,QQQ,18,2003-06-30,25.236915588378906,1196.0,4.28,분할매수,0.0,0.0,0.0,2809.453944411402,1000000.0,1000000.0,33.130847484500414,0.0,0.0,2776.3230969269016,83798734.64528027,83798734.64528027
2002,QQQ,19,2003-07-31,26.795791625976562,1181.0,4.15,분할매수,0.0,0.0,0.0,2776.3230969269016,1000000.0,1000000.0,31.599740086930307,0.0,0.0,2744.723356839971,86859048.50132588,86859048.50132588
2002,QQQ,20,2003-08-31,28.135583877563477,1175.0,3.9,분할매수,0.0,0.0,0.0,2744.723356839971,1000000.0,1000000.0,30.248664235680174,0.0,0.0,2714.474692604291,89738663.21681735,89738663.21681735
2002,QQQ,21,2003-09-30,27.318239212036133,1150.2,3.83,분할매수,0.0,0.0,0.0,2714.474692604291,1000000.0,1000000.0,31.825404566003883,0.0,0.0,2682.649288038287,84292700.26951712,84292700.26951712
2002,QQQ,22,2003-10-31,29.64388656616211,1184.0,3.93,분할매수,0.0,0.0,0.0,2682.649288038287,1000000.0,1000000.0,28.491358334864298,0.0,0.0,2654.1579297034227,93156595.0106206,93156595.0106206
2002,QQQ,23,2003-11-30,29.81244659423828,1202.1,4.23,분할매수,0.0,0.0,0.0,2654.1579297034227,1000000.0,1000000.0,27.90369938258482,0.0,0.0,2626.254230320838,94118496.41556591,94118496.41556591
2002,QQQ,24,2003-12-31,30.734487533569336,1192.0,4.34,분할매수,0.0,0.0,0.0,2626.254230320838,1000000.0,1000000.0,27.295922002289394,0.0,0.0,2598.9583083185485,95214160.85892119,95214160.85892119
2002,QQQ,25,2004-01-31,31.248685836791992,1174.0,4.26,분할매수,0.0,0.0,0.0,2598.9583083185485,1000000.0,1000000.0,27.258386507426348,0.0,0.0,2571.6999218111223,94345273.19181131,94345273.19181131
2002,QQQ,26,2004-02-29,30.827220916748047,1179.0,4.08,분할매수,0.0,0.0,0.0,2571.6999218111223,1000000.0,1000000.0,27.51387882112659,0.0,0.0,2544.1860429899957,92469188.35145982,92469188.35145982
2002,QQQ,27,2004-03-31,30.21183967590332,1146.7,3.93,분할매수,0.0,0.0,0.0,2544.1860429899957,1000000.0,1000000.0,28.865096657683353,0.0,0.0,2515.3209463323124,87140568.97719693,87140568.97719693
2002,QQQ,28,2004-04-30,29.30986785888672,1173.6,3.91,분할매수,0.0,0.0,0.0,2515.3209463323124,1000000.0,1000000.0,29.071406157145788,0.0,0.0,2486.2495401751667,85522163.14325215,85522163.14325215
2002,QQQ,29,2004-05-31,30.81035614013672,1165.0,3.9,분할매수,0.0,0.0,0.0,2486.2495401751667,1000000.0,1000000.0,27.859759063097847,0.0,0.0,2458.3897811120687,88241602.36074597,88241602.36074597
2002,QQQ,30,2004-06-30,31.81346321105957,1156.0,3.91,분할매수,0.0,0.0,0.0,2458.3897811120687,1000000.0,1000000.0,27.19137798281144,0.0,0.0,2431.1984031292573,89410636.14599074,89410636.14599074
2002,QQQ,31,2004-07-31,29.411029815673828,1170.0,3.91,분할매수,0.0,0.0,0.0,2431.1984031292573,1000000.0,1000000.0,29.060555174622433,0.0,0.0,2402.1378479546347,82659737.00503622,82659737.00503622
2002,QQQ,32,2004-08-31,28.67763900756836,1152.0,3.7,분할매수,0.0,0.0,0.0,2402.1378479546347,1000000.0,1000000.0,30.26942194671136,0.0,0.0,2371.8684260079235,78358563.64166929,78358563.64166929
2002,QQQ,33,2004-09-30,29.621763229370117,1152.0,3.52,분할매수,0.0,0.0,0.0,2371.8684260079235,1000000.0,1000000.0,29.30465512244978,0.0,0.0,2342.563770885474,79938281.51524216,79938281.51524216
2002,QQQ,34,2004-10-31,31.10539436340332,1120.0,3.52,분할매수,0.0,0.0,0.0,2342.563770885474,1000000.0,1000000.0,28.70425407329422,0.0,0.0,2313.8595168121797,80610334.30459152,80610334.30459152
2002,QQQ,35,2004-11-30,32.97675704956055,1048.0,3.42,분할매수,0.0,0.0,0.0,2313.8595168121797,1000000.0,1000000.0,28.93548543443445,0.0,0.0,2284.924031377745,78966155.12309977,78966155.12309977
2002,QQQ,36,2004-12-31,33.97344207763672,1035.1,3.39,분할매수,0.0,0.0,0.0,2284.924031377745,1000000.0,1000000.0,28.43663090186798,0.0,0.0,2256.487400475877,79351432.6033486,79351432.6033486
2002,QQQ,37,2005-01-31,31.828811645507812,1026.85,3.47,분할매수,0.0,0.0,0.0,2256.487400475877,1000000.0,1000000.0,30.596557694849675,0.0,0.0,2225.8908427810275,72749714.68949634,72749714.68949634
2002,QQQ,38,2005-02-28,31.67563819885254,1000.85,3.59,분할매수,0.0,0.0,0.0,2225.8908427810275,1000000.0,1000000.0,31.543191509321858,0.0,0.0,2194.3476512717057,69566443.54212596,69566443.54212596
2002,QQQ,39,2005-03-31,31.122474670410156,1015.4,3.55,분할매수,0.0,0.0,0.0,2194.3476512717057,1000000.0,1000000.0,31.64380639898686,0.0,0.0,2162.703844872719,68345249.54437727,68345249.54437727
2002,QQQ,40,2005-04-30,29.76930809020996,997.0,3.52,분할매수,0.0,0.0,0.0,2162.703844872719,1000000.0,1000000.0,33.6927221835934,0.0,0.0,2129.0111226891254,63189050.47469992,63189050.47469992
2002,QQQ,41,2005-05-31,32.40753936767578,1005.0,3.51,분할매수,0.0,0.0,0.0,2129.0111226891254,1000000.0,1000000.0,30.703499711377567,0.0,0.0,2098.307622977748,68340991.83163129,68340991.83163129
2002,QQQ,42,2005-06-30,31.330121994018555,1034.5,3.51,분할매수,0.0,0.0,0.0,2098.307622977748,1000000.0,1000000.0,30.853711837081878,0.0,0.0,2067.453911140666,67008271.87527802,67008271.87527802
2002,QQQ,43,2005-07-31,33.7152214050293,1026.5,3.51,분할매수,0.0,0.0,0.0,2067.453911140666,1000000.0,1000000.0,28.894489794259872,0.0,0.0,2038.5594213464062,70551840.01730955,70551840.01730955
2002,QQQ,44,2005-08-31,33.20412063598633,1039.0,3.5,분할매수,0.0,0.0,0.0,2038.5594213464062,1000000.0,1000000.0,28.986279087311686,0.0,0.0,2009.5731422590945,69328427.29506305,69328427.29506305
2002,QQQ,45,2005-09-30,33.61299514770508,1042.4,3.7,분할매수,0.0,0.0,0.0,2009.5731422590945,1000000.0,1000000.0,28.540290183635605,0.0,0.0,1981.032852075459,69411797.82437325,69411797.82437325
