시작연도,종목,경과개월,날짜,월봉종가(달러),원달러환율,한국CD91일물금리(%),매수신호,월초대기자금(원),대기자금이자(원),인출전대기자금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2002,SOXX,9,2002-09-30,8.082682609558105,1227.7,4.81,분할매수,18902439.977067422,75609.75990826968,18978049.736975692,3975.6938595285283,1000000.0,1000000.0,0.0,8333333.333333333,9644716.40364236,4815.484389294117,47784578.60039482,57429295.00403719
2002,SOXX,10,2002-10-31,9.99045467376709,1224.0,4.91,분할매수,9644716.40364236,38659.23825126646,9683375.641893627,4815.484389294117,1000000.0,1000000.0,0.0,8333333.333333333,350042.3085602941,5496.962769350188,67218600.6460678,67568642.9546281
2002,SOXX,11,2002-11-30,12.371731758117676,1198.7,4.91,분할매수,350042.3085602941,1432.2564458592035,351474.5650061533,5496.962769350188,1000000.0,1000000.0,43.73065811442781,0.0,0.0,5453.23211123576,80871404.17159162,80871404.17159162
2002,SOXX,12,2002-12-31,9.492295265197754,1186.3,4.9,분할매수,0.0,0.0,0.0,5453.23211123576,1000000.0,1000000.0,88.80434815112973,0.0,0.0,5364.427763084631,60407264.67532082,60407264.67532082
2002,SOXX,13,2003-01-31,9.032461166381836,1165.0,4.7,분할매수,0.0,0.0,0.0,5364.427763084631,1000000.0,1000000.0,95.03158473653158,0.0,0.0,5269.396178348099,55448893.04915972,55448893.04915972
2002,SOXX,14,2003-02-28,9.812539100646973,1193.7,4.54,분할매수,0.0,0.0,0.0,5269.396178348099,1000000.0,1000000.0,85.37356281723798,0.0,0.0,5184.022615530861,60721638.46117645,60721638.46117645
2002,SOXX,15,2003-03-31,9.563460350036621,1252.0,4.76,분할매수,0.0,0.0,0.0,5184.022615530861,1000000.0,1000000.0,83.51810071815439,0.0,0.0,5100.5045148127065,61070647.811127804,61070647.811127804
2002,SOXX,16,2003-04-30,10.784211158752441,1215.5,4.62,분할매수,0.0,0.0,0.0,5100.5045148127065,1000000.0,1000000.0,76.28807457019602,0.0,0.0,5024.2164402425105,65858477.46910309,65858477.46910309
2002,SOXX,17,2003-05-31,12.426477432250977,1210.0,4.39,분할매수,0.0,0.0,0.0,5024.2164402425105,1000000.0,1000000.0,66.50688302437372,0.0,0.0,4957.709557218137,74544307.77339566,74544307.77339566
2002,SOXX,18,2003-06-30,11.933793067932129,1196.0,4.28,분할매수,0.0,0.0,0.0,4957.709557218137,1000000.0,1000000.0,70.06325621520723,0.0,0.0,4887.64630100293,69760478.8163138,69760478.8163138
2002,SOXX,19,2003-07-31,13.22023868560791,1181.0,4.15,분할매수,0.0,0.0,0.0,4887.64630100293,1000000.0,1000000.0,64.04877180668446,0.0,0.0,4823.597529196246,75311319.68861315,75311319.68861315
2002,SOXX,20,2003-08-31,15.382551193237305,1175.0,3.9,분할매수,0.0,0.0,0.0,4823.597529196246,1000000.0,1000000.0,55.32657223734063,0.0,0.0,4768.270956958905,86184102.21591021,86184102.21591021
2002,SOXX,21,2003-09-30,14.343480110168457,1150.2,3.83,분할매수,0.0,0.0,0.0,4768.270956958905,1000000.0,1000000.0,60.6138822849255,0.0,0.0,4707.65707467398,77666318.29561529,77666318.29561529
2002,SOXX,22,2003-10-31,17.05341339111328,1184.0,3.93,분할매수,0.0,0.0,0.0,4707.65707467398,1000000.0,1000000.0,49.52642472355253,0.0,0.0,4658.130649950427,94053440.68244909,94053440.68244909
2002,SOXX,23,2003-11-30,17.95398712158203,1202.1,4.23,분할매수,0.0,0.0,0.0,4658.130649950427,1000000.0,1000000.0,46.33386121932831,0.0,0.0,4611.796788731099,99534048.4769975,99534048.4769975
2002,SOXX,24,2003-12-31,17.176597595214844,1192.0,4.34,분할매수,0.0,0.0,0.0,4611.796788731099,1000000.0,1000000.0,48.84123120695086,0.0,0.0,4562.9555575241475,93424253.33607824,93424253.33607824
2002,SOXX,25,2004-01-31,17.7924861907959,1174.0,4.26,분할매수,0.0,0.0,0.0,4562.9555575241475,1000000.0,1000000.0,47.87350948340476,0.0,0.0,4515.082048040743,94312744.07834849,94312744.07834849
2002,SOXX,26,2004-02-29,17.63646697998047,1179.0,4.08,분할매수,0.0,0.0,0.0,4515.082048040743,1000000.0,1000000.0,48.09219565677683,0.0,0.0,4466.989852383966,92883882.53811213,92883882.53811213
2002,SOXX,27,2004-03-31,16.878232955932617,1146.7,3.93,분할매수,0.0,0.0,0.0,4466.989852383966,1000000.0,1000000.0,51.668185569441064,0.0,0.0,4415.321666814524,85455326.4867491,85455326.4867491
2002,SOXX,28,2004-04-30,15.137298583984375,1173.6,3.91,분할매수,0.0,0.0,0.0,4415.321666814524,1000000.0,1000000.0,56.290035385804494,0.0,0.0,4359.031631428719,77438779.37813488,77438779.37813488
2002,SOXX,29,2004-05-31,16.703044891357422,1165.0,3.9,분할매수,0.0,0.0,0.0,4359.031631428719,1000000.0,1000000.0,51.38997735416422,0.0,0.0,4307.641654074555,83822602.69133002,83822602.69133002
2002,SOXX,30,2004-06-30,16.218536376953125,1156.0,3.91,분할매수,0.0,0.0,0.0,4307.641654074555,1000000.0,1000000.0,53.33723604945286,0.0,0.0,4254.304418025102,79762371.15250261,79762371.15250261
2002,SOXX,31,2004-07-31,13.87540054321289,1170.0,3.91,분할매수,0.0,0.0,0.0,4254.304418025102,1000000.0,1000000.0,61.59828338209155,0.0,0.0,4192.70613464301,68065308.06444444,68065308.06444444
2002,SOXX,32,2004-08-31,12.520438194274902,1152.0,3.7,분할매수,0.0,0.0,0.0,4192.70613464301,1000000.0,1000000.0,69.33108427087502,0.0,0.0,4123.375050372135,59473684.76543939,59473684.76543939
2002,SOXX,33,2004-09-30,13.14454174041748,1152.0,3.52,분할매수,0.0,0.0,0.0,4123.375050372135,1000000.0,1000000.0,66.03924067481302,0.0,0.0,4057.335809697322,61438256.531086475,61438256.531086475
2002,SOXX,34,2004-10-31,13.924674034118652,1120.0,3.52,분할매수,0.0,0.0,0.0,4057.335809697322,1000000.0,1000000.0,64.1205058495041,0.0,0.0,3993.2153038478177,62276728.02863112,62276728.02863112
2002,SOXX,35,2004-11-30,14.370849609375,1048.0,3.42,분할매수,0.0,0.0,0.0,3993.2153038478177,1000000.0,1000000.0,66.39819490282326,0.0,0.0,3926.8171089449943,59140419.62574536,59140419.62574536
2002,SOXX,36,2004-12-31,14.726699829101562,1035.1,3.39,분할매수,0.0,0.0,0.0,3926.8171089449943,1000000.0,1000000.0,65.60127143480216,0.0,0.0,3861.215837510192,58858856.74255052,58858856.74255052
2002,SOXX,37,2005-01-31,13.642729759216309,1026.85,3.47,분할매수,0.0,0.0,0.0,3861.215837510192,1000000.0,1000000.0,71.38249375733619,0.0,0.0,3789.833343752856,53091915.7382809,53091915.7382809
2002,SOXX,38,2005-02-28,14.715751647949219,1000.85,3.59,분할매수,0.0,0.0,0.0,3789.833343752856,1000000.0,1000000.0,67.89668280557302,0.0,0.0,3721.9366609472827,54817650.9831167,54817650.9831167
2002,SOXX,39,2005-03-31,13.952046394348145,1015.4,3.55,분할매수,0.0,0.0,0.0,3721.9366609472827,1000000.0,1000000.0,70.58703327755411,0.0,0.0,3651.3496276697288,51728333.918105274,51728333.918105274
2002,SOXX,40,2005-04-30,13.147281646728516,997.0,3.52,분할매수,0.0,0.0,0.0,3651.3496276697288,1000000.0,1000000.0,76.29022135772271,0.0,0.0,3575.059406312006,46861305.97981427,46861305.97981427
2002,SOXX,41,2005-05-31,14.64458179473877,1005.0,3.51,분할매수,0.0,0.0,0.0,3575.059406312006,1000000.0,1000000.0,67.94491570796268,0.0,0.0,3507.1144906040436,51617026.14627033,51617026.14627033
2002,SOXX,42,2005-06-30,14.43107795715332,1034.5,3.51,분할매수,0.0,0.0,0.0,3507.1144906040436,1000000.0,1000000.0,66.98394663892117,0.0,0.0,3440.1305439651223,51357537.38890964,51357537.38890964
2002,SOXX,43,2005-07-31,16.106306076049805,1026.5,3.51,분할매수,0.0,0.0,0.0,3440.1305439651223,1000000.0,1000000.0,60.48463975532229,0.0,0.0,3379.6459042098,55876102.06296072,55876102.06296072
2002,SOXX,44,2005-08-31,16.13641929626465,1039.0,3.5,분할매수,0.0,0.0,0.0,3379.6459042098,1000000.0,1000000.0,59.64544487427032,0.0,0.0,3320.0004593355297,55662263.33517888,55662263.33517888
2002,SOXX,45,2005-09-30,16.229372024536133,1042.4,3.7,분할매수,0.0,0.0,0.0,3320.0004593355297,1000000.0,1000000.0,59.11039774097839,0.0,0.0,3260.8900615945513,55166099.133417495,55166099.133417495
2002,SOXX,46,2005-10-31,15.28179931640625,1043.5,3.93,분할매수,0.0,0.0,0.0,3260.8900615945513,1000000.0,1000000.0,62.70945905189732,0.0,0.0,3198.180602542654,50999971.15101714,50999971.15101714
2002,SOXX,47,2005-11-30,16.938703536987305,1037.4,3.96,분할매수,0.0,0.0,0.0,3198.180602542654,1000000.0,1000000.0,56.908034919231575,0.0,0.0,3141.272567623422,55199104.52156303,55199104.52156303
2002,SOXX,48,2005-12-31,16.69770050048828,1010.0,4.04,분할매수,0.0,0.0,0.0,3141.272567623422,1000000.0,1000000.0,59.29553053559903,0.0,0.0,3081.977037087823,51976548.80982149,51976548.80982149
2002,SOXX,49,2006-01-31,18.19300651550293,958.9,4.15,분할매수,0.0,0.0,0.0,3081.977037087823,1000000.0,1000000.0,57.3221150322456,0.0,0.0,3024.6549220555776,52765933.712566406,52765933.712566406
2002,SOXX,50,2006-02-28,17.79042625427246,970.9,4.25,분할매수,0.0,0.0,0.0,3024.6549220555776,1000000.0,1000000.0,57.89474496168954,0.0,0.0,2966.760177093888,51244032.23569032,51244032.23569032
2002,SOXX,51,2006-03-31,17.853416442871094,971.4,4.27,분할매수,0.0,0.0,0.0,2966.760177093888,1000000.0,1000000.0,57.660786981982405,0.0,0.0,2909.099390111906,50451954.306848586,50451954.306848586
2002,SOXX,52,2006-04-30,18.27242660522461,942.8,4.33,분할매수,0.0,0.0,0.0,2909.099390111906,1000000.0,1000000.0,58.047590863159655,0.0,0.0,2851.051799248746,49115764.44179681,49115764.44179681
2002,SOXX,53,2006-05-31,16.541589736938477,945.3,4.36,분할매수,0.0,0.0,0.0,2851.051799248746,1000000.0,1000000.0,63.95184772402334,0.0,0.0,2787.0999515247227,43581226.3556813,43581226.3556813
2002,SOXX,54,2006-06-30,15.880800247192383,948.5,4.47,분할매수,0.0,0.0,0.0,2787.0999515247227,1000000.0,1000000.0,66.3881064453713,0.0,0.0,2720.7118450793514,40981916.65276882,40981916.65276882
2002,SOXX,55,2006-07-31,15.198434829711914,954.9,4.63,분할매수,0.0,0.0,0.0,2720.7118450793514,1000000.0,1000000.0,68.90381070033155,0.0,0.0,2651.80803437902,38485651.33664312,38485651.33664312
2002,SOXX,56,2006-08-31,16.5659122467041,961.1,4.68,분할매수,0.0,0.0,0.0,2651.80803437902,1000000.0,1000000.0,62.8081593610461,0.0,0.0,2588.999875017974,41220757.00603452,41220757.00603452
2002,SOXX,57,2006-09-30,16.861831665039062,946.0,4.64,분할매수,0.0,0.0,0.0,2588.999875017974,1000000.0,1000000.0,62.69084364203566,0.0,0.0,2526.309031375938,40297894.94939879,40297894.94939879
2002,SOXX,58,2006-10-31,16.697275161743164,942.2,4.57,분할매수,0.0,0.0,0.0,2526.309031375938,1000000.0,1000000.0,63.56401126388488,0.0,0.0,2462.745020112053,38744329.86754109,38744329.86754109
2002,SOXX,59,2006-11-30,17.245805740356445,929.0,4.6,분할매수,0.0,0.0,0.0,2462.745020112053,1000000.0,1000000.0,62.41669893578501,0.0,0.0,2400.328321176268,38456508.62833603,38456508.62833603
2002,SOXX,60,2006-12-31,16.73564338684082,930.0,4.76,분할매수,0.0,0.0,0.0,2400.328321176268,1000000.0,1000000.0,64.25022285368374,0.0,0.0,2336.0780983225845,36359066.07892252,36359066.07892252
2002,SOXX,61,2007-01-31,16.6807804107666,941.0,4.92,분할매수,0.0,0.0,0.0,2336.0780983225845,1000000.0,1000000.0,63.708005857124164,0.0,0.0,2272.3700924654604,35668517.03946957,35668517.03946957
2002,SOXX,62,2007-02-28,16.974292755126953,942.3,4.95,분할매수,0.0,0.0,0.0,2272.3700924654604,1000000.0,1000000.0,62.520021790195656,0.0,0.0,2209.8500706752648,35346277.998607665,35346277.998607665
2002,SOXX,63,2007-03-31,16.558300018310547,941.1,4.94,분할매수,0.0,0.0,0.0,2209.8500706752648,1000000.0,1000000.0,64.17242917236055,0.0,0.0,2145.6776415029044,33436129.334294558,33436129.334294558
2002,SOXX,64,2007-04-30,17.566076278686523,931.0,4.95,분할매수,0.0,0.0,0.0,2145.6776415029044,1000000.0,1000000.0,61.147056350426965,0.0,0.0,2084.530585152477,34090448.65882447,34090448.65882447
2002,SOXX,65,2007-05-31,17.714365005493164,927.4,5.04,분할매수,0.0,0.0,0.0,2084.530585152477,1000000.0,1000000.0,60.870563101529086,0.0,0.0,2023.660022050948,33245298.20227855,33245298.20227855
2002,SOXX,66,2007-06-30,18.1019287109375,922.6,5.03,분할매수,0.0,0.0,0.0,2023.660022050948,1000000.0,1000000.0,59.877229780490474,0.0,0.0,1963.7827922704575,32796821.08657452,32796821.08657452
2002,SOXX,67,2007-07-31,18.110177993774414,919.0,5.05,분할매수,0.0,0.0,0.0,1963.7827922704575,1000000.0,1000000.0,60.084405697289924,0.0,0.0,1903.6983865731677,31683734.98048984,31683734.98048984
2002,SOXX,68,2007-08-31,18.35765838623047,938.1,5.21,분할매수,0.0,0.0,0.0,1903.6983865731677,1000000.0,1000000.0,58.06756037179493,0.0,0.0,1845.6308262013727,31784197.827223476,31784197.827223476
2002,SOXX,69,2007-09-30,18.577808380126953,913.6,5.34,분할매수,0.0,0.0,0.0,1845.6308262013727,1000000.0,1000000.0,58.918194536177424,0.0,0.0,1786.7126316651952,30325311.99794494,30325311.99794494
2002,SOXX,70,2007-10-31,17.798683166503906,903.2,5.34,분할매수,0.0,0.0,0.0,1786.7126316651952,1000000.0,1000000.0,62.20541600422286,0.0,0.0,1724.5072156609724,27722782.459069204,27722782.459069204
2002,SOXX,71,2007-11-30,16.28172492980957,920.9,5.43,분할매수,0.0,0.0,0.0,1724.5072156609724,1000000.0,1000000.0,66.69405352214844,0.0,0.0,1657.813162138824,24856986.11178702,24856986.11178702
2002,SOXX,72,2007-12-31,16.37605094909668,935.8,5.73,분할매수,0.0,0.0,0.0,1657.813162138824,1000000.0,1000000.0,65.25409611705466,0.0,0.0,1592.5590660217695,24405503.42104182,24405503.42104182
2002,SOXX,73,2008-01-31,14.115764617919922,943.4,5.81,분할매수,0.0,0.0,0.0,1592.5590660217695,1000000.0,1000000.0,75.09304587519819,0.0,0.0,1517.4660201465713,20207810.223446563,20207810.223446563
2002,SOXX,74,2008-02-29,13.834600448608398,942.8,5.28,분할매수,0.0,0.0,0.0,1517.4660201465713,1000000.0,1000000.0,76.6679419183286,0.0,0.0,1440.7980782282427,18792705.81911628,18792705.81911628
2002,SOXX,75,2008-03-31,13.66094970703125,988.6,5.25,분할매수,0.0,0.0,0.0,1440.7980782282427,1000000.0,1000000.0,74.04547123892354,0.0,0.0,1366.7526069893192,18458287.64569814,18458287.64569814
2002,SOXX,76,2008-04-30,14.716667175292969,1005.0,5.38,분할매수,0.0,0.0,0.0,1366.7526069893192,1000000.0,1000000.0,67.61210699202228,0.0,0.0,1299.140499997297,19214613.444165938,19214613.444165938
2002,SOXX,77,2008-05-31,15.96533489227295,1028.5,5.36,분할매수,0.0,0.0,0.0,1299.140499997297,1000000.0,1000000.0,60.900053077733816,0.0,0.0,1238.240446919563,20332337.729477067,20332337.729477067
2002,SOXX,78,2008-06-30,14.149584770202637,1046.8,5.36,분할매수,0.0,0.0,0.0,1238.240446919563,1000000.0,1000000.0,67.51380587941244,0.0,0.0,1170.7266410401505,17340551.69591839,17340551.69591839
2002,SOXX,79,2008-07-31,12.986109733581543,1011.5,5.52,분할매수,0.0,0.0,0.0,1170.7266410401505,1000000.0,1000000.0,76.12986234512213,0.0,0.0,1094.5967786950284,14378021.251803333,14378021.251803333
2002,SOXX,80,2008-08-31,13.558175086975098,1089.0,5.77,분할매수,0.0,0.0,0.0,1094.5967786950284,1000000.0,1000000.0,67.72841032481789,0.0,0.0,1026.8683683702106,15161560.170177696,15161560.170177696
2002,SOXX,81,2008-09-30,11.20359992980957,1206.3,5.79,분할매수,0.0,0.0,0.0,1026.8683683702106,1000000.0,1000000.0,73.99239416979576,0.0,0.0,952.8759742004149,12878025.976748107,12878025.976748107
2002,SOXX,82,2008-10-31,9.227628707885742,1277.5,6.03,분할매수,0.0,0.0,0.0,952.8759742004149,1000000.0,1000000.0,84.82990481635862,0.0,0.0,868.0460693840563,10232783.724834053,10232783.724834053
2002,SOXX,83,2008-11-30,7.4810404777526855,1468.0,5.62,분할매수,0.0,0.0,0.0,868.0460693840563,1000000.0,1000000.0,91.05670689892817,0.0,0.0,776.9893624851281,8533027.263412643,8533027.263412643
2002,SOXX,84,2008-12-31,7.908018112182617,1262.0,4.68,분할매수,0.0,0.0,0.0,776.9893624851281,1000000.0,1000000.0,100.20121548794253,0.0,0.0,676.7881469971855,6754290.790800089,6754290.790800089
2002,SOXX,85,2009-01-31,7.70174503326416,1380.0,3.22,분할매수,0.0,0.0,0.0,676.7881469971855,1000000.0,1000000.0,94.0874669350491,0.0,0.0,582.7006800621365,6193180.654596527,6193180.654596527
2002,SOXX,86,2009-02-28,7.576315402984619,1532.8,2.7,분할매수,0.0,0.0,0.0,582.7006800621365,1000000.0,1000000.0,86.11056963336844,0.0,0.0,496.59011042876807,5766889.158242613,5766889.158242613
2002,SOXX,87,2009-03-31,8.680143356323242,1372.3,2.45,분할매수,0.0,0.0,0.0,496.59011042876807,1000000.0,1000000.0,83.95064531973479,0.0,0.0,412.63946510903327,4915262.575260176,4915262.575260176
2002,SOXX,88,2009-04-30,9.75889778137207,1277.0,2.42,분할매수,0.0,0.0,0.0,412.63946510903327,1000000.0,1000000.0,80.24321740500265,0.0,0.0,332.3962477040306,4142359.422433974,4142359.422433974
2002,SOXX,89,2009-05-31,10.151923179626465,1249.0,2.41,분할매수,0.0,0.0,0.0,332.3962477040306,1000000.0,1000000.0,78.86589548044503,0.0,0.0,253.53035222358557,3214702.003687373,3214702.003687373
2002,SOXX,90,2009-06-30,10.254066467285156,1273.5,2.41,분할매수,0.0,0.0,0.0,253.53035222358557,1000000.0,1000000.0,76.57815919756173,0.0,0.0,176.95219302602385,2310739.705423189,2310739.705423189
2002,SOXX,91,2009-07-31,11.84000301361084,1222.2,2.41,분할매수,0.0,0.0,0.0,176.95219302602385,1000000.0,1000000.0,69.10443295874038,0.0,0.0,107.84776006728347,1560648.9403027918,1560648.9403027918
2002,SOXX,92,2009-08-31,12.150479316711426,1248.0,2.48,분할매수,0.0,0.0,0.0,107.84776006728347,1000000.0,1000000.0,65.94653843655291,0.0,0.0,41.90122163073056,635381.6686078781,635381.6686078781
2002,SOXX,93,2009-09-30,12.528084754943848,1175.0,2.64,고갈,0.0,0.0,0.0,41.90122163073056,1000000.0,616806.9157124377,41.90122163073056,0.0,0.0,0.0,0.0,0.0
2003,QQQ,0,2002-12-31,20.535022735595703,1186.3,4.9,분할매수,100000000.0,0.0,100000000.0,0.0,0.0,0.0,0.0,8333333.333333333,91666666.66666667,342.08106492733015,8333333.333333334,100000000.0
2003,QQQ,1,2003-01-31,20.59400749206543,1165.0,4.7,분할매수,91666666.66666667,374305.5555555556,92040972.22222222,342.08106492733015,1000000.0,1000000.0,0.0,8333333.333333333,82707638.8888889,689.4187953501095,16540548.649651673,99248187.53854057
2003,QQQ,2,2003-02-28,21.200693130493164,1193.7,4.54,분할매수,82707638.8888889,323938.25231481483,83031577.14120372,689.4187953501095,1000000.0,1000000.0,0.0,8333333.333333333,73698243.80787039,1018.7049725163215,25780639.130860403,99478882.93873079
2003,QQQ,3,2003-03-31,21.276540756225586,1252.0,4.76,분할매수,73698243.80787039,278825.02240644296,73977068.83027683,1018.7049725163215,1000000.0,1000000.0,0.0,8333333.333333333,64643735.496943496,1331.5385818734276,35469829.701957434,100113565.19890094
2003,QQQ,4,2003-04-30,23.13032341003418,1215.5,4.62,분할매수,64643735.496943496,256420.1508045425,64900155.64774804,1331.5385818734276,1000000.0,1000000.0,0.0,8333333.333333333,55566822.3144147,1627.9412342399842,45769418.200829014,101336240.51524371
