시작연도,매수방식,경과개월,날짜,월봉종가(달러),10개월이동평균(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2008,균등 분할매수,100,2016-04-30,98.38915252685547,99.957080078125,1144.09,균등분할,0.0,844.356265953621,1000000.0,1000000.0,8.883673539652154,0.0,0.0,835.4725924139689,94045845.86374642,94045845.86374642
2008,균등 분할매수,101,2016-05-31,102.68878936767578,99.89482421875,1188.99,균등분할,0.0,835.4725924139689,1000000.0,1000000.0,8.19028028237005,0.0,0.0,827.2823121315988,101007814.58143274,101007814.58143274
2008,균등 분할매수,102,2016-06-30,100.34949493408203,100.30368347167969,1154.15,균등분할,0.0,827.2823121315988,1000000.0,1000000.0,8.634208922489252,0.0,0.0,818.6481032091095,94814488.57194115,94814488.57194115
2008,균등 분할매수,103,2016-07-31,107.52532958984375,101.64260406494141,1112.89,균등분할,0.0,818.6481032091095,1000000.0,1000000.0,8.35674167771498,0.0,0.0,810.2913615313945,96962595.32494678,96962595.32494678
2008,균등 분할매수,104,2016-08-31,108.65442657470703,102.02411422729492,1115.98,균등분할,0.0,810.2913615313945,1000000.0,1000000.0,8.247003224643937,0.0,0.0,802.0443583067506,97252824.62726073,97252824.62726073
2008,균등 분할매수,105,2016-09-30,111.05953216552734,102.58230819702149,1097.98,균등분할,0.0,802.0443583067506,1000000.0,1000000.0,8.200677457618157,0.0,0.0,793.8436808491324,96802207.49465984,96802207.49465984
2008,균등 분할매수,106,2016-10-31,109.441162109375,103.14687805175781,1145.37,균등분할,0.0,793.8436808491324,1000000.0,1000000.0,7.977622841628756,0.0,0.0,785.8660580075036,98508800.63002037,98508800.63002037
2008,균등 분할매수,107,2016-11-30,109.9182357788086,104.47642211914062,1175.87,균등분할,0.0,785.8660580075036,1000000.0,1000000.0,7.736970490894769,0.0,0.0,778.1290875166088,100572838.99846171,100572838.99846171
2008,균등 분할매수,108,2016-12-31,111.16281127929688,106.08167343139648,1203.73,균등분할,0.0,778.1290875166088,1000000.0,1000000.0,7.473282408862618,0.0,0.0,770.6558051077462,103121461.62090972,103121461.62090972
2008,균등 분할매수,109,2017-01-31,116.87667083740234,107.60656051635742,1151.45,균등분할,0.0,770.6558051077462,1000000.0,1000000.0,7.430654753752727,0.0,0.0,763.2251503539935,102713041.53493871,102713041.53493871
2008,균등 분할매수,110,2017-02-28,121.9900894165039,109.96665420532227,1129.17,균등분할,0.0,763.2251503539935,1000000.0,1000000.0,7.259657288463132,0.0,0.0,755.9654930655304,104132393.99976802,104132393.99976802
2008,균등 분할매수,111,2017-03-31,124.46265411376953,112.14404067993163,1117.48,균등분할,0.0,755.9654930655304,1000000.0,1000000.0,7.189872400543574,0.0,0.0,748.7756206649868,104143102.81895648,104143102.81895648
2008,균등 분할매수,112,2017-04-30,127.85677337646484,114.89476852416992,1136.99,균등분할,0.0,748.7756206649868,1000000.0,1000000.0,6.8789097987473085,0.0,0.0,741.8967108662396,107850914.25407897,107850914.25407897
2008,균등 분할매수,113,2017-05-31,132.8397674560547,117.42621231079102,1119.58,균등분할,0.0,741.8967108662396,1000000.0,1000000.0,6.723830574201606,0.0,0.0,735.1728802920379,109338400.51127894,109338400.51127894
2008,균등 분할매수,114,2017-06-30,129.7605743408203,119.53682708740234,1143.75,균등분할,0.0,735.1728802920379,1000000.0,1000000.0,6.737924399088192,0.0,0.0,728.4349558929497,108109695.6195479,108109695.6195479
2008,균등 분할매수,115,2017-07-31,135.0305938720703,121.93393325805664,1121.86,균등분할,0.0,728.4349558929497,1000000.0,1000000.0,6.601295270030863,0.0,0.0,721.8336606229188,109347276.72309437,109347276.72309437
