시작연도,날짜,원달러환율,월수익률,인출전잔액(달러),요청인출액(원),실제인출액(달러),실제인출액(원),월말잔액(달러),월말잔액(원)
2002,2006-06-30,948.5,-0.0006160625929714225,21605.725485112962,1000000.0,1054.2962572482868,1000000.0,20551.429227864675,19493030.622629646
2002,2006-07-31,954.9,-0.04307455719024722,19666.1855142477,1000000.0,1047.2300764477957,1000000.0000000001,18618.955437799905,17779240.54755513
2002,2006-08-31,961.1,0.04770918516925837,19507.25063044007,1000000.0,1040.4744563520965,999999.9999999999,18466.776174087972,17748418.58091595
2002,2006-09-30,946.0,0.04639542364195326,19323.550077985914,1000000.0,1057.0824524312895,999999.9999999999,18266.467625554626,17280078.373774678
2002,2006-10-31,942.2,0.0474783449949161,19133.729277319173,1000000.0,1061.3457864572276,999999.9999999999,18072.383490861946,17027799.725090127
2002,2006-11-30,929.0,0.034288262164122285,18692.054113927177,1000000.0,1076.4262648008612,1000000.0,17615.627849126315,16364918.271838346
2002,2006-12-31,930.0,-0.018787250215751117,17284.678641017224,1000000.0,1075.268817204301,1000000.0,16209.409823812923,15074751.136146018
2002,2007-01-31,941.0,0.021083396274696797,16551.159234507333,1000000.0,1062.6992561105208,1000000.0,15488.459978396811,14574640.8396714
2002,2007-02-28,942.3,-0.016790807416936948,15228.396229714615,1000000.0,1061.2331529236974,1000000.0,14167.163076790917,13349717.76726008
2002,2007-03-31,941.1,0.005248654870314562,14241.521626272457,1000000.0,1062.5863351397302,1000000.0000000001,13178.935291132726,12402696.002485009
2002,2007-04-30,931.0,0.05582335349085499,13914.627654522732,1000000.0,1074.1138560687432,999999.9999999999,12840.513798453989,11954518.346360663
2002,2007-05-31,927.4,0.03154908841038395,13245.620303516169,1000000.0,1078.2833728703904,1000000.0,12167.336930645779,11283988.269480895
2002,2007-06-30,922.6,0.0047927280080153345,12225.651667136244,1000000.0,1083.8933448948624,1000000.0,11141.758322241381,10279386.2280999
2002,2007-07-31,919.0,-0.001470339282330979,11125.376157305951,1000000.0,1088.139281828074,1000000.0,10037.236875477876,9224220.688564168
2002,2007-08-31,938.1,0.02819231142765566,10320.209783344499,1000000.0,1065.9844366272253,1000000.0,9254.225346717274,8681388.797755474
2002,2007-09-30,913.6,0.05252187345957138,9740.274599343917,1000000.0,1094.5709281961472,1000000.0000000001,8645.70367114777,7898714.873960603
2002,2007-10-31,903.2,0.07041426697281761,9254.484557615839,1000000.0,1107.1744906997342,1000000.0,8147.310066916105,7358650.452438626
2002,2007-11-30,920.9,-0.06759950006647364,7596.555979506028,1000000.0,1085.894233901618,1000000.0,6510.66174560441,5995668.4015271
2002,2007-12-31,935.8,-0.0007133633353075819,6506.017278226505,1000000.0,1068.604402650139,1000000.0000000001,5437.412875576367,5088330.968964363
2002,2008-01-31,943.4,-0.11889953181747881,4790.9070303720055,1000000.0,1059.99576001696,1000000.0000000001,3730.9112703550454,3519741.69245295
2002,2008-02-29,942.8,-0.04830458931575354,3550.6911336670287,1000000.0,1060.6703436571913,999999.9999999999,2490.0207900098376,2347591.600821275
2002,2008-03-31,988.6,0.018723236384891262,2536.6420378644852,1000000.0,1011.5314586283633,1000000.0,1525.1105792361218,1507724.31863283
2002,2008-04-30,1005.0,0.07982605635389328,1646.8541422801434,1000000.0,995.0248756218906,1000000.0,651.8292666582528,655088.412991544
2002,2008-05-31,1028.5,0.059309453662066414,690.4889043446991,1000000.0,690.4889043446991,710167.838118523,0.0,0.0
2010,2010-01-31,1158.7,-0.06469902817010309,80376.48535469401,1000000.0,863.0361612151548,1000000.0,79513.44919347885,92132233.58048394
2010,2010-02-28,1159.0,0.046038360707790105,83174.11804856878,1000000.0,862.8127696289905,1000000.0,82311.30527893979,95398802.81829122
2010,2010-03-31,1131.2,0.07710898183721238,88658.24622269081,1000000.0,884.016973125884,1000000.0,87774.22924956493,99290208.12710786
2010,2010-04-30,1108.0,0.0224254591310864,89742.60664036365,1000000.0,902.5270758122743,1000000.0,88840.07956455137,98434808.15752292
2010,2010-05-31,1194.5,-0.07392365838771775,82272.69587168381,1000000.0,837.1703641691084,1000000.0,81435.5255075147,97274735.2187263
2010,2010-06-30,1220.85,-0.05975660734218424,76569.21478605771,1000000.0,819.1014457140517,999999.9999999999,75750.11334034365,92479525.87155855
2010,2010-07-31,1182.0,0.07258239197171279,81248.23775871415,1000000.0,846.0236886632825,1000000.0,80402.21407005088,95035417.03080013
2010,2010-08-31,1198.0,-0.05129934027553451,76277.63353156496,1000000.0,834.7245409015025,999999.9999999999,75442.90899066346,90380604.97081482
2010,2010-09-30,1140.1,0.13172878433406332,85380.91167862894,1000000.0,877.1160424524165,1000000.0,84503.79563617652,96342777.40480484
2010,2010-10-31,1124.0,0.06337887248669127,89859.55092444317,1000000.0,889.6797153024911,1000000.0,88969.87120914068,100002135.23907413
2010,2010-11-30,1157.2,-0.0017250134229097602,88816.39698707036,1000000.0,864.1548565502937,1000000.0,87952.24213052007,101778334.59343784
2010,2010-12-31,1130.6,0.04757111865635899,92136.22867700386,1000000.0,884.486113568017,1000000.0,91251.74256343585,103169220.14222057
2010,2011-01-31,1119.1,0.028277254276120267,93832.0912910412,1000000.0,893.5751943526049,1000000.0,92938.51609668859,104007493.36380419
2010,2011-02-28,1123.7,0.03160762730666078,95876.08207590682,1000000.0,889.9172376968942,1000000.0,94986.16483820992,106735953.4286965
2010,2011-03-31,1097.25,-0.004482801815275939,94560.36068604709,1000000.0,911.369332421964,1000000.0,93648.99135362513,102756355.76276517
2010,2011-04-30,1068.4,0.028730632854513383,96339.58614140163,1000000.0,935.9790340696368,1000000.0,95403.60710733199,101929213.8334735
2010,2011-05-31,1078.0,-0.012186915254312258,94240.93143255923,1000000.0,927.643784786642,1000000.0,93313.28764777258,100591724.08429885
2010,2011-06-30,1066.3,-0.020254644694857382,91423.26016115792,1000000.0,937.822376441902,1000000.0,90485.437784716,96484622.30984268
2010,2011-07-31,1054.0,0.01665203490822109,91992.20445339277,1000000.0,948.7666034155598,1000000.0,91043.43784997721,95959783.49387598
2010,2011-08-31,1063.9,-0.050689525281595205,86428.48920535746,1000000.0,939.9379640943697,1000000.0,85488.55124126309,90951269.66557981
2010,2011-09-30,1180.9,-0.04490848548019477,81649.38987912194,1000000.0,846.8117537471419,999999.9999999999,80802.5781253748,95419764.50825511
2010,2011-10-31,1112.05,0.1040199946643452,89207.66187084162,1000000.0,899.2401420799425,1000000.0,88308.42172876168,98203380.38346942
2010,2011-11-30,1140.05,-0.026919661987948484,85931.1888651342,1000000.0,877.1545107670717,1000000.0,85054.03435436713,96965851.86569625
2010,2011-12-31,1158.5,-0.0061422491421602166,84531.61128481675,1000000.0,863.1851532153647,1000000.0,83668.42613160139,96929871.6734602
2010,2012-01-31,1125.7,0.08418416840283838,90711.98300706455,1000000.0,888.3361463977969,1000000.0,89823.64686066676,101114479.27105258
2010,2012-02-29,1117.1,0.06410049582776467,95581.38716149353,1000000.0,895.1750067138126,1000000.0,94686.21215477973,105773967.59810443
2010,2012-03-31,1131.4,0.05053056865756833,99470.76029899191,1000000.0,883.86070355312,1000000.0,98586.8995954388,111541218.20227946
2010,2012-04-30,1130.05,-0.011695132658748442,97433.91272625542,1000000.0,884.9165966107695,1000000.0,96548.99612964466,109105193.07630494
2010,2012-05-31,1180.0,-0.07040137918857192,89751.81364284558,1000000.0,847.457627118644,1000000.0,88904.35601572694,104907140.09855779
2010,2012-06-30,1141.17,0.036214272811905035,92123.9626186472,1000000.0,876.2936284690273,1000000.0,91247.66899017818,104129102.42152163
2010,2012-07-31,1130.27,0.009975084915844423,92157.87223672807,1000000.0,884.7443531191662,1000000.0,91273.1278836089,103163278.25300664
2010,2012-08-31,1133.2,0.05185205100425927,96005.82676594808,1000000.0,882.4567596187786,1000000.0,95123.37000632929,107793802.89117236
2010,2012-09-30,1111.21,0.00888410306109888,95968.45582898456,1000000.0,899.9199071282655,1000000.0,95068.5359218563,105641107.80172594
2010,2012-10-31,1090.17,-0.05279274931925093,90049.60653678553,1000000.0,917.2881293743177,1000000.0,89132.31840741122,97169379.5582075
2010,2012-11-30,1081.75,0.013087175409479901,90298.80869306263,1000000.0,924.428010168708,999999.9999999999,89374.38068289393,96680736.3037205
2010,2012-12-31,1063.24,-0.004669903056291003,88957.01098938877,1000000.0,940.5214250780633,1000000.0,88016.4895643107,93582652.36435771
2010,2013-01-31,1087.46,0.026715946120251743,90367.93335720453,1000000.0,919.5740532985121,1000000.0,89448.35930390602,97271512.80862564
2010,2013-02-28,1083.9,0.00343948062936672,89756.01520306044,1000000.0,922.5943352707814,1000000.0,88833.42086778965,96286544.87859721
2010,2013-03-31,1112.48,0.030247762859054728,91520.43311615716,1000000.0,898.8925643607076,1000000.0,90621.54055179645,100814651.43306252
2010,2013-04-30,1101.52,0.02537356249316991,92920.93187421479,1000000.0,907.8364441862154,1000000.0,92013.09543002857,101354264.87808506
2010,2013-05-31,1129.34,0.03577447964073199,95304.81603917085,1000000.0,885.4729310924965,1000000.0,94419.34310807835,106631540.94567719
2010,2013-06-30,1141.45,-0.023952342821937367,92157.77863293153,1000000.0,876.0786718647335,1000000.0,91281.6999610668,104193496.4205597
2010,2013-07-31,1122.66,0.06313987648083241,97045.21522156896,1000000.0,890.7416314823722,1000000.0000000001,96154.47359008658,107948781.3206466
2010,2013-08-31,1109.42,-0.003959004804243493,95773.79756719392,1000000.0,901.3718880135566,1000000.0,94872.42567918036,105253366.49699628
2010,2013-09-30,1073.33,0.048321646181734845,99456.81746525265,1000000.0,931.6799120494163,1000000.0,98525.13755320324,105749985.88997963
2010,2013-10-31,1060.83,0.04956923570908511,103408.953319848,1000000.0,942.6581073310522,1000000.0,102466.29521251695,108699319.95029435
2010,2013-11-30,1057.76,0.035511225461545726,106104.99892401794,1000000.0,945.3940402359704,1000000.0,105159.60488378197,111233623.66186921
2010,2013-12-31,1055.25,0.029271131652302218,108237.74552283924,1000000.0,947.6427386875148,1000000.0,107290.10278415172,113217880.9629761
2010,2014-01-31,1080.36,-0.019213090544717426,105228.72832480777,1000000.0,925.6173867969936,1000000.0,104303.11093801078,112684908.93298931
2010,2014-02-28,1066.01,0.05152423432483122,109677.24886678971,1000000.0,938.0775039633775,1000000.0,108739.17136282634,115917044.0644865
2010,2014-03-31,1064.65,-0.027336021426412116,105766.67504456182,1000000.0,939.2758183440567,1000000.0,104827.39922621776,111604490.58619276
2010,2014-04-30,1032.85,-0.003193579200831076,104492.6246243717,1000000.0,968.1948007939199,1000000.0,103524.42982357778,106925207.3432823
2010,2014-05-31,1020.3,0.04485613196218363,108168.135309054,1000000.0,980.1038910124473,1000000.0,107188.03141804156,109363948.4558278
2010,2014-06-30,1011.6,0.031238220242152392,110536.39475080109,1000000.0,988.5330170027679,1000000.0,109547.86173379832,110818616.92991038
2010,2014-07-31,1027.75,0.01181960292441131,110842.67396071012,1000000.0,972.9992702505473,1000000.0,109869.67469045958,112918558.16311984
2010,2014-08-31,1013.85,0.05009507794122281,115373.60460745495,1000000.0,986.3392020515855,1000000.0,114387.26540540336,115971529.03126821
2010,2014-09-30,1054.55,-0.007566303135508545,113521.7766805042,1000000.0,948.2717746906263,1000000.0,112573.50490581358,118714389.5984257
2010,2014-10-31,1073.07,0.02641958265016897,115547.64992289193,1000000.0,931.9056538716021,1000000.0,114615.74426902033,122990716.70275764
2010,2014-11-30,1112.06,0.04546352532047537,119826.58006072007,1000000.0,899.232055824326,1000000.0,118927.34800489574,132254346.62232435
2010,2014-12-31,1090.89,-0.022406113470499256,116262.6483507525,1000000.0,916.6827086140673,1000000.0,115345.96564213843,125829760.4593524
2010,2015-01-31,1104.3,-0.020823229749562522,112944.09009888704,1000000.0,905.5510278004166,1000000.0,112038.53907108662,123724158.69620095
2010,2015-02-28,1100.65,0.0722057857294367,120128.36981669262,1000000.0,908.554036251306,1000000.0,119219.8157804413,131219290.23874274
2010,2015-03-31,1107.71,-0.023589912228446752,116407.4307902891,1000000.0,902.7633586407994,1000000.0,115504.6674316483,127945675.16071114
2010,2015-04-30,1076.74,0.019223414240957526,117725.0615004509,1000000.0,928.7293125545629,1000000.0,116796.33218789633,125759282.7199955
2010,2015-05-31,1111.99,0.02248473186235489,119422.46639964772,1000000.0,899.2886626678297,1000000.0,118523.1777369799,131796588.41174427
2010,2015-06-30,1117.34,-0.024840929023894787,115578.95189112911,1000000.0,894.9827268333722,1000000.0,114683.96916429573,128140986.10603419
2010,2015-07-31,1159.7,0.0455777199442049,119911.00299295584,1000000.0,862.2919720617401,1000000.0000000001,119048.7110208941,138060790.1709309
