시작연도,날짜,원달러환율,월수익률,인출전잔액(달러),요청인출액(원),실제인출액(달러),실제인출액(원),월말잔액(달러),월말잔액(원)
2002,2002-01-31,1314.4,-0.010280402429488134,75349.79806399024,1000000.0,760.8034083992695,999999.9999999999,74588.99465559097,98039774.57530878
2002,2002-02-28,1323.8,-0.12282499649093437,65427.601648755684,1000000.0,755.4011179936547,1000000.0,64672.20053076203,85613059.06262277
2002,2002-03-31,1325.9,0.0674958094461433,69037.3030542491,1000000.0,754.2046911531789,1000000.0,68283.09836309592,90536560.11962889
2002,2002-04-30,1294.0,-0.12007791238497456,60083.80646047749,1000000.0,772.7975270479135,1000000.0,59311.00893342958,76748445.55985788
2002,2002-05-31,1219.3,-0.053261755706392466,56152.00046491759,1000000.0,820.1427048306406,1000000.0,55331.85776008695,67466134.166874
2002,2002-06-30,1205.0,-0.1311584595065275,48074.616534639645,1000000.0,829.8755186721992,1000000.0,47244.74101596745,56929912.924240775
2002,2002-07-31,1183.0,-0.08620673655694977,43171.926073502626,1000000.0,845.30853761623,1000000.0,42326.6175358864,50072388.54495361
2002,2002-08-31,1201.9,-0.015094521559168683,41687.71749496427,1000000.0,832.0159747067144,1000000.0000000001,40855.70152025756,49104467.65719756
2002,2002-09-30,1227.7,-0.11792249651023645,36037.89520031172,1000000.0,814.5312372729494,1000000.0,35223.36396303878,43243723.93742271
2002,2002-10-31,1224.0,0.18484580206109968,41734.25492607671,1000000.0,816.9934640522875,1000000.0,40917.26146202443,50082728.0295179
2002,2002-11-30,1198.7,0.1291237786617052,46200.65287448999,1000000.0,834.2370901810294,1000000.0,45366.41578430896,54380722.60065116
2002,2002-12-31,1186.3,-0.12085109253161541,39883.834872531705,1000000.0,842.9570934839417,1000000.0,39040.87777904776,46314193.30928436
2002,2003-01-31,1165.0,0.0028722124153548467,39153.011472911094,1000000.0,858.3690987124463,1000000.0,38294.64237419865,44613258.36594143
2002,2003-02-28,1193.7,0.029459985322104254,39422.80197645778,1000000.0,837.7314233056882,1000000.0,38585.07055315209,46058998.71929765
2002,2003-03-31,1252.0,0.003577240073185717,38723.09861376152,1000000.0,798.7220447284345,1000000.0,37924.376569033084,47481319.46442942
2002,2003-04-30,1215.5,0.08712827884448582,41228.662225743086,1000000.0,822.7067050596462,1000000.0,40405.95552068344,49113438.935390726
2002,2003-05-31,1210.0,0.08524655078266141,43850.42385989934,1000000.0,826.4462809917355,1000000.0,43023.9775789076,52059012.8704782
2002,2003-06-30,1196.0,0.005371052604584703,43255.06162574239,1000000.0,836.1204013377926,1000000.0,42418.941224404596,50733053.704387896
2002,2003-07-31,1181.0,0.06176902225626235,45039.11774898193,1000000.0,846.740050804403,1000000.0,44192.37769817753,52191198.06154766
2002,2003-08-31,1175.0,0.049999594268913095,46401.97865286497,1000000.0,851.063829787234,1000000.0,45550.914823077735,53522324.91711634
2002,2003-09-30,1150.2,-0.029050221460789727,44227.65065972576,1000000.0,869.414014953921,999999.9999999999,43358.23664477184,49870643.78881657
2002,2003-10-31,1184.0,0.08513260841940928,47049.43642680728,1000000.0,844.5945945945946,1000000.0,46204.84183221269,54706532.72933982
2002,2003-11-30,1202.1,0.005685003843149072,46467.51653560092,1000000.0,831.8775476249897,1000000.0,45635.63898797593,54858601.62744586
2002,2003-12-31,1192.0,0.030928393047912506,47047.07596758869,1000000.0,838.9261744966443,1000000.0,46208.149793092045,55080114.553365715
2002,2004-01-31,1174.0,0.01673102383943914,46981.25944885664,1000000.0,851.7887563884157,1000000.0,46129.470692468225,54155998.5929577
2002,2004-02-29,1179.0,-0.013487989031769287,45507.27689772689,1000000.0,848.1764206955047,1000000.0,44659.10047703139,52653079.46242001
2002,2004-03-31,1146.7,-0.0199624571666267,43767.59509665857,1000000.0,872.0676724513822,1000000.0,42895.52742420719,49188301.29733839
2002,2004-04-30,1173.6,-0.029854607716977455,41614.89828014463,1000000.0,852.0790729379687,1000000.0,40762.81920720667,47839244.62157774
2002,2004-05-31,1165.0,0.05119429138550613,42849.64285139511,1000000.0,858.3690987124463,1000000.0,41991.27375268267,48919833.921875305
2002,2004-06-30,1156.0,0.032558137231401885,43358.43140604388,1000000.0,865.0519031141869,1000000.0,42493.37950292969,49122346.70538672
2002,2004-07-31,1170.0,-0.0755168401417986,39284.41375592216,1000000.0,854.7008547008547,1000000.0,38429.71290122131,44962764.094428934
2002,2004-08-31,1152.0,-0.02493583921092901,37471.43575939429,1000000.0,868.0555555555555,1000000.0,36603.38020383874,42167093.99482223
2002,2004-09-30,1152.0,0.032921953846492436,37808.43499753513,1000000.0,868.0555555555555,1000000.0,36940.379441979574,42555317.11716047
2002,2004-10-31,1120.0,0.05008544565025619,38790.554808820685,1000000.0,892.8571428571429,1000000.0,37897.69766596354,42445421.38587917
2002,2004-11-30,1048.0,0.060162921880204445,40177.73389008051,1000000.0,954.1984732824427,1000000.0,39223.53541679807,41106265.116804376
2002,2004-12-31,1035.1,0.0302233770512359,40409.003116982465,1000000.0,966.0902328277461,1000000.0,39442.91288415472,40827359.12638855
2002,2005-01-31,1026.85,-0.06312687817126938,36953.0049277967,1000000.0,973.852071870283,1000000.0,35979.15285592641,36945193.11010803
2002,2005-02-28,1000.85,-0.004812773850745189,35805.99332988945,1000000.0,999.1507218863966,1000000.0,34806.84260800305,34836428.424219854
2002,2005-03-31,1015.4,-0.017463258151472427,34199.00173010182,1000000.0,984.8335631278314,1000000.0,33214.16816697399,33725666.35674539
2002,2005-04-30,997.0,-0.04347858061873355,31770.06327864204,1000000.0,1003.0090270812437,1000000.0,30767.054251560796,30674753.088806115
2002,2005-05-31,1005.0,0.0886224561581559,33493.706168085344,1000000.0,995.0248756218906,1000000.0,32498.681292463454,32661174.69892577
2002,2005-06-30,1034.5,-0.0332464749921193,31418.21469759671,1000000.0,966.6505558240696,1000000.0,30451.564141772644,31502143.1046638
2002,2005-07-31,1026.5,0.0761284079133826,32769.79323835805,1000000.0,974.184120798831,1000000.0,31795.609117559216,32638192.759174533
2002,2005-08-31,1039.0,-0.01515935127815593,31313.6083098432,1000000.0,962.4639076034649,1000000.0,30351.144402239734,31534839.033927083
2002,2005-09-30,1042.4,0.01231477601941755,30724.911947486315,1000000.0,959.3246354566385,1000000.0,29765.587312029675,31027648.214059737
2002,2005-10-31,1043.5,-0.01495247660714183,29320.518064048712,1000000.0,958.3133684714902,1000000.0,28362.204695577224,29595960.599834833
2002,2005-11-30,1037.4,0.06097286575787142,30091.529595077925,1000000.0,963.948332369385,1000000.0,29127.58126270854,30216952.80193384
2002,2005-12-31,1010.0,-0.01776244627086143,28610.20416552953,1000000.0,990.0990099009902,1000000.0,27620.10515562854,27896306.207184825
2002,2006-01-31,958.9,0.03934673616830753,28706.866146127966,1000000.0,1042.8616122640526,1000000.0,27664.004533863914,26527013.947522108
2002,2006-02-28,970.9,-0.021428415674290324,27071.208745496824,1000000.0,1029.9721907508497,999999.9999999999,26041.236554745974,25283436.571002867
2002,2006-03-31,971.4,0.020910234906168057,26585.764928352804,1000000.0,1029.4420424130121,1000000.0,25556.322885939793,24825412.051401913
2002,2006-04-30,942.8,-0.0019080785475477091,25507.55941448693,1000000.0,1060.6703436571913,999999.9999999999,24446.889070829737,23048527.015978273
2002,2006-05-31,945.3,-0.07240131210496836,22676.902225217054,1000000.0,1057.8652279699568,1000000.0000000001,21619.036997247098,20436475.67349768
2002,2006-06-30,948.5,-0.0006154877982303963,21605.730743765802,1000000.0,1054.2962572482868,1000000.0,20551.434486517515,19493035.610461865
2002,2006-07-31,954.9,-0.04307483495757858,19666.184837869285,1000000.0,1047.2300764477957,1000000.0000000001,18618.95476142149,17779239.90168138
2002,2006-08-31,961.1,0.04770900765963937,19507.246616748627,1000000.0,1040.4744563520965,999999.9999999999,18466.77216039653,17748414.723357104
2002,2006-09-30,946.0,0.046394860410832406,19323.535477016772,1000000.0,1057.0824524312895,999999.9999999999,18266.453024585484,17280064.56125787
2002,2006-10-31,942.2,0.04747871051132613,19133.720659808514,1000000.0,1061.3457864572276,999999.9999999999,18072.374873351288,17027791.605671585
2002,2006-11-30,929.0,0.03428859067290024,18692.051137870836,1000000.0,1076.4262648008612,1000000.0,17615.624873069974,16364915.507082006
2002,2006-12-31,930.0,-0.01878745460596165,17284.672120411524,1000000.0,1075.268817204301,1000000.0,16209.403303207222,15074745.071982717
2002,2007-01-31,941.0,0.021084847357344172,16551.176097608975,1000000.0,1062.6992561105208,1000000.0,15488.476841498454,14574656.707850045
2002,2007-02-28,942.3,-0.016791496116271176,15228.402142767476,1000000.0,1061.2331529236974,1000000.0,14167.168989843778,13349723.33912979
2002,2007-03-31,941.1,0.0052481388239247195,14241.52025944448,1000000.0,1062.5863351397302,1000000.0000000001,13178.93392430475,12402694.716163201
2002,2007-04-30,931.0,0.05582346143944483,13914.627634041168,1000000.0,1074.1138560687432,999999.9999999999,12840.513777972425,11954518.327292327
2002,2007-05-31,927.4,0.03154908841038395,13245.62028238843,1000000.0,1078.2833728703904,1000000.0,12167.33690951804,11283988.24988703
2002,2007-06-30,922.6,0.004792352512725362,12225.647077129546,1000000.0,1083.8933448948624,1000000.0,11141.753732234683,10279381.993359718
2002,2007-07-31,919.0,-0.0014703398318031136,11125.371567926039,1000000.0,1088.139281828074,1000000.0,10037.232286097964,9224216.47092403
2002,2007-08-31,938.1,0.02819278979706974,10320.209866084286,1000000.0,1065.9844366272253,1000000.0,9254.225429457061,8681388.875373669
2002,2007-09-30,913.6,0.05252104969664839,9740.267063141562,1000000.0,1094.5709281961472,1000000.0000000001,8645.696134945414,7898707.98888613
2002,2007-10-31,903.2,0.07041457504747806,9254.479154277218,1000000.0,1107.1744906997342,1000000.0,8147.3046635774845,7358645.572143184
2002,2007-11-30,920.9,-0.06759920428668775,7596.553351238426,1000000.0,1085.894233901618,1000000.0,6510.659117336809,5995665.981155467
2002,2007-12-31,935.8,-0.0007135366486872297,6506.013523449479,1000000.0,1068.604402650139,1000000.0000000001,5437.409120799341,5088327.455244022
2002,2008-01-31,943.4,-0.1188987825500194,4790.907796109927,1000000.0,1059.99576001696,1000000.0000000001,3730.9120360929674,3519742.4148501055
2002,2008-02-29,942.8,-0.04830495434319171,3550.6905005310323,1000000.0,1060.6703436571913,999999.9999999999,2490.020156873841,2347591.0039006574
2002,2008-03-31,988.6,0.018723129134396777,2536.641125818241,1000000.0,1011.5314586283633,1000000.0,1525.1096671898777,1507723.4169839132
