시작연도,매수방식,경과개월,날짜,월봉종가(달러),원달러환율,매수신호,인출전현금(원),인출전보유수량,요청인출액(원),실제인출액(원),매도수량,매수액(원),월말현금(원),월말보유수량,월말주식평가액(원),월말총잔액(원)
2006,분할매수,84,2012-12-31,58.24394607543945,1063.24,분할매수,0.0,1101.0618034423694,1000000.0,1000000.0,16.147968818250558,0.0,0.0,1084.9138346241189,67185777.16089846,67185777.16089846
2006,분할매수,85,2013-01-31,59.799991607666016,1087.46,분할매수,0.0,1084.9138346241189,1000000.0,1000000.0,15.377494688153567,0.0,0.0,1069.5363399359653,69552053.93502161,69552053.93502161
2006,분할매수,86,2013-02-28,60.005680084228516,1083.9,분할매수,0.0,1069.5363399359653,1000000.0,1000000.0,15.37511672187963,0.0,0.0,1054.1612232140858,68562811.08513191,68562811.08513191
2006,분할매수,87,2013-03-31,61.820709228515625,1112.48,분할매수,0.0,1054.1612232140858,1000000.0,1000000.0,14.540314654722232,0.0,0.0,1039.6209085593637,71499202.95718826,71499202.95718826
2006,분할매수,88,2013-04-30,63.389286041259766,1101.52,분할매수,0.0,1039.6209085593637,1000000.0,1000000.0,14.321607023548259,0.0,0.0,1025.2993015358154,71591079.11912191,71591079.11912191
2006,분할매수,89,2013-05-31,65.65704345703125,1129.34,분할매수,0.0,1025.2993015358154,1000000.0,1000000.0,13.486335729874702,0.0,0.0,1011.8129658059407,75025046.54133664,75025046.54133664
2006,분할매수,90,2013-06-30,64.0843505859375,1141.45,분할매수,0.0,1011.8129658059407,1000000.0,1000000.0,13.67071155211141,0.0,0.0,998.1422542538294,73013189.58044057,73013189.58044057
2006,분할매수,91,2013-07-31,68.13066101074219,1122.66,분할매수,0.0,998.1422542538294,1000000.0,1000000.0,13.074020100024109,0.0,0.0,985.0682341538053,75345473.43643665,75345473.43643665
2006,분할매수,92,2013-08-31,67.8609390258789,1109.42,분할매수,0.0,985.0682341538053,1000000.0,1000000.0,13.282632114327455,0.0,0.0,971.7856020394778,73162125.8252911,73162125.8252911
2006,분할매수,93,2013-09-30,71.14009094238281,1073.33,분할매수,0.0,971.7856020394778,1000000.0,1000000.0,13.096411597280564,0.0,0.0,958.6891904421973,73202432.84360936,73202432.84360936
2006,분할매수,94,2013-10-31,74.66644287109375,1060.83,분할매수,0.0,958.6891904421973,1000000.0,1000000.0,12.624923206245189,0.0,0.0,946.0642672359521,74936239.35613018,74936239.35613018
2006,분할매수,95,2013-11-30,77.31792449951172,1057.76,분할매수,0.0,946.0642672359521,1000000.0,1000000.0,12.227359261848019,0.0,0.0,933.8369079741041,76372738.21567307,76372738.21567307
2006,분할매수,96,2013-12-31,79.58111572265625,1055.25,분할매수,0.0,933.8369079741041,1000000.0,1000000.0,11.907884553794045,0.0,0.0,921.92902342031,77421730.05251117,77421730.05251117
2006,분할매수,97,2014-01-31,78.0521469116211,1080.36,분할매수,0.0,921.92902342031,1000000.0,1000000.0,11.858961264000538,0.0,0.0,910.0700621563095,76741127.81858467,76741127.81858467
2006,분할매수,98,2014-02-28,82.07373046875,1066.01,분할매수,0.0,910.0700621563095,1000000.0,1000000.0,11.429692528970099,0.0,0.0,898.6403696273394,78623319.6868257,78623319.6868257
2006,분할매수,99,2014-03-31,79.83016204833984,1064.65,분할매수,0.0,898.6403696273394,1000000.0,1000000.0,11.765926489981238,0.0,0.0,886.8744431373582,75376507.22979933,75376507.22979933
2006,분할매수,100,2014-04-30,79.5751953125,1032.85,분할매수,0.0,886.8744431373582,1000000.0,1000000.0,12.167042719678147,0.0,0.0,874.70740041768,71891536.88126595,71891536.88126595
2006,분할매수,101,2014-05-31,83.1446304321289,1020.3,분할매수,0.0,874.70740041768,1000000.0,1000000.0,11.787939713226674,0.0,0.0,862.9194607044533,73203586.18191892,73203586.18191892
2006,분할매수,102,2014-06-30,85.74193572998047,1011.6,분할매수,0.0,862.9194607044533,1000000.0,1000000.0,11.529166079430116,0.0,0.0,851.3902946250232,73846650.20517315,73846650.20517315
2006,분할매수,103,2014-07-31,86.75538635253906,1027.75,분할매수,0.0,851.3902946250232,1000000.0,1000000.0,11.215433544341199,0.0,0.0,840.174861080682,74912383.70402509,74912383.70402509
2006,분할매수,104,2014-08-31,91.10136413574219,1013.85,분할매수,0.0,840.174861080682,1000000.0,1000000.0,10.826832412541348,0.0,0.0,829.3480286681407,76601169.85901238,76601169.85901238
2006,분할매수,105,2014-09-30,90.41204833984375,1054.55,분할매수,0.0,829.3480286681407,1000000.0,1000000.0,10.488334155711543,0.0,0.0,818.8596945124292,78073379.65738913,78073379.65738913
2006,분할매수,106,2014-10-31,92.80070495605469,1073.07,분할매수,0.0,818.8596945124292,1000000.0,1000000.0,10.042010503184231,0.0,0.0,808.817684009245,80543401.51832905,80543401.51832905
2006,분할매수,107,2014-11-30,97.01978302001953,1112.06,분할매수,0.0,808.817684009245,1000000.0,1000000.0,9.268543258221616,0.0,0.0,799.5491407510234,86264811.89930113,86264811.89930113
2006,분할매수,108,2014-12-31,94.8459243774414,1090.89,분할매수,0.0,799.5491407510234,1000000.0,1000000.0,9.664966783033382,0.0,0.0,789.88417396799,81726527.54012696,81726527.54012696
2006,분할매수,109,2015-01-31,92.87089538574219,1104.3,분할매수,0.0,789.88417396799,1000000.0,1000000.0,9.750643880832438,0.0,0.0,780.1335300871576,80008411.713274,80008411.713274
2006,분할매수,110,2015-02-28,99.57674407958984,1100.65,분할매수,0.0,780.1335300871576,1000000.0,1000000.0,9.124158905267233,0.0,0.0,771.0093711818904,84501966.61270319,84501966.61270319
2006,분할매수,111,2015-03-31,97.22772216796875,1107.71,분할매수,0.0,771.0093711818904,1000000.0,1000000.0,9.285040711755055,0.0,0.0,761.7243304701353,82037801.89200208,82037801.89200208
