start_year,strategy,date,actual_withdrawal_krw,tax_paid_krw,ending_balance_krw
2002,세전 기준,2001-12-31,0.0,0.0,400000000.0
2002,세전 기준,2002-01-31,4000000.0,0.0,395679940.4619381
2002,세전 기준,2002-02-28,4000000.0,0.0,383947076.46404994
2002,세전 기준,2002-03-31,4000000.0,0.0,386308823.68166125
2002,세전 기준,2002-04-30,4000000.0,0.0,363714646.0386509
2002,세전 기준,2002-05-31,4000000.0,0.0,343917912.0531225
2002,세전 기준,2002-06-30,4000000.0,0.0,316748354.99531925
2002,세전 기준,2002-07-31,4000000.0,0.0,294837086.38566095
2002,세전 기준,2002-08-31,4000000.0,0.0,290958474.58746517
2002,세전 기준,2002-09-30,4000000.0,0.0,264888344.7477038
2002,세전 기준,2002-10-31,4000000.0,0.0,303346736.53322
2002,세전 기준,2002-11-30,4000000.0,0.0,331436353.50000274
2002,세전 기준,2002-12-31,4000000.0,0.0,284367642.7265451
2002,세전 기준,2003-01-31,4000000.0,0.0,276063899.1497849
2002,세전 기준,2003-02-28,4000000.0,0.0,287198138.5878917
2002,세전 기준,2003-03-31,4000000.0,0.0,298302157.98462725
2002,세전 기준,2003-04-30,4000000.0,0.0,310838658.24121714
2002,세전 기준,2003-05-31,4000000.0,0.0,331809991.04662
2002,세전 기준,2003-06-30,4000000.0,0.0,325732491.5280304
2002,세전 기준,2003-07-31,4000000.0,0.0,337515056.46480024
2002,세전 기준,2003-08-31,4000000.0,0.0,348590406.4981755
2002,세전 기준,2003-09-30,4000000.0,0.0,327319965.82974803
2002,세전 기준,2003-10-31,4000000.0,0.0,361623139.7397314
2002,세전 기준,2003-11-30,4000000.0,0.0,365238587.6451911
2002,세전 기준,2003-12-31,4000000.0,0.0,369371312.1463983
2002,세전 기준,2004-01-31,4000000.0,0.0,365879809.29034626
2002,세전 기준,2004-02-29,4000000.0,0.0,358482179.5752739
2002,세전 기준,2004-03-31,4000000.0,0.0,337701246.91287947
2002,세전 기준,2004-04-30,4000000.0,0.0,331304765.92318475
2002,세전 기준,2004-05-31,4000000.0,0.0,341713239.9221102
2002,세전 기준,2004-06-30,4000000.0,0.0,346113233.7467859
2002,세전 기준,2004-07-31,4000000.0,0.0,319850991.36951005
2002,세전 기준,2004-08-31,4000000.0,0.0,303077156.3574605
2002,세전 기준,2004-09-30,4000000.0,0.0,309055131.13246226
2002,세전 기준,2004-10-31,4000000.0,0.0,311519317.1748518
2002,세전 기준,2004-11-30,4000000.0,0.0,305030121.18180203
2002,세전 기준,2004-12-31,4000000.0,0.0,306381057.30527496
2002,세전 기준,2005-01-31,4000000.0,0.0,280752493.17249686
2002,세전 기준,2005-02-28,4000000.0,0.0,268326958.7199598
2002,세전 기준,2005-03-31,4000000.0,0.0,263473572.59564647
2002,세전 기준,2005-04-30,4000000.0,0.0,243451449.64504698
2002,세전 기준,2005-05-31,4000000.0,0.0,263153257.2185939
2002,세전 기준,2005-06-30,4000000.0,0.0,257872152.28001198
2002,세전 기준,2005-07-31,4000000.0,0.0,271357633.8647757
2002,세전 기준,2005-08-31,4000000.0,0.0,266498219.68373084
2002,세전 기준,2005-09-30,4000000.0,0.0,266662629.06880832
2002,세전 기준,2005-10-31,4000000.0,0.0,258952702.50324762
2002,세전 기준,2005-11-30,4000000.0,0.0,269135607.35462713
2002,세전 기준,2005-12-31,4000000.0,0.0,253372903.93936077
2002,세전 기준,2006-01-31,4000000.0,0.0,246018746.82776883
2002,세전 기준,2006-02-28,4000000.0,0.0,239759822.30002034
2002,세전 기준,2006-03-31,4000000.0,0.0,240899336.8585964
2002,세전 기준,2006-04-30,4000000.0,0.0,229360646.78154796
2002,세전 기준,2006-05-31,4000000.0,0.0,209318647.6993883
2002,세전 기준,2006-06-30,4000000.0,0.0,205898005.69222096
2002,세전 기준,2006-07-31,4000000.0,0.0,194358481.0144095
2002,세전 기준,2006-08-31,4000000.0,0.0,200953225.82636154
2002,세전 기준,2006-09-30,4000000.0,0.0,202972941.6915019
2002,세전 기준,2006-10-31,4000000.0,0.0,207755659.53849667
2002,세전 기준,2006-11-30,4000000.0,0.0,207868791.84075782
2002,세전 기준,2006-12-31,4000000.0,0.0,200183079.6034519
2002,세전 기준,2007-01-31,4000000.0,0.0,202821506.76959172
2002,세전 기준,2007-02-28,4000000.0,0.0,195691282.22635475
2002,세전 기준,2007-03-31,4000000.0,0.0,192467861.5538881
2002,세전 기준,2007-04-30,4000000.0,0.0,197031268.057455
2002,세전 기준,2007-05-31,4000000.0,0.0,198461524.20795828
2002,세전 기준,2007-06-30,4000000.0,0.0,194380454.10358566
2002,세전 기준,2007-07-31,4000000.0,0.0,189337234.05162632
2002,세전 기준,2007-08-31,4000000.0,0.0,194721259.02966318
2002,세전 기준,2007-09-30,4000000.0,0.0,195595773.77989608
2002,세전 기준,2007-10-31,4000000.0,0.0,202985139.34628898
2002,세전 기준,2007-11-30,4000000.0,0.0,188972434.44579378
2002,세전 기준,2007-12-31,4000000.0,0.0,187893004.63577074
2002,세전 기준,2008-01-31,4000000.0,0.0,162897224.93692234
2002,세전 기준,2008-02-29,4000000.0,0.0,150929929.93220815
2002,세전 기준,2008-03-31,4000000.0,0.0,157225019.0765784
2002,세전 기준,2008-04-30,4000000.0,0.0,168592184.3065918
2002,세전 기준,2008-05-31,4000000.0,0.0,178767339.5407219
2002,세전 기준,2008-06-30,4000000.0,0.0,160453732.1535212
2002,세전 기준,2008-07-31,4000000.0,0.0,152038316.91850704
2002,세전 기준,2008-08-31,4000000.0,0.0,162063827.8463098
2002,세전 기준,2008-09-30,4000000.0,0.0,147557714.83028477
2002,세전 기준,2008-10-31,4000000.0,0.0,128090040.22378515
2002,세전 기준,2008-11-30,4000000.0,0.0,126319101.02555111
2002,세전 기준,2008-12-31,4000000.0,0.0,107066220.04310183
2002,세전 기준,2009-01-31,4000000.0,0.0,110400183.98758762
2002,세전 기준,2009-02-28,4000000.0,0.0,112168094.98521957
2002,세전 기준,2009-03-31,4000000.0,0.0,106783051.78529166
2002,세전 기준,2009-04-30,4000000.0,0.0,108345515.37684213
2002,세전 기준,2009-05-31,4000000.0,0.0,105370368.89520414
2002,세전 기준,2009-06-30,4000000.0,0.0,106609840.86945218
2002,세전 기준,2009-07-31,4000000.0,0.0,106949336.67970403
2002,세전 기준,2009-08-31,4000000.0,0.0,106812543.80376485
2002,세전 기준,2009-09-30,4000000.0,0.0,102244570.50654753
2002,세전 기준,2009-10-31,4000000.0,0.0,95713358.51217492
2002,세전 기준,2009-11-30,4000000.0,0.0,96273296.60814472
2002,세전 기준,2009-12-31,4000000.0,0.0,97216951.75854339
2002,세전 기준,2010-01-31,4000000.0,0.0,86540254.62831995
2002,세전 기준,2010-02-28,4000000.0,0.0,86547928.19645752
2002,세전 기준,2010-03-31,4000000.0,0.0,86985494.3331319
2002,세전 기준,2010-04-30,4000000.0,0.0,83112166.94905114
2002,세전 기준,2010-05-31,4000000.0,0.0,78977066.2191537
2002,세전 기준,2010-06-30,4000000.0,0.0,71895687.1993164
2002,세전 기준,2010-07-31,4000000.0,0.0,70660098.02548407
2002,세전 기준,2010-08-31,4000000.0,0.0,63942742.39828595
2002,세전 기준,2010-09-30,4000000.0,0.0,64868341.90541086
2002,세전 기준,2010-10-31,4000000.0,0.0,64005524.52268199
2002,세전 기준,2010-11-30,4000000.0,0.0,61782402.00534001
2002,세전 기준,2010-12-31,4000000.0,0.0,59233759.86950917
2002,세전 기준,2011-01-31,4000000.0,0.0,56289212.66571926
2002,세전 기준,2011-02-28,4000000.0,0.0,54307040.82613339
2002,세전 기준,2011-03-31,4000000.0,0.0,48791027.459585056
2002,세전 기준,2011-04-30,4000000.0,0.0,44873125.963813424
2002,세전 기준,2011-05-31,4000000.0,0.0,40724533.672898695
2002,세전 기준,2011-06-30,4000000.0,0.0,35466621.37321965
2002,세전 기준,2011-07-31,4000000.0,0.0,31641282.411182057
2002,세전 기준,2011-08-31,4000000.0,0.0,26319533.292730976
2002,세전 기준,2011-09-30,4000000.0,0.0,23902020.94569112
2002,세전 기준,2011-10-31,4000000.0,0.0,20849781.863333266
2002,세전 기준,2011-11-30,4000000.0,0.0,16799353.159362063
2002,세전 기준,2011-12-31,4000000.0,0.0,12966368.462623302
2002,미국계좌,2001-12-31,0.0,0.0,400000000.0
2002,미국계좌,2002-01-31,4000000.0,0.0,395679940.4619381
2002,미국계좌,2002-02-28,4000000.0,0.0,383947076.46404994
2002,미국계좌,2002-03-31,4000000.0,0.0,386308823.68166125
2002,미국계좌,2002-04-30,4000000.0,0.0,363714646.0386509
2002,미국계좌,2002-05-31,4000000.0,0.0,343917912.0531225
2002,미국계좌,2002-06-30,4000000.0,0.0,316748354.99531925
2002,미국계좌,2002-07-31,4000000.0,0.0,294837086.38566095
2002,미국계좌,2002-08-31,4000000.0,0.0,290958474.58746517
2002,미국계좌,2002-09-30,4000000.0,0.0,264888344.7477038
2002,미국계좌,2002-10-31,4000000.0,0.0,303346736.53322
2002,미국계좌,2002-11-30,4000000.0,0.0,331436353.50000274
2002,미국계좌,2002-12-31,4000000.0,0.0,284367642.7265451
2002,미국계좌,2003-01-31,4000000.0,0.0,276063899.1497849
2002,미국계좌,2003-02-28,4000000.0,0.0,287198138.5878917
2002,미국계좌,2003-03-31,4000000.0,0.0,298302157.98462725
2002,미국계좌,2003-04-30,4000000.0,0.0,310838658.24121714
2002,미국계좌,2003-05-31,4000000.0,0.0,331809991.04662
2002,미국계좌,2003-06-30,4000000.0,0.0,325732491.5280304
2002,미국계좌,2003-07-31,4000000.0,0.0,337515056.46480024
2002,미국계좌,2003-08-31,4000000.0,0.0,348590406.4981755
2002,미국계좌,2003-09-30,4000000.0,0.0,327319965.82974803
2002,미국계좌,2003-10-31,4000000.0,0.0,361623139.7397314
2002,미국계좌,2003-11-30,4000000.0,0.0,365238587.6451911
2002,미국계좌,2003-12-31,4000000.0,0.0,369371312.1463983
2002,미국계좌,2004-01-31,4000000.0,0.0,365879809.29034626
2002,미국계좌,2004-02-29,4000000.0,0.0,358482179.5752739
2002,미국계좌,2004-03-31,4000000.0,0.0,337701246.91287947
2002,미국계좌,2004-04-30,4000000.0,0.0,331304765.92318475
2002,미국계좌,2004-05-31,4000000.0,0.0,341713239.9221102
2002,미국계좌,2004-06-30,4000000.0,0.0,346113233.7467859
2002,미국계좌,2004-07-31,4000000.0,0.0,319850991.36951005
2002,미국계좌,2004-08-31,4000000.0,0.0,303077156.3574605
2002,미국계좌,2004-09-30,4000000.0,0.0,309055131.13246226
2002,미국계좌,2004-10-31,4000000.0,107915.73707078182,311411401.4377809
2002,미국계좌,2004-11-30,4000000.0,112203.93603151434,304810863.80970484
2002,미국계좌,2004-12-31,4000000.0,126297.60071996851,306031656.04938203
2002,미국계좌,2005-01-31,4000000.0,0.0,280427757.43456256
2002,미국계좌,2005-02-28,4000000.0,0.0,268011968.47748658
2002,미국계좌,2005-03-31,4000000.0,0.0,263159584.1470426
2002,미국계좌,2005-04-30,4000000.0,0.0,243156555.18556336
2002,미국계좌,2005-05-31,4000000.0,0.0,262829652.5922849
2002,미국계좌,2005-06-30,4000000.0,0.0,257550123.05310825
2002,미국계좌,2005-07-31,4000000.0,0.0,271013768.87132263
2002,미국계좌,2005-08-31,4000000.0,0.0,266155443.74182764
2002,미국계좌,2005-09-30,4000000.0,0.0,266314496.77086213
2002,미국계좌,2005-10-31,4000000.0,0.0,258609413.57336167
2002,미국계좌,2005-11-30,4000000.0,0.0,268773516.4034375
2002,미국계좌,2005-12-31,4000000.0,0.0,253026638.35037443
2002,미국계좌,2006-01-31,4000000.0,0.0,245677065.11168185
2002,미국계좌,2006-02-28,4000000.0,0.0,239421277.8782213
2002,미국계좌,2006-03-31,4000000.0,0.0,240553535.36608443
2002,미국계좌,2006-04-30,4000000.0,0.0,229025666.78117546
2002,미국계좌,2006-05-31,4000000.0,0.0,209007096.95304838
2002,미국계좌,2006-06-30,4000000.0,0.0,205585592.62703344
2002,미국계좌,2006-07-31,4000000.0,0.0,194057507.81726116
2002,미국계좌,2006-08-31,4000000.0,0.0,200635846.17140192
2002,미국계좌,2006-09-30,4000000.0,0.0,202646054.6731428
2002,미국계좌,2006-10-31,4000000.0,0.0,207414627.9921716
2002,미국계좌,2006-11-30,4000000.0,0.0,207521008.57526222
2002,미국계좌,2006-12-31,4000000.0,0.0,199841462.867459
2002,미국계좌,2007-01-31,4000000.0,0.0,202468561.41469097
2002,미국계좌,2007-02-28,4000000.0,0.0,195343784.0167293
2002,미국계좌,2007-03-31,4000000.0,0.0,192118984.3358425
2002,미국계좌,2007-04-30,4000000.0,0.0,196666868.36509165
2002,미국계좌,2007-05-31,4000000.0,0.0,198087081.52246895
2002,미국계좌,2007-06-30,4000000.0,0.0,194006164.37523857
2002,미국계좌,2007-07-31,4000000.0,0.0,188964953.09803832
2002,미국계좌,2007-08-31,4000000.0000000005,99172.33928698157,194231354.5653384
2002,미국계좌,2007-09-30,4000000.0000000005,225897.57889571015,194867707.8136224
2002,미국계좌,2007-10-31,4000000.0,267211.2427552304,201947467.51243716
2002,미국계좌,2007-11-30,4000000.0,230358.65336899378,187755589.4881609
2002,미국계좌,2007-12-31,4000000.0,241661.3270122187,186415692.00447774
2002,미국계좌,2008-01-31,4000000.0,0.0,161584992.0573374
2002,미국계좌,2008-02-29,4000000.0,0.0,149681878.29616857
2002,미국계좌,2008-03-31,4000000.0,0.0,155891836.52677256
2002,미국계좌,2008-04-30,4000000.0,0.0,167128696.56334433
2002,미국계좌,2008-05-31,4000000.0,0.0,177180802.4044726
2002,미국계좌,2008-06-30,4000000.0,27314.70627791187,158966911.73480904
2002,미국계좌,2008-07-31,4000000.0,211921.9721485347,150380489.3099976
2002,미국계좌,2008-08-31,4000000.0000000005,276456.4822970821,159976609.41822025
2002,미국계좌,2008-09-30,4000000.0000000005,227779.63683894437,145378024.89046997
2002,미국계좌,2008-10-31,4000000.0,142604.88811870018,125996230.46537778
2002,미국계좌,2008-11-30,4000000.0,156268.10006738885,124032586.06977616
2002,미국계좌,2008-12-31,4000000.0,50832.585014572534,105004966.4596147
2002,미국계좌,2009-01-31,4000000.0,0.0,108197735.92225878
2002,미국계좌,2009-02-28,4000000.0,0.0,109850578.9557001
2002,미국계좌,2009-03-31,4000000.0,0.0,104494152.26938803
2002,미국계좌,2009-04-30,4000000.0,0.0,105937384.20376942
2002,미국계좌,2009-05-31,4000000.0,0.0,102939458.91401169
2002,미국계좌,2009-06-30,4000000.0,0.0,104058055.49556707
2002,미국계좌,2009-07-31,4000000.0,74179.74892875008,104219502.51583049
2002,미국계좌,2009-08-31,4000000.0,276222.17489287606,103707880.82453871
2002,미국계좌,2009-09-30,4000000.0000000005,272427.6150773525,98883988.88774693
2002,미국계좌,2009-10-31,4000000.0000000005,254405.34378583505,92181567.60058106
2002,미국계좌,2009-11-30,4000000.0,287628.2270115587,92285617.27916338
2002,미국계좌,2009-12-31,3999999.9999999995,322231.3251090399,92702272.88577348
2002,미국계좌,2010-01-31,4000000.0,0.0,82335636.32552727
2002,미국계좌,2010-02-28,4000000.0,0.0,82148594.29329388
2002,미국계좌,2010-03-31,4000000.0,0.0,82360593.67684749
2002,미국계좌,2010-04-30,3999999.9999999995,68599.23348234901,78411932.04824619
2002,미국계좌,2010-05-31,4000000.0000000005,338366.8192283711,73946104.83854477
2002,미국계좌,2010-06-30,4000000.0,311406.8225840975,66749607.60989388
2002,미국계좌,2010-07-31,4000000.0,336983.9213745808,64979166.204590976
2002,미국계좌,2010-08-31,4000000.0000000005,310385.73200607166,58169894.85155158
2002,미국계좌,2010-09-30,4000000.0000000005,360117.01145251706,58290686.76992924
2002,미국계좌,2010-10-31,3999999.9999999995,390452.4684989066,56719306.34662107
2002,미국계좌,2010-11-30,3999999.9999999995,407579.9437960735,53886328.89270191
2002,미국계좌,2010-12-31,4000000.0,421841.6912615271,50730354.9027782
2002,미국계좌,2011-01-31,4000000.0,0.0,47634290.34521546
2002,미국계좌,2011-02-28,4000000.0,0.0,45341861.08404825
2002,미국계좌,2011-03-31,4000000.0,101252.92811303178,39974863.1176875
2002,미국계좌,2011-04-30,4000000.0000000005,437678.28364440677,35604448.768409185
2002,미국계좌,2011-05-31,4000000.0,435693.8928516674,31050854.762837037
2002,미국계좌,2011-06-30,3999999.9999999995,416684.0650060245,25675062.057436354
2002,미국계좌,2011-07-31,4000000.0000000005,419689.1503633556,21381813.848303646
2002,미국계좌,2011-08-31,4000000.0,393228.8600209907,16095403.94594624
2002,미국계좌,2011-09-30,4000000.0,429232.0541071703,12633923.77902396
2002,미국계좌,2011-10-31,4000000.0,452377.376797065,8682505.681839077
2002,미국계좌,2011-11-30,3999999.9999999995,450955.20574664656,4210550.375869426
2002,미국계좌,2011-12-31,3816603.198081274,435807.50069770636,0.0
2002,절세계좌,2001-12-31,0.0,0.0,400000000.0
2002,절세계좌,2002-01-31,4000000.0,0.0,395679940.4619381
2002,절세계좌,2002-02-28,4000000.0,0.0,383947076.46404994
2002,절세계좌,2002-03-31,4000000.0,0.0,386308823.6816611
2002,절세계좌,2002-04-30,4000000.0,0.0,363714646.0386509
2002,절세계좌,2002-05-31,4000000.0,0.0,343917912.0531224
2002,절세계좌,2002-06-30,4000000.0,0.0,316748354.9953192
2002,절세계좌,2002-07-31,4000000.0,0.0,294837086.3856609
2002,절세계좌,2002-08-31,4000000.0,0.0,290958474.58746517
2002,절세계좌,2002-09-30,4000000.0,0.0,264888344.74770373
2002,절세계좌,2002-10-31,4000000.0,0.0,303346736.53322
2002,절세계좌,2002-11-30,4000000.0,79435.65506504673,331356917.84493774
2002,절세계좌,2002-12-31,4000000.0,0.0,284298529.3889234
2002,절세계좌,2003-01-31,3999999.9999999995,34009.34557881651,275961822.45789343
2002,절세계좌,2003-02-28,4000000.0,67388.18786182077,287023077.70988977
2002,절세계좌,2003-03-31,4000000.0,98293.82960598821,298019596.66130126
2002,절세계좌,2003-04-30,4000000.0,129632.3266913528,310410800.69045144
2002,절세계좌,2003-05-31,4000000.0,172430.48545531373,331175330.9237546
2002,절세계좌,2003-06-30,4000000.0,169041.8687637347,324932763.21451616
2002,절세계좌,2003-07-31,4000000.0,194183.70778642574,336482395.5794222
2002,절세계좌,2003-08-31,4000000.0,216622.83447393117,347294998.24546295
2002,절세계좌,2003-09-30,4000000.0,190458.98429591482,325898277.8442417
2002,절세계좌,2003-10-31,3999999.9999999995,246170.81874854345,359788914.17561036
2002,절세계좌,2003-11-30,4000000.0,256143.875044479,363109591.1169503
2002,절세계좌,2003-12-31,4000000.0,266508.63656205416,366928400.8673076
2002,절세계좌,2004-01-31,3999999.9999999995,267150.2145154164,363166384.74885994
2002,절세계좌,2004-02-29,4000000.0,262785.71615694446,355531166.69561553
2002,절세계좌,2004-03-31,3999999.9999999995,239851.75861137666,334648522.3307712
2002,절세계좌,2004-04-30,4000000.0,236371.87020946154,328037332.9870509
2002,절세계좌,2004-05-31,4000000.0,256891.42190423398,338046814.6124835
2002,절세계좌,2004-06-30,4000000.0,268296.76979031943,342088383.61155653
2002,절세계좌,2004-07-31,4000000.0,236554.69601582733,315848467.68034875
2002,절세계좌,2004-08-31,4000000.0,216276.33520224207,299018204.4455516
2002,절세계좌,2004-09-30,4000000.0,115454.94603880224,304747094.54049987
2002,절세계좌,2004-10-31,4000000.0,0.0,307121173.8439855
2002,절세계좌,2004-11-30,4000000.0,0.0,300667121.2277746
2002,절세계좌,2004-12-31,4000000.0,0.0,301941520.20806223
2002,절세계좌,2005-01-31,4000000.0,0.0,276626359.3048161
2002,절세계좌,2005-02-28,4000000.0,0.0,264324652.3654921
2002,절세계좌,2005-03-31,4000000.0,0.0,259483995.1623593
2002,절세계좌,2005-04-30,4000000.0,0.0,239704482.8824519
2002,절세계좌,2005-05-31,4000000.0,0.0,259041495.40006053
2002,절세계좌,2005-06-30,4000000.0,0.0,253780407.6880472
2002,절세계좌,2005-07-31,4000000.0,46452.88129993496,266941988.34572643
2002,절세계좌,2005-08-31,3999999.9999999995,58792.15284375221,262037766.7607593
2002,절세계좌,2005-09-30,3999999.9999999995,64154.62766080619,262068320.66975692
2002,절세계좌,2005-10-31,4000000.0,59312.35216951967,254362999.770234
2002,절세계좌,2005-11-30,4000000.0,77444.57507714456,264217080.86984044
2002,절세계좌,2005-12-31,4000000.0,62303.02011361059,248607041.04125524
2002,절세계좌,2006-01-31,4000000.0,57677.77441818011,241258296.77260792
2002,절세계좌,2006-02-28,4000000.0,54446.22798268956,234988636.08991545
2002,절세계좌,2006-03-31,4000000.0,61839.83923233618,235964035.2038084
2002,절세계좌,2006-04-30,4000000.0,50707.70204373046,224529082.47258297
2002,절세계좌,2006-05-31,4000000.0,24204.085903103754,204800809.77034956
2002,절세계좌,2006-06-30,4000000.0,25243.444677285916,201342419.72064286
2002,절세계좌,2006-07-31,4000000.0,11017.074328132461,189958693.3426451
2002,절세계좌,2006-08-31,4000000.0,31129.8803676546,196282469.8716765
2002,절세계좌,2006-09-30,4000000.0,41943.81757233597,198120325.65959257
2002,절세계좌,2006-10-31,4000000.0,57012.53523409089,202636056.39507288
2002,절세계좌,2006-11-30,4000000.0,63809.8017847027,202584021.34355405
2002,절세계좌,2006-12-31,4000000.0,57611.39233034628,194934401.74288923
2002,절세계좌,2007-01-31,4000000.0,68845.93759263122,197329927.4730152
2002,절세계좌,2007-02-28,4000000.0,63527.711078096596,190220928.93426543
2002,절세계좌,2007-03-31,4000000.0,64888.456987609316,186910911.30950874
2002,절세계좌,2007-04-30,4000000.0,79552.54114093333,191147521.79201794
2002,절세계좌,2007-05-31,3999999.9999999995,88443.60640065638,192327176.06722808
2002,절세계좌,2007-06-30,4000000.0,88311.48841830899,188160300.3115056
2002,절세계좌,2007-07-31,4000000.0,86567.118564686,183063896.07133895
2002,절세계좌,2007-08-31,4000000.0,101966.67509283396,188035032.11645257
2002,절세계좌,2007-09-30,4000000.0,109597.57567499521,188632570.9992191
2002,절세계좌,2007-10-31,4000000.0,35141.32768961794,195581334.21773028
2002,절세계좌,2007-11-30,4000000.0,111428.7576268906,181822410.13175607
2002,절세계좌,2007-12-31,3999999.9999999995,116058.30372135797,180516418.34624368
2002,절세계좌,2008-01-31,4000000.0,78674.9346182083,156266247.62353092
2002,절세계좌,2008-02-29,4000000.0,61698.0213474129,144561575.3613486
2002,절세계좌,2008-03-31,4000000.0,83890.93038395346,150338381.41707045
2002,절세계좌,2008-04-30,4000000.0,113227.35695916283,160919219.68158624
2002,절세계좌,2008-05-31,4000000.0,22587.023654976972,170426648.46811482
2002,절세계좌,2008-06-30,4000000.0,112402.73398756605,152668463.78784853
2002,절세계좌,2008-07-31,4000000.0,103846.38328692227,144363439.58296937
2002,절세계좌,2008-08-31,4000000.0,130221.12156955076,153550723.15682086
2002,절세계좌,2008-09-30,4000000.0,110370.39513923106,139486118.8489309
2002,절세계좌,2008-10-31,4000000.0,74992.75008257251,120789553.10308662
2002,절세계좌,2008-11-30,4000000.0,80723.82252055398,118810844.84410651
2002,절세계좌,2008-12-31,4000000.0,35930.214766361925,100428646.63725838
2002,절세계좌,2009-01-31,3999999.9999999995,59588.87160704035,103248352.40344325
2002,절세계좌,2009-02-28,4000000.0,76911.8731124968,104565700.62850374
2002,절세계좌,2009-03-31,4000000.0,72753.05038195824,99201778.17188114
2002,절세계좌,2009-04-30,4000000.0,89480.30514106981,100279843.3720668
2002,절세계좌,2009-05-31,3999999.9999999995,92503.89556915246,97135898.81412408
2002,절세계좌,2009-06-30,3999999.9999999995,107712.79573824332,97858204.40843403
2002,절세계좌,2009-07-31,4000000.0,119755.54646403539,97721714.05180529
2002,절세계좌,2009-08-31,4000000.0,130126.19791817815,97121476.2442282
2002,절세계좌,2009-09-30,4000000.0,128588.08782700177,92476446.8927759
2002,절세계좌,2009-10-31,4000000.0,119239.35916497113,86067819.545454
2002,절세계좌,2009-11-30,4000000.0,0.0,86168228.67624891
2002,절세계좌,2009-12-31,4000000.0,0.0,86592986.3453452
2002,절세계좌,2010-01-31,4000000.0,0.0,76645925.33416063
2002,절세계좌,2010-02-28,4000000.0,0.0,76195393.15565513
2002,절세계좌,2010-03-31,4000000.0,0.0,76102154.45525101
2002,절세계좌,2010-04-30,4000000.0,0.0,72212978.20874971
2002,절세계좌,2010-05-31,4000000.0,0.0,68095594.35964312
2002,절세계좌,2010-06-30,4000000.0,0.0,61438768.19670484
2002,절세계좌,2010-07-31,4000000.0,0.0,59801107.337834746
2002,절세계좌,2010-08-31,4000000.0,0.0,53501352.87841499
2002,절세계좌,2010-09-30,4000000.0,0.0,53622637.44464437
2002,절세계좌,2010-10-31,4000000.0,0.0,52215951.85876751
2002,절세계좌,2010-11-30,4000000.0,0.0,49665535.30934168
2002,절세계좌,2010-12-31,4000000.0,0.0,46832250.47271706
2002,절세계좌,2011-01-31,4000000.0,0.0,43666727.80157703
2002,절세계좌,2011-02-28,4000000.0,0.0,41232071.29917443
2002,절세계좌,2011-03-31,4000000.0,0.0,36081053.48879243
2002,절세계좌,2011-04-30,4000000.0,0.0,32141765.4818913
2002,절세계좌,2011-05-31,4000000.0,0.0,28035331.653972797
2002,절세계좌,2011-06-30,4000000.0,0.0,23169367.446834866
2002,절세계좌,2011-07-31,4000000.0,46583.9013748242,19236884.79363397
2002,절세계좌,2011-08-31,4000000.0,118928.15431733218,14314375.571162935
2002,절세계좌,2011-09-30,4000000.0,165423.42727125104,11009617.960008413
2002,절세계좌,2011-10-31,4000000.0,195464.72766940077,7250705.674677495
2002,절세계좌,2011-11-30,4000000.0,193615.40805226984,3039553.215520931
2002,절세계좌,2011-12-31,2922790.269051632,146981.48507928033,0.0
2003,세전 기준,2002-12-31,0.0,0.0,400000000.0
2003,세전 기준,2003-01-31,4000000.0,0.0,395495518.8366375
2003,세전 기준,2003-02-28,4000000.0,0.0,395122629.66220826
2003,세전 기준,2003-03-31,4000000.0,0.0,396545945.44802314
2003,세전 기준,2003-04-30,4000000.0,0.0,400411080.4032104
2003,세전 기준,2003-05-31,4000000.0,0.0,411118695.5280882
2003,세전 기준,2003-06-30,4000000.0,0.0,405671635.4887502
2003,세전 기준,2003-07-31,4000000.0,0.0,414414892.9380013
2003,세전 기준,2003-08-31,4000000.0,0.0,424220240.6125808
2003,세전 기준,2003-09-30,4000000.0,0.0,402571790.122522
2003,세전 기준,2003-10-31,4000000.0,0.0,442092345.2638265
2003,세전 기준,2003-11-30,4000000.0,0.0,447402399.9997659
2003,세전 기준,2003-12-31,4000000.0,0.0,453364656.4082034
2003,세전 기준,2004-01-31,4000000.0,0.0,449988783.4732181
2003,세전 기준,2004-02-29,4000000.0,0.0,441810101.7767798
2003,세전 기준,2004-03-31,4000000.0,0.0,417128500.31958663
2003,세전 기준,2004-04-30,4000000.0,0.0,410168367.5678895
2003,세전 기준,2004-05-31,4000000.0,0.0,424006626.67900026
2003,세전 기준,2004-06-30,4000000.0,0.0,430429556.28669405
2003,세전 기준,2004-07-31,4000000.0,0.0,398744029.77658087
2003,세전 기준,2004-08-31,4000000.0,0.0,378819456.816538
2003,세전 기준,2004-09-30,4000000.0,0.0,387291036.75949204
2003,세전 기준,2004-10-31,4000000.0,0.0,391391602.1990293
2003,세전 기준,2004-11-30,4000000.0,0.0,384264186.48451585
2003,세전 기준,2004-12-31,4000000.0,0.0,387005071.9696953
2003,세전 기준,2005-01-31,4000000.0,0.0,355684962.52028245
2003,세전 기준,2005-02-28,4000000.0,0.0,341010664.0586736
2003,세전 기준,2005-03-31,4000000.0,0.0,335926114.9312254
2003,세전 기준,2005-04-30,4000000.0,0.0,311498071.7589205
2003,세전 기준,2005-05-31,4000000.0,0.0,337824723.61137563
2003,세전 기준,2005-06-30,4000000.0,0.0,332180096.7260086
2003,세전 기준,2005-07-31,4000000.0,0.0,350704161.1229298
